Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
20,Marquez Cooper,Kent State,MAC,12,285,1326,4.7,13,110.5,8,94,11.8,0,7.8,293,1420,4.8,13,,marquez-cooper-1
21,Braelon Allen,Wisconsin,Big Ten,12,230,1242,5.4,11,103.5,13,104,8.0,0,8.7,243,1346,5.5,11,,braelon-allen-1
22,Xazavian Valladay,Arizona State,Pac-12,12,215,1192,5.5,16,99.3,37,289,7.8,2,24.1,252,1481,5.9,18,,xazavian-valladay-1
23,Brian Battie,South Florida,American,12,175,1185,6.8,8,98.8,14,91,6.5,0,7.6,189,1276,6.8,8,,brian-battie-1
24,Will Shipley,Clemson,ACC,14,210,1182,5.6,15,84.4,38,242,6.4,0,17.3,248,1424,5.7,15,,will-shipley-1
25,Samson Evans,Eastern Michigan,MAC,12,249,1166,4.7,15,97.2,15,93,6.2,0,7.8,264,1259,4.8,15,,samson-evans-1
26,George Holani,Boise State,MWC,13,221,1157,5.2,10,89.0,24,151,6.3,3,11.6,245,1308,5.3,13,,george-holani-1
27,Kimani Vidal,Troy,Sun Belt,14,231,1132,4.9,10,80.9,26,140,5.4,0,10.0,257,1272,4.9,10,,kimani-vidal-1
28,Calvin Tyler Jr.,Utah State,MWC,13,253,1122,4.4,7,86.3,15,129,8.6,1,9.9,268,1251,4.7,8,,calvin-tyler-jr-1
29,Devon Achane,Texas A&M,SEC,10,196,1102,5.6,8,110.2,36,196,5.4,3,19.6,232,1298,5.6,11,,devon-achane-1
30,Devin Neal,Kansas,Big 12,13,180,1090,6.1,9,83.8,21,183,8.7,1,14.1,201,1273,6.3,10,,devin-neal-3
31,Sieh Bangura,Ohio,MAC,12,222,1078,4.9,13,89.8,27,226,8.4,2,18.8,249,1304,5.2,15,,sieh-bangura-1
32,La'Damian Webb,South Alabama,Sun Belt,12,210,1067,5.1,13,88.9,21,213,10.1,2,17.8,231,1280,5.5,15,,ladamian-webb-1
33,Nicholas Singleton,Penn State,Big Ten,13,156,1061,6.8,12,81.6,11,85,7.7,1,6.5,167,1146,6.9,13,,nicholas-singleton-1
34,Sean Tucker,Syracuse,ACC,12,206,1060,5.1,11,88.3,36,248,6.9,2,20.7,242,1308,5.4,13,,sean-tucker-2
35,Bucky Irving,Oregon,Pac-12,13,156,1058,6.8,5,81.4,31,299,9.6,3,23.0,187,1357,7.3,8,,markeise-irving-1
36,Re'Mahn Davis,Vanderbilt,SEC,12,232,1042,4.5,5,86.8,29,169,5.8,3,14.1,261,1211,4.6,8,,remahn-davis-1
37,Titus Swen,Wyoming,MWC,12,207,1039,5.0,8,86.6,14,108,7.7,0,9.0,221,1147,5.2,8,,titus-swen-1
38,Sean Tyler,Western Michigan,MAC,12,209,1027,4.9,7,85.6,12,111,9.3,1,9.3,221,1138,5.1,8,,sean-tyler-1
39,Aidan Robbins,Nevada-Las Vegas,MWC,11,209,1009,4.8,9,91.7,23,125,5.4,1,11.4,232,1134,4.9,10,,aidan-robbins-1
40,Larry McCammon III,Florida Atlantic,CUSA,12,193,1001,5.2,7,83.4,15,166,11.1,1,13.8,208,1167,5.6,8,,larry-mccammon-iii-1
41,Donovan Edwards,Michigan,Big Ten,11,140,991,7.1,7,90.1,18,200,11.1,2,18.2,158,1191,7.5,9,,donovan-edwards-1
42,Trey Benson,Florida State,ACC,13,154,990,6.4,9,76.2,13,144,11.1,0,11.1,167,1134,6.8,9,,trey-benson-2
43,Roman Hemby,Maryland,Big Ten,13,188,989,5.3,10,76.1,33,298,9.0,1,22.9,221,1287,5.8,11,,roman-hemby-1
44,Damien Martinez,Oregon State,Pac-12,13,161,982,6.1,7,75.5,4,61,15.3,0,4.7,165,1043,6.3,7,,damien-martinez-1
45,Richard Reese,Baylor,Big 12,13,198,972,4.9,14,74.8,13,89,6.8,0,6.8,211,1061,5.0,14,,richard-reese-1
46,Tank Bigsby,Auburn,SEC,12,179,970,5.4,10,80.8,30,180,6.0,0,15.0,209,1150,5.5,10,,tank-bigsby-1
47,Devin Mockobee,Purdue,Big Ten,13,195,968,5.0,9,74.5,32,274,8.6,0,21.1,227,1242,5.5,9,,devin-mockobee-1
48,Jermaine Brown Jr.,UAB,CUSA,13,166,948,5.7,8,72.9,19,120,6.3,0,9.2,185,1068,5.8,8,,jermaine-brown-jr-1
49,Zach Evans,Ole Miss,SEC,12,144,936,6.5,9,78.0,12,119,9.9,1,9.9,156,1055,6.8,10,,zach-evans-1
50,Jahmyr Gibbs,Alabama,SEC,12,151,926,6.1,7,77.2,44,444,10.1,3,37.0,195,1370,7.0,10,,jahmyr-gibbs-1
51,Audric Estime,Notre Dame,Ind,13,156,920,5.9,11,70.8,9,135,15.0,1,10.4,165,1055,6.4,12,,audric-estime-1
52,Blake Watson,Old Dominion,Sun Belt,11,158,918,5.8,5,83.5,37,314,8.5,2,28.5,195,1232,6.3,7,,blake-watson-2
53,Marquis Crosby,Louisiana Tech,CUSA,12,183,918,5.0,9,76.5,9,65,7.2,0,5.4,192,983,5.1,9,,marquis-crosby-1
54,Anthony Grant,Nebraska,Big Ten,12,218,915,4.2,6,76.3,18,104,5.8,0,8.7,236,1019,4.3,6,,anthony-grant-1
55,Jalen White,Georgia Southern,Sun Belt,11,162,914,5.6,10,83.1,22,217,9.9,1,19.7,184,1131,6.1,11,,jalen-white-1
56,Evan Hull,Northwestern,Big Ten,12,221,913,4.1,5,76.1,55,546,9.9,2,45.5,276,1459,5.3,7,,evan-hull-2
57,Toa Taua,Nevada,MWC,12,217,911,4.2,11,75.9,41,295,7.2,1,24.6,258,1206,4.7,12,,toa-taua-1
58,Percy Agyei-Obese,James Madison,Sun Belt,10,159,908,5.7,8,90.8,2,11,5.5,0,1.1,161,919,5.7,8,,percy-agyei-obese-1
59,Christopher Rodriguez Jr.,Kentucky,SEC,8,175,904,5.2,6,113.0,5,41,8.2,0,5.1,180,945,5.3,6,,christopher-rodriguez-jr-1
60,Harrison Waylee,Northern Illinois,MAC,11,165,899,5.4,5,81.7,17,119,7.0,0,10.8,182,1018,5.6,5,,harrison-waylee-1
61,Jaydn Ott,California,Pac-12,12,170,897,5.3,8,74.8,46,345,7.5,3,28.8,216,1242,5.8,11,,jaydn-ott-1
62,Wayne Taulapapa,Washington,Pac-12,13,140,887,6.3,11,68.2,24,225,9.4,1,17.3,164,1112,6.8,12,,wayne-taulapapa-1
63,Jayden Daniels,LSU,SEC,14,186,885,4.8,11,63.2,1,5,5.0,1,0.4,187,890,4.8,12,,jayden-daniels-1
64,Travis Dye,USC,Pac-12,10,145,884,6.1,9,88.4,21,202,9.6,0,20.2,166,1086,6.5,9,,travis-dye-1
65,Jaylen Wright,Tennessee,SEC,13,146,875,6.0,10,67.3,2,8,4.0,0,0.6,148,883,6.0,10,,jaylen-wright-1
66,Kaytron Allen,Penn State,Big Ten,13,167,867,5.2,10,66.7,20,188,9.4,1,14.5,187,1055,5.6,11,,kaytron-allen-1
67,John Rhys Plumlee,UCF,American,13,159,862,5.4,11,66.3,1,16,16.0,0,1.2,160,878,5.5,11,,john-rhys-plumlee-1
68,Dae Dae Hunter,Liberty,Ind,9,130,854,6.6,8,94.9,18,149,8.3,1,16.6,148,1003,6.8,9,,dae-dae-hunter-1
69,Charles McClelland,Cincinnati,American,13,146,849,5.8,7,65.3,14,116,8.3,0,8.9,160,965,6.0,7,,charles-mcclelland-1
70,Kevorian Barnes,UTSA,CUSA,13,135,845,6.3,6,65.0,10,115,11.5,0,8.8,145,960,6.6,6,,kevorian-barnes-1
71,Montrell Johnson,Florida,SEC,13,155,841,5.4,10,64.7,12,58,4.8,1,4.5,167,899,5.4,11,,montrell-johnson-1
72,Avery Morrow,Colorado State,MWC,12,173,834,4.8,4,69.5,18,63,3.5,0,5.3,191,897,4.7,4,,avery-morrow-1
73,Dedrick Parson,Hawaii,MWC,13,187,830,4.4,11,63.8,30,171,5.7,1,13.2,217,1001,4.6,12,,dedrick-parson-1
74,Kenny McIntosh,Georgia,SEC,15,150,829,5.5,10,55.3,43,505,11.7,2,33.7,193,1334,6.9,12,,kenny-mcintosh-1
75,Miyan Williams,Ohio State,Big Ten,11,128,825,6.4,14,75.0,5,27,5.4,0,2.5,133,852,6.4,14,,miyan-williams-1
76,Logan Diggs,Notre Dame,Ind,12,165,822,5.0,4,68.5,10,211,21.1,2,17.6,175,1033,5.9,6,,logan-diggs-1
77,Ashton Jeanty,Boise State,MWC,14,156,821,5.3,7,58.6,14,155,11.1,0,11.1,170,976,5.7,7,,ashton-jeanty-1
78,Christopher Brooks,BYU,Ind,11,130,817,6.3,6,74.3,10,98,9.8,0,8.9,140,915,6.5,6,,christopher-brooks-1
79,Jawhar Jordan,Louisville,ACC,13,142,815,5.7,4,62.7,10,85,8.5,0,6.5,152,900,5.9,4,,jawhar-jordan-1
80,Ayo Adeyi,North Texas,CUSA,12,112,807,7.2,4,67.3,2,12,6.0,0,1.0,114,819,7.2,4,,ayo-adeyi-1
81,Isaiah Bowser,UCF,American,14,205,799,3.9,16,57.1,14,185,13.2,0,13.2,219,984,4.5,16,,isaiah-bowser-1
82,R.J. Harvey,UCF,American,13,118,796,6.7,5,61.2,22,215,9.8,0,16.5,140,1011,7.2,5,,rj-harvey-1
83,Kaleb Johnson,Iowa,Big Ten,13,151,779,5.2,6,59.9,4,27,6.8,0,2.1,155,806,5.2,6,,kaleb-johnson-2
84,Noah Whittington,Oregon,Pac-12,13,139,779,5.6,5,59.9,22,169,7.7,1,13.0,161,948,5.9,6,,noah-whittington-1
85,Frank Peasant,Middle Tennessee State,CUSA,13,182,777,4.3,9,59.8,28,286,10.2,2,22.0,210,1063,5.1,11,,frank-peasant-1
86,Lincoln Pare,Texas State,Sun Belt,12,172,772,4.5,5,64.3,29,229,7.9,1,19.1,201,1001,5.0,6,,lincoln-pare-1
87,Michael Wiley,Arizona,Pac-12,11,113,771,6.8,8,70.1,36,349,9.7,3,31.7,149,1120,7.5,11,,michael-wiley-3
88,Jacquez Stuart,Toledo,MAC,14,134,770,5.7,4,55.0,10,45,4.5,0,3.2,144,815,5.7,4,,jacquez-stuart-1
89,Daba Fofana,Navy,American,12,186,769,4.1,6,64.1,0,0,,0,0.0,186,769,4.1,6,,daba-fofana-1
90,Daijun Edwards,Georgia,SEC,15,140,769,5.5,7,51.3,14,101,7.2,0,6.7,154,870,5.6,7,,daijun-edwards-1
91,Nakia Watson,Washington State,Pac-12,11,144,769,5.3,9,69.9,30,296,9.9,4,26.9,174,1065,6.1,13,,nakia-watson-1
92,John Lee Eldridge III,Air Force,MWC,13,99,766,7.7,4,58.9,1,4,4.0,0,0.3,100,770,7.7,4,,john-lee-eldridge-iii-1
93,Ikaika Ragsdale,North Texas,CUSA,13,142,755,5.3,7,58.1,19,135,7.1,3,10.4,161,890,5.5,10,,ikaika-ragsdale-1
94,Kairee Robinson,San Jose State,MWC,12,157,752,4.8,10,62.7,26,144,5.5,0,12.0,183,896,4.9,10,,kairee-robinson-1
95,Cody Schrader,Missouri,SEC,13,170,745,4.4,9,57.3,19,137,7.2,0,10.5,189,882,4.7,9,,cody-schrader-1
96,Darren Grainger,Georgia State,Sun Belt,12,164,734,4.5,6,61.2,0,0,,0,0.0,164,734,4.5,6,,darren-grainger-1
97,Jabari Small,Tennessee,SEC,13,157,734,4.7,13,56.5,12,106,8.8,2,8.2,169,840,5.0,15,,jabari-small-1
98,Ronald Awatt,UTEP,CUSA,12,163,734,4.5,2,61.2,6,76,12.7,0,6.3,169,810,4.8,2,,ronald-awatt-1
99,Deneric Prince,Tulsa,American,8,126,729,5.8,5,91.1,9,84,9.3,1,10.5,135,813,6.0,6,,deneric-prince-1
100,CJ Beasley,Coastal Carolina,Sun Belt,13,140,719,5.1,5,55.3,19,193,10.2,1,14.8,159,912,5.7,6,,cj-beasley-1
101,Trevor Etienne,Florida,SEC,13,118,719,6.1,6,55.3,9,66,7.3,0,5.1,127,785,6.2,6,,trevor-etienne-1
102,Robby Ashford,Auburn,SEC,12,153,710,4.6,7,59.2,0,0,,0,0.0,153,710,4.6,7,,robby-ashford-1
103,Austin Jones,USC,Pac-12,14,135,705,5.2,5,50.4,25,267,10.7,1,19.1,160,972,6.1,6,,austin-jones-6
104,Tucker Gregg,Georgia State,Sun Belt,12,172,705,4.1,12,58.8,6,67,11.2,0,5.6,178,772,4.3,12,,tucker-gregg-1
105,Deion Hankins,UTEP,CUSA,12,140,701,5.0,3,58.4,4,42,10.5,0,3.5,144,743,5.2,3,,deion-hankins-1
106,Brenden Brady,UTSA,CUSA,12,156,699,4.5,9,58.3,18,190,10.6,0,15.8,174,889,5.1,9,,brenden-brady-1
107,Justice Ellison,Wake Forest,ACC,13,170,699,4.1,6,53.8,6,62,10.3,0,4.8,176,761,4.3,6,,justice-ellison-1
108,Riley Leonard,Duke,ACC,13,124,699,5.6,13,53.8,0,0,,0,0.0,124,699,5.6,13,,riley-leonard-1
109,Drake Maye,North Carolina,ACC,14,184,698,3.8,7,49.9,0,0,,0,0.0,184,698,3.8,7,H-10,drake-maye-1
110,Haaziq Daniels,Air Force,MWC,13,138,695,5.0,8,53.5,0,0,,0,0.0,138,695,5.0,8,,haaziq-daniels-1
111,Tahj Brooks,Texas Tech,Big 12,13,147,691,4.7,7,53.2,26,164,6.3,1,12.6,173,855,4.9,8,,tahj-brooks-1
112,Antario Brown,Northern Illinois,MAC,10,110,689,6.3,7,68.9,1,7,7.0,0,0.7,111,696,6.3,7,,antario-brown-1
113,Tavion Thomas,Utah,Pac-12,10,142,687,4.8,7,68.7,6,43,7.2,0,4.3,148,730,4.9,7,,tavion-thomas-1
114,SaRodorick Thompson,Texas Tech,Big 12,13,139,684,4.9,7,52.6,23,119,5.2,1,9.2,162,803,5.0,8,,sarodorick-thompson-1
115,Jalen Berger,Michigan State,Big Ten,12,148,683,4.6,6,56.9,19,128,6.7,0,10.7,167,811,4.9,6,,jalen-berger-1
116,Emari Demercado,TCU,Big 12,15,121,681,5.6,6,45.4,13,65,5.0,1,4.3,134,746,5.6,7,,emari-demercado-1
117,DK Billingsley,Troy,Sun Belt,14,142,670,4.7,8,47.9,4,20,5.0,0,1.4,146,690,4.7,8,,dk-billingsley-1
118,Jarquez Hunter,Auburn,SEC,12,104,668,6.4,7,55.7,17,224,13.2,2,18.7,121,892,7.4,9,,jarquez-hunter-1
119,Tyhier Tyler,Army,Ind,11,143,663,4.6,12,60.3,2,17,8.5,0,1.5,145,680,4.7,12,,tyhier-tyler-1
120,Jase McClellan,Alabama,SEC,13,112,655,5.8,7,50.4,14,174,12.4,3,13.4,126,829,6.6,10,,jase-mcclellan-1
121,Anthony Richardson,Florida,SEC,12,103,654,6.3,9,54.5,0,0,,0,0.0,103,654,6.3,9,,anthony-richardson-2
122,Dorian Thompson-Robinson,UCLA,Pac-12,13,118,645,5.5,12,49.6,0,0,,0,0.0,118,645,5.5,12,,dorian-thompson-robinson-1
123,Tyler Lavine,SMU,American,13,142,642,4.5,10,49.4,16,122,7.6,0,9.4,158,764,4.8,10,,tyler-lavine-1
124,K.J. Jefferson,Arkansas,SEC,11,158,640,4.1,9,58.2,0,0,,0,0.0,158,640,4.1,9,,kj-jefferson-1
125,Edward Saydee,Temple,American,12,149,639,4.3,6,53.3,36,262,7.3,0,21.8,185,901,4.9,6,,edward-saydee-1
126,Victor Rosa,Connecticut,Ind,12,140,636,4.5,11,53.0,5,15,3.0,0,1.3,145,651,4.5,11,,victor-rosa-1
127,Tylan Hines,Hawaii,MWC,13,83,634,7.6,2,48.8,9,82,9.1,0,6.3,92,716,7.8,2,,tylan-hines-1
128,DeQuan Finn,Toledo,MAC,12,130,632,4.9,9,52.7,0,0,,0,0.0,130,632,4.9,9,,dequan-finn-1
129,Treshaun Ward,Florida State,ACC,10,95,628,6.6,7,62.8,6,19,3.2,0,1.9,101,647,6.4,7,,treshaun-ward-1
130,Adrian Martinez,Kansas State,Big 12,10,111,627,5.6,10,62.7,1,11,11.0,0,1.1,112,638,5.7,10,,adrian-martinez-2
131,Chris Smith,Louisiana,Sun Belt,11,126,625,5.0,3,56.8,21,155,7.4,1,14.1,147,780,5.3,4,,chris-smith-22
132,Mike Washington,Buffalo,MAC,13,150,625,4.2,7,48.1,23,135,5.9,1,10.4,173,760,4.4,8,,mike-washington-5
133,Marcus Carroll,Georgia State,Sun Belt,12,127,622,4.9,6,51.8,5,29,5.8,0,2.4,132,651,4.9,6,,marcus-carroll-1
134,Shadrick Byrd,Charlotte,CUSA,12,149,620,4.2,4,51.7,21,222,10.6,1,18.5,170,842,5.0,5,,shadrick-byrd-1
135,Henry Parrish Jr.,Miami (FL),ACC,10,130,616,4.7,4,61.6,17,120,7.1,2,12.0,147,736,5.0,6,,henry-parrish-jr-1
136,Lew Nichols,Central Michigan,MAC,9,176,616,3.5,6,68.4,21,128,6.1,0,14.2,197,744,3.8,6,,lew-nichols-1
137,Jaxson Dart,Ole Miss,SEC,13,128,614,4.8,1,47.2,0,0,,0,0.0,128,614,4.8,1,,jaxson-dart-1
138,Nate Noel,Appalachian State,Sun Belt,9,87,604,6.9,6,67.1,24,145,6.0,0,16.1,111,749,6.7,6,,nate-noel-1
139,Frank Harris,UTSA,CUSA,14,129,602,4.7,9,43.0,2,12,6.0,0,0.9,131,614,4.7,9,,frank-harris-3
140,Ron Cook Jr.,Buffalo,MAC,10,139,600,4.3,4,60.0,16,207,12.9,0,20.7,155,807,5.2,4,,ron-cook-jr-1
141,Camerun Peoples,Appalachian State,Sun Belt,9,101,593,5.9,5,65.9,6,43,7.2,0,4.8,107,636,5.9,5,,camerun-peoples-1
142,Kendall Milton,Georgia,SEC,13,85,592,7.0,8,45.5,5,64,12.8,1,4.9,90,656,7.3,9,,kendall-milton-1
143,Shaun Shivers,Indiana,Big Ten,12,143,592,4.1,6,49.3,22,128,5.8,1,10.7,165,720,4.4,7,,shaun-shivers-1
144,Taylen Green,Boise State,MWC,13,81,588,7.3,10,45.2,0,0,,0,0.0,81,588,7.3,10,,taylen-green-1
145,Brady Cook,Missouri,SEC,13,139,585,4.2,6,45.0,0,0,,0,0.0,139,585,4.2,6,,brady-cook-1
146,Jaison Patterson,Bowling Green,MAC,13,135,583,4.3,1,44.8,7,31,4.4,0,2.4,142,614,4.3,1,,jaison-patterson-1
147,Oscar Adaway III,North Texas,CUSA,9,118,583,4.9,5,64.8,5,29,5.8,1,3.2,123,612,5.0,6,,oscar-adaway-iii-1
148,Jo'quavious Marks,Mississippi State,SEC,12,113,582,5.2,9,48.5,48,288,6.0,0,24.0,161,870,5.4,9,,joquavious-marks-1
149,Devontae Houston,Connecticut,Ind,10,84,578,6.9,3,57.8,10,48,4.8,0,4.8,94,626,6.7,3,,devontae-houston-1
150,Ellis Merriweather,Massachusetts,Ind,10,150,575,3.8,3,57.5,8,48,6.0,0,4.8,158,623,3.9,3,,ellis-merriweather-1
151,Marshawn Lloyd,South Carolina,SEC,9,111,573,5.2,9,63.7,18,176,9.8,2,19.6,129,749,5.8,11,,marshawn-lloyd-1
152,TreVeyon Henderson,Ohio State,Big Ten,8,107,571,5.3,6,71.4,4,28,7.0,1,3.5,111,599,5.4,7,,treveyon-henderson-1
153,Jordan Waters,Duke,ACC,13,123,566,4.6,8,43.5,16,106,6.6,0,8.2,139,672,4.8,8,,jordan-waters-1
154,Tony Mathis,West Virginia,Big 12,10,135,562,4.2,5,56.2,7,19,2.7,0,1.9,142,581,4.1,5,,tony-mathis-2
155,Cameron Montgomery,Rice,CUSA,13,93,561,6.0,0,43.2,8,75,9.4,0,5.8,101,636,6.3,0,,cameron-montgomery-1
156,Malik Cunningham,Louisville,ACC,10,113,560,5.0,12,56.0,1,33,33.0,0,3.3,114,593,5.2,12,,malik-cunningham-1
157,Elijah Green,North Carolina,ACC,14,131,558,4.3,8,39.9,17,107,6.3,1,7.6,148,665,4.5,9,,elijah-green-1
158,Craig Williams,Baylor,Big 12,11,101,557,5.5,4,50.6,11,80,7.3,1,7.3,112,637,5.7,5,,craig-williams-2
159,Roschon Johnson,Texas,Big 12,12,93,554,6.0,5,46.2,14,128,9.1,1,10.7,107,682,6.4,6,,roschon-johnson-1
160,Aveon Smith,Miami (OH),MAC,10,123,553,4.5,6,55.3,0,0,,0,0.0,123,553,4.5,6,,aveon-smith-1
161,Dallan Hayden,Ohio State,Big Ten,10,111,553,5.0,5,55.3,4,23,5.8,0,2.3,115,576,5.0,5,,dallan-hayden-1
162,Deshaun Fenwick,Oregon State,Pac-12,10,114,553,4.9,7,55.3,4,15,3.8,0,1.5,118,568,4.8,7,,deshaun-fenwick-1
163,D.J. Uiagalelei,Clemson,ACC,13,142,545,3.8,7,41.9,1,6,6.0,0,0.5,143,551,3.9,7,,dj-uiagalelei-1
164,Clayton Tune,Houston,American,13,128,544,4.3,5,41.8,0,0,,0,0.0,128,544,4.3,5,,clayton-tune-1
165,Jevyon Ducker,Memphis,American,13,110,544,4.9,7,41.8,12,103,8.6,0,7.9,122,647,5.3,7,,jevyon-ducker-1
166,Jordan Houston,North Carolina State,ACC,12,136,544,4.0,0,45.3,25,213,8.5,1,17.8,161,757,4.7,1,,jordan-houston-1
167,Nate Jones,New Mexico,MWC,11,118,544,4.6,2,49.5,4,6,1.5,0,0.5,122,550,4.5,2,,nate-jones-9
168,Reese White,Coastal Carolina,Sun Belt,10,99,544,5.5,5,54.4,8,42,5.3,2,4.2,107,586,5.5,7,,reese-white-1
169,Dominic Richardson,Oklahoma State,Big 12,9,149,543,3.6,8,60.3,22,220,10.0,0,24.4,171,763,4.5,8,,dominic-richardson-1
170,Lexington Joseph,Florida International,CUSA,12,108,536,5.0,5,44.7,29,169,5.8,2,14.1,137,705,5.1,7,,lexington-joseph-1
171,Zuberi Mobley,Florida Atlantic,CUSA,12,101,534,5.3,3,44.5,7,60,8.6,1,5.0,108,594,5.5,4,,zuberi-mobley-1
172,Micah Bernard,Utah,Pac-12,14,106,533,5.0,4,38.1,34,314,9.2,1,22.4,140,847,6.1,5,,micah-bernard-1
173,Josh Williams,LSU,SEC,11,97,532,5.5,6,48.4,21,132,6.3,0,12.0,118,664,5.6,6,,josh-williams-10
174,Ja'Quinden Jackson,Utah,Pac-12,12,78,531,6.8,9,44.3,1,8,8.0,0,0.7,79,539,6.8,9,,jaquinden-jackson-1
175,Shedro Louis,Liberty,Ind,12,122,529,4.3,8,44.1,9,81,9.0,0,6.8,131,610,4.7,8,,shedro-louis-1
176,CJ Donaldson,West Virginia,Big 12,7,87,526,6.0,8,75.1,9,27,3.0,0,3.9,96,553,5.8,8,,cj-donaldson-1
177,Davion Ervin-Poindexter,Western Kentucky,CUSA,14,116,525,4.5,3,37.5,15,84,5.6,0,6.0,131,609,4.6,3,,davion-ervin-poindexter-1
178,Tiyon Evans,Louisville,ACC,8,83,525,6.3,6,65.6,6,13,2.2,0,1.6,89,538,6.0,6,,tiyon-evans-2
179,Cameron Davis,Washington,Pac-12,11,107,522,4.9,13,47.5,19,137,7.2,0,12.5,126,659,5.2,13,,cameron-davis-3
180,Hassan Hall,Georgia Tech,ACC,12,116,521,4.5,1,43.4,28,165,5.9,0,13.8,144,686,4.8,1,,hassan-hall-1
181,Jovantae Barnes,Oklahoma,Big 12,11,116,519,4.5,5,47.2,5,26,5.2,0,2.4,121,545,4.5,5,,jovantae-barnes-1
182,DJ Giddens,Kansas State,Big 12,14,89,518,5.8,6,37.0,8,98,12.3,0,7.0,97,616,6.4,6,,dj-giddens-1
183,Star Thomas,New Mexico State,Ind,13,107,518,4.8,5,39.8,12,151,12.6,3,11.6,119,669,5.6,8,,star-thomas-1
184,Mike Wright,Vanderbilt,SEC,10,71,517,7.3,5,51.7,1,-11,-11.0,0,-1.1,72,506,7.0,5,,mike-wright-8
185,Christian Turner,Wake Forest,ACC,12,128,516,4.0,7,43.0,5,39,7.8,1,3.3,133,555,4.2,8,,christian-turner-1
186,Phil Mafah,Clemson,ACC,14,98,515,5.3,4,36.8,9,48,5.3,0,3.4,107,563,5.3,4,,phil-mafah-1
187,Bo Nix,Oregon,Pac-12,13,89,510,5.7,14,39.2,2,36,18.0,1,2.8,91,546,6.0,15,,bo-nix-1
188,Diego Pavia,New Mexico State,Ind,12,93,508,5.5,6,42.3,0,0,,0,0.0,93,508,5.5,6,,diego-pavia-1
189,Jaquez Moore,Duke,ACC,11,79,508,6.4,5,46.2,7,81,11.6,0,7.4,86,589,6.8,5,,jaquez-moore-1
190,Malik Jackson,Louisiana-Monroe,Sun Belt,12,141,507,3.6,6,42.3,16,63,3.9,0,5.3,157,570,3.6,6,,malik-jackson-6
191,Stacy Sneed,Houston,American,12,76,501,6.6,5,41.8,22,133,6.0,0,11.1,98,634,6.5,5,,stacy-sneed-1
