,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1506,Michael Brewer*,Virginia Tech,ACC,8,37,-80,-2.2,1,-10.0,1,14,14.0,0,1.8,38,-66,-1.7,1,,michael-brewer-2
1507,Max Wittek,Hawaii,MWC,9,38,-89,-2.3,1,-9.9,0,0,,0,0.0,38,-89,-2.3,1,,max-wittek-1
1508,James Tabary*,Arkansas State,Sun Belt,8,18,-92,-5.1,0,-11.5,0,0,,0,0.0,18,-92,-5.1,0,,james-tabary-1
1509,Nick Mullens*,Southern Mississippi,CUSA,14,43,-92,-2.1,3,-6.6,0,0,,0,0.0,43,-92,-2.1,3,,nick-mullens-1
1510,Nick Arbuckle*,Georgia State,Sun Belt,13,61,-95,-1.6,6,-7.3,0,0,,0,0.0,61,-95,-1.6,6,,nick-arbuckle-1
1511,Tanner Mangum*,BYU,Ind,13,63,-96,-1.5,2,-7.4,1,4,4.0,0,0.3,64,-92,-1.4,2,,tanner-mangum-1
1512,Lee McNeill,Charlotte,CUSA,12,33,-101,-3.1,1,-8.4,0,0,,0,0.0,33,-101,-3.1,1,,lee-mcneill-1
1513,Luke Falk*,Washington State,Pac-12,12,82,-115,-1.4,3,-9.6,0,0,,0,0.0,82,-115,-1.4,3,,luke-falk-1
1514,Cameron Coffman,Wyoming,MWC,9,45,-118,-2.6,0,-13.1,0,0,,0,0.0,45,-118,-2.6,0,,cameron-coffman-1
1515,Brad Kaaya*,Miami (FL),ACC,12,30,-119,-4.0,2,-9.9,0,0,,0,0.0,30,-119,-4.0,2,,brad-kaaya-1
1516,Brandon Doughty*,Western Kentucky,CUSA,14,27,-122,-4.5,1,-8.7,1,7,7.0,1,0.5,28,-115,-4.1,2,,brandon-doughty-1
1517,Joel Stave*,Wisconsin,Big Ten,13,33,-123,-3.7,1,-9.5,0,0,,0,0.0,33,-123,-3.7,1,,joel-stave-1
1518,Cody Kessler*,USC,Pac-12,14,61,-149,-2.4,4,-10.6,0,0,,0,0.0,61,-149,-2.4,4,,cody-kessler-1
1519,Wes Lunt,Illinois,Big Ten,12,24,-153,-6.4,1,-12.8,0,0,,0,0.0,24,-153,-6.4,1,,wes-lunt-1
1520,Tanner Lee,Tulane,American,9,23,-162,-7.0,0,-18.0,0,0,,0,0.0,23,-162,-7.0,0,,tanner-lee-1
