Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,BMI,Position,Drafted,Round,Pick
23,LSU,1.8796,95.70799007,4.58,91.44,NA,292.1,6.81,4.23,27.09051887,WR,Yes,3,78
22,Baylor,1.905,98.42954429,4.43,87.63,15,314.96,6.94,4.41,27.12286201,WR,Yes,6,198
22,Notre Dame,1.905,100.6975061,4.76,NA,NA,NA,NA,NA,27.74781274,QB,Yes,2,48
21,Mississippi,1.9304,127.459456,4.82,88.9,21,297.18,7.25,4.65,34.20404292,DE,Yes,6,175
21,South Carolina,1.8542,111.1301307,4.71,92.71,NA,292.1,7.08,4.23,32.32352168,OLB,Yes,4,124
21,Appalachian St.,1.8034,84.82177319,4.41,NA,NA,NA,NA,NA,26.08093858,WR,Yes,3,89
23,Cincinnati,1.9812,101.1510985,4.9,72.39,NA,274.32,7.06,4.53,25.76997309,QB,Yes,6,204
22,Central Michigan,1.905,104.3262451,4.6,74.93,NA,279.4,6.93,4.22,28.74773392,QB,Yes,6,181
21,Kansas St.,1.8034,85.27536556,4.5,92.71,2,309.88,6.74,4.07,26.22040884,CB,Yes,5,141
22,Northwestern,1.9812,122.4699399,4.92,NA,20,NA,NA,NA,31.20131271,DE,Yes,4,109
21,Florida,1.8034,93.44002822,4.44,95.25,14,302.26,6.95,4.36,28.73087352,FS,Yes,3,75
21,Oklahoma,1.9558,118.3876086,4.66,88.9,20,287.02,7.07,4.53,30.94976561,TE,Yes,1,21
21,Georgia,1.8542,132.9025644,4.75,83.82,34,297.18,7.33,4.43,38.65629327,DT,Yes,4,120
22,Wake Forest,1.8288,87.08973504,4.37,93.98,15,322.58,6.75,4.07,26.03961406,CB,Yes,3,96
24,Texas,1.8034,87.54332741,4.6,92.71,16,294.64,NA,NA,26.91776014,WR,Yes,3,84
20,Kansas,1.8796,93.89362059,4.66,83.82,9,292.1,7.1,4.57,26.57695453,WR,Yes,6,191
21,Florida,1.9812,125.6450865,4.68,80.01,21,281.94,7.21,4.61,32.01023563,DE,Yes,2,54
23,Texas,1.8796,111.583723,4.68,78.74,19,279.4,7.25,4.39,31.58420683,OLB,Yes,4,131
20,Florida,1.8034,87.54332741,4.52,88.9,18,317.5,6.94,4.34,26.91776014,CB,Yes,1,7
22,Arizona St.,1.905,142.8815966,5.22,67.31,33,256.54,7.56,4.51,39.37189646,OG,Yes,3,92
23,Texas,1.8542,97.97595192,4.79,NA,NA,289.56,NA,NA,28.49747217,QB,Yes,3,85
22,South Carolina,2.0066,135.6241186,4.98,91.44,26,284.48,7.69,NA,33.68335272,DE,Yes,6,186
23,Tennessee,1.8288,102.0582833,4.49,104.14,21,314.96,6.87,4.14,30.51517273,RB,Yes,2,59
21,South Florida,1.905,97.52235955,4.46,91.44,16,309.88,6.96,4.55,26.87288171,WR,Yes,6,177
23,Oregon,1.778,95.70799007,4.56,86.36,19,307.34,NA,NA,30.275037,SS,Yes,2,38
21,Nebraska,1.8288,96.16158244,4.62,95.25,14,299.72,7,4.17,28.75207386,SS,Yes,5,160
23,Penn St.,1.8796,107.0477993,4.71,95.25,24,304.8,NA,NA,30.30029598,ILB,Yes,2,55
21,Oklahoma St.,1.8796,102.0582833,4.52,NA,NA,NA,NA,NA,28.88799405,WR,Yes,1,24
22,Texas Tech,1.778,92.53284348,4.52,NA,15,NA,NA,NA,29.27065189,CB,Yes,6,196
22,Notre Dame,2.032,143.3351889,5.2,74.93,29,264.16,7.73,4.87,34.7140605,OT,Yes,6,179
21,Indiana (PA),1.8288,93.89362059,4.32,90.17,NA,304.8,6.84,4.32,28.07395891,CB,Yes,4,126
22,Baylor,1.905,136.077711,5.19,68.58,24,256.54,7.6,4.69,37.49704425,C,Yes,3,80
23,California,1.7526,84.36818082,4.75,83.82,NA,297.18,6.73,4.26,27.46711653,CB,Yes,7,225
23,Utah,1.9304,140.6136347,5.28,NA,27,NA,NA,NA,37.73399752,OG,Yes,2,45
21,Notre Dame,1.9304,138.7992652,5.25,74.93,35,236.22,7.5,4.82,37.24710723,C,Yes,6,183
22,Florida,1.905,107.0477993,4.71,97.79,NA,292.1,6.66,4.17,29.49767481,QB,Yes,1,25
23,Oklahoma St.,1.8034,88.45051215,4.58,82.55,12,287.02,NA,NA,27.19670066,CB,Yes,5,137
22,Georgia Tech,1.905,101.6046909,4.52,NA,NA,NA,NA,NA,27.99779304,WR,Yes,1,22
22,Minnesota,1.905,98.42954429,4.54,NA,15,NA,NA,NA,27.12286201,WR,Yes,3,87
22,Indiana,1.8542,117.9340162,5.05,83.82,26,281.94,7.5,4.74,34.3025128,DE,Yes,7,232
23,Nebraska,1.9304,139.2528576,5.03,90.17,32,266.7,7.21,4.44,37.36882981,DT,Yes,1,2
24,North Carolina St.,1.9558,113.8516849,4.88,96.52,25,299.72,7.24,4.56,29.76395083,DE,Yes,7,213
21,Miami (FL),2.0066,137.4384881,5.45,NA,23,NA,NA,NA,34.13396613,OT,Yes,4,128
21,Iowa,1.8034,88.45051215,4.52,88.9,NA,294.64,NA,NA,27.19670066,CB,Yes,3,66
21,California,1.778,90.26488163,4.34,82.55,18,287.02,6.75,4.17,28.55323395,RB,Yes,1,30
22,East Carolina,1.905,131.5417873,4.83,83.82,32,294.64,NA,4.77,36.24714277,DE,Yes,7,230
24,Buffalo,1.8796,98.88313666,4.5,91.44,15,302.26,6.89,4.23,27.98925646,RB,Yes,6,193
21,Penn St.,1.9304,115.212462,4.68,81.28,23,284.48,NA,NA,30.91753345,TE,Yes,5,154
21,TCU,1.9304,144.695966,4.99,63.5,25,246.38,7.4,4.6,38.82950068,OG,Yes,5,169
22,Purdue,1.905,133.3561568,4.87,83.82,31,287.02,7.53,4.53,36.74710336,DT,Yes,2,56
21,Georgia Tech,1.8542,94.80080533,4.51,NA,16,NA,NA,NA,27.57394298,FS,Yes,3,71
20,Iowa,1.9558,142.4280042,5.2,69.85,26,248.92,7.7,4.75,37.23458391,OT,Yes,1,23
21,Auburn,1.8034,99.7903214,4.34,102.87,26,314.96,6.91,4.12,30.68345716,RB,Yes,2,58
22,Northwestern,1.8034,88.45051215,4.48,NA,NA,NA,NA,NA,27.19670066,CB,Yes,5,144
21,Alabama,1.778,88.90410452,4.4,95.25,13,299.72,6.92,4.14,28.12278319,CB,Yes,1,20
23,Wisconsin,1.905,110.2229459,4.71,87.63,20,284.48,7.09,4.35,30.37260584,TE,Yes,4,118
21,Pittsburgh,1.8542,102.5118756,4.4,110.49,24,317.5,6.96,4.3,29.81679959,TE,Yes,7,227
22,Miami (FL),1.8034,107.0477993,4.81,NA,24,NA,7.19,4.42,32.91498131,ILB,Yes,4,102
23,LSU,1.651,75.29633342,4.34,106.68,10,294.64,6.54,4.48,27.62356218,WR,Yes,6,197
22,Arizona,1.8796,134.2633415,4.75,72.39,25,271.78,7.68,4.55,38.00376106,DT,Yes,3,81
22,Colorado St.,1.905,136.077711,5.03,86.36,26,284.48,7.67,4.71,37.49704425,OG,Yes,6,187
23,Iowa,1.8288,106.594207,4.71,88.9,26,279.4,7.04,4.29,31.87140263,ILB,Yes,2,63
21,TCU,1.8796,115.6660544,4.65,87.63,26,299.72,6.99,4.15,32.73972659,OLB,Yes,1,31
23,Clemson,1.8288,109.7693535,4.59,85.09,24,279.4,7.36,4.6,32.82076356,OLB,Yes,7,240
22,Oklahoma,1.9558,118.3876086,4.72,80.01,NA,NA,NA,NA,30.94976561,TE,Yes,5,162
23,USC,1.8288,87.08973504,4.41,87.63,19,320.04,6.82,4.18,26.03961406,CB,Yes,3,94
21,Louisiana Tech,1.8796,137.8920805,5.01,NA,NA,NA,NA,NA,39.03088974,DT,Yes,3,74
22,California,1.8796,133.8097492,4.87,90.17,21,294.64,7.15,4.43,37.87536998,DE,Yes,1,10
21,Illinois,1.9304,138.3456729,5.07,NA,NA,NA,NA,NA,37.12538466,OG,Yes,3,68
22,Alabama,1.7526,89.35769689,4.6,NA,NA,284.48,NA,NA,29.0915159,CB,Yes,2,50
22,Troy,1.8796,116.5732391,4.92,83.82,NA,292.1,7.23,4.53,32.99650876,OLB,Yes,5,142
20,Mississippi,1.7526,78.01788764,4.53,95.25,20,299.72,NA,4.06,25.39969916,WR,Yes,2,36
21,Mississippi,1.8288,89.81128926,4.73,80.01,16,294.64,6.88,4.33,26.853352,FS,Yes,5,136
21,Tennessee,1.8288,95.70799007,4.4,109.22,19,330.2,6.8,4.23,28.61645087,FS,Yes,1,5
22,Iowa,1.905,111.1301307,4.69,86.36,18,287.02,7.1,4.42,30.62258614,TE,Yes,3,93
21,Washington,1.8542,111.1301307,4.61,NA,35,NA,NA,NA,32.32352168,ILB,Yes,3,79
22,Fresno St.,1.8288,98.88313666,4.37,91.44,19,307.34,7,4.33,29.5658118,RB,Yes,1,12
21,Miami (FL),1.905,113.3980925,4.7,NA,19,NA,NA,NA,31.24753687,TE,Yes,7,235
23,North Carolina,1.9304,149.6854821,5.16,73.66,31,259.08,7.68,4.78,40.16844898,DT,Yes,5,146
22,Kansas,1.8034,92.98643585,4.46,100.33,17,304.8,NA,NA,28.59140326,SS,Yes,4,110
23,South Florida,1.9304,114.3052772,4.93,77.47,24,276.86,7.48,4.63,30.67408831,DE,Yes,7,226
21,Indiana,1.9558,143.3351889,5.21,74.93,27,287.02,7.42,4.67,37.47174687,OT,Yes,2,33
23,South Florida,1.8288,88.90410452,4.5,96.52,16,322.58,6.87,4.05,26.58210602,CB,Yes,3,65
22,Penn St.,1.905,107.5013917,4.93,82.55,25,292.1,6.86,4.07,29.62266496,ILB,Yes,7,254
21,Illinois,1.9304,119.7483857,4.77,NA,25,NA,NA,NA,32.13475918,TE,Yes,5,132
23,Cincinnati,1.8288,84.82177319,4.61,99.06,NA,294.64,6.92,4.4,25.36149911,WR,Yes,4,99
23,Louisiana-Lafayette,1.9304,122.9235323,4.84,NA,28,NA,NA,NA,32.98681719,DE,Yes,5,149
22,Oklahoma,1.9304,107.0477993,4.79,NA,NA,NA,NA,NA,28.72652715,QB,Yes,1,1
23,Utah,1.905,113.8516849,4.75,96.52,NA,322.58,7.07,4.27,31.37252702,OLB,Yes,2,40
22,Georgia,1.8542,97.06876718,4.51,100.33,24,299.72,7.43,4.54,28.23360669,SS,Yes,5,163
22,Penn St.,1.9558,137.8920805,5.03,73.66,26,269.24,7.22,4.59,36.04876914,DT,Yes,1,28
23,Maryland,1.8034,92.53284348,4.42,NA,NA,NA,NA,NA,28.451933,CB,Yes,5,145
22,Iowa,1.9304,111.583723,4.62,83.82,16,297.18,7.19,4.28,29.94375287,OLB,Yes,4,119
23,Mississippi,1.9558,148.7782974,5.15,69.85,NA,256.54,7.93,4.69,38.8947246,OT,Yes,3,73
23,Wake Forest,1.9304,147.4175203,5.12,82.55,27,261.62,7.84,4.9,39.55983611,OG,Yes,5,161
22,USC,1.905,123.830717,4.65,NA,32,NA,NA,NA,34.12231027,DE,Yes,4,100
22,Stanford,1.8288,104.7798375,4.5,96.52,22,299.72,6.94,4.25,31.32891067,RB,Yes,2,51
23,Virginia,1.8796,96.16158244,4.45,96.52,7,335.28,6.88,4.23,27.21890995,CB,Yes,2,34
22,Minnesota,1.905,113.3980925,4.7,83.82,20,292.1,7.02,4.37,31.24753687,OLB,Yes,5,167
22,Rutgers,1.8034,87.54332741,4.38,91.44,16,320.04,6.7,4.07,26.91776014,CB,Yes,1,27
22,Ohio,1.8288,92.53284348,4.4,93.98,16,289.56,6.82,4.34,27.66708994,WR,Yes,3,90
22,Vanderbilt,1.9812,139.2528576,5.42,73.66,29,266.7,7.67,4.8,35.47704815,OT,Yes,7,208
22,Florida,1.905,112.9445001,5.05,73.66,NA,281.94,6.97,NA,31.12254673,ILB,Yes,2,62
22,North Carolina St.,1.905,137.8920805,5.19,60.96,26,243.84,7.81,4.66,37.99700484,C,Yes,6,205
21,Florida,1.905,120.6555704,4.89,NA,NA,NA,NA,NA,33.24737923,DE,Yes,2,53
23,Michigan,1.9304,108.8621688,4.79,NA,16,NA,NA,NA,29.21341744,P,Yes,5,150
23,Oklahoma St.,1.8796,97.06876718,4.68,88.9,NA,279.4,7.24,4.4,27.47569212,QB,Yes,7,250
20,Arizona,1.9812,119.7483857,4.68,NA,23,NA,NA,NA,30.5079502,TE,Yes,2,42
20,Florida,1.8796,111.1301307,4.64,NA,NA,NA,NA,NA,31.45581574,TE,Yes,4,113
22,Alabama,1.9304,142.4280042,5.08,NA,NA,NA,NA,NA,38.22088781,DT,Yes,7,247
22,Florida St.,1.8034,86.1825503,4.46,99.06,15,309.88,6.78,NA,26.49934936,CB,Yes,1,32
22,Boston Col.,1.9558,136.077711,5.15,63.5,27,248.92,7.6,4.62,35.57444323,C,Yes,5,158
22,LSU,1.9304,140.1600423,5.15,93.98,NA,276.86,7.45,4.67,37.61227495,DT,Yes,4,123
23,Miami (FL),1.9812,117.9340162,4.53,97.79,NA,304.8,6.9,4.45,30.04570853,TE,Yes,3,95
22,USC,1.9558,137.4384881,5.21,80.01,21,NA,NA,NA,35.93018766,OT,Yes,2,64
24,Oregon St.,1.9304,101.1510985,4.93,74.93,NA,254,7.26,4.39,27.1441337,QB,Yes,7,239
21,South Florida,1.9558,122.4699399,4.71,77.47,19,292.1,7.18,4.67,32.0169989,DE,Yes,1,15
22,Arkansas,1.905,140.6136347,5.34,NA,45,NA,NA,NA,38.74694572,OG,Yes,5,147
23,Nebraska,1.8288,111.1301307,4.65,80.01,NA,269.24,7.16,4.43,33.22763253,ILB,Yes,4,115
NA,LSU,1.8796,100.2439138,4.59,91.44,9,292.1,6.83,4.14,28.37442971,SS,Yes,3,76
22,East Carolina,1.8542,101.6046909,NA,NA,NA,NA,NA,NA,29.5529341,P,Yes,7,221
21,East Carolina,1.9304,148.7782974,5.09,76.2,39,254,8.12,4.71,39.92500383,DT,Yes,2,46
22,William & Mary,1.905,112.4909078,4.76,90.17,20,279.4,7.08,4.34,30.99755658,OLB,Yes,6,184
22,Massachusetts,1.9304,150.5926668,5.21,66.04,29,231.14,8.25,4.97,40.41189412,OT,Yes,2,61
22,Boise St.,1.778,87.99691978,4.43,NA,25,NA,NA,NA,27.83581601,CB,Yes,1,29
22,Kentucky,1.8034,111.583723,4.64,88.9,24,281.94,7.15,4.32,34.30968391,FB,Yes,5,139
21,USC,1.8034,89.81128926,4.4,92.71,18,304.8,NA,NA,27.61511144,RB,Yes,4,112
20,Alabama,1.905,115.212462,4.68,NA,24,NA,NA,NA,31.74749746,ILB,Yes,1,8
22,Clemson,1.7526,84.36818082,4.28,85.09,15,292.1,7,4.44,27.46711653,WR,Yes,4,108
21,Maryland,1.9812,142.4280042,4.75,81.28,34,256.54,7.58,4.69,36.28597107,OT,Yes,4,106
22,Hillsdale,2.032,141.5208194,5.06,85.09,32,276.86,7.4,4.51,34.27464201,OT,Yes,3,69
22,Texas,1.905,138.3456729,4.84,85.09,30,289.56,7.61,4.71,38.12199499,DT,Yes,2,44
22,Arizona St.,1.8796,108.8621688,4.81,88.9,21,281.94,6.93,4.54,30.81386032,ILB,Yes,6,190
21,Michigan,1.8542,121.5627552,4.71,NA,31,NA,NA,NA,35.35797473,OLB,Yes,1,13
22,Oklahoma,1.8542,103.8726527,4.59,105.41,27,314.96,NA,NA,30.21259781,OLB,Yes,4,121
22,Florida,1.905,100.6975061,4.53,83.82,NA,289.56,NA,NA,27.74781274,WR,Yes,5,159
21,Ohio St.,1.778,87.08973504,4.55,NA,19,NA,NA,NA,27.54884884,SS,Yes,7,244
24,Kentucky,1.8034,83.00740371,4.51,97.79,9,294.64,6.81,4.27,25.52305754,CB,Yes,4,105
23,Clemson,1.9304,114.3052772,4.65,86.36,23,289.56,7.29,4.41,30.67408831,OLB,Yes,5,134
23,Georgia,1.8542,137.8920805,4.97,76.2,44,256.54,NA,4.68,40.10755343,DT,Yes,7,243
23,Washington,1.905,119.2947933,4.73,93.98,29,307.34,6.91,4.18,32.87240879,DE,Yes,3,86
22,Missouri State,1.905,114.3052772,4.62,101.6,30,304.8,NA,4.37,31.49751717,FB,Yes,4,125
23,Mississippi St.,1.8542,109.7693535,4.54,99.06,26,314.96,6.9,4.29,31.92772345,ILB,Yes,7,220
22,South Florida,1.8288,93.89362059,4.5,NA,16,NA,NA,NA,28.07395891,FS,Yes,2,37
22,Northwestern,1.905,102.0582833,4.93,81.28,NA,279.4,6.96,4.37,28.12278319,QB,Yes,4,122
NA,LSU,1.8034,107.9549841,4.68,77.47,NA,281.94,6.98,4.47,33.19392183,RB,Yes,6,200
22,Virginia Tech,1.8542,115.212462,4.65,96.52,24,289.56,6.95,4.29,33.51091635,OLB,Yes,2,52
22,Clemson,1.8288,86.63614267,4.43,100.33,17,307.34,7.08,4.23,25.90399107,CB,Yes,5,164
22,Ohio St.,1.9558,132.448972,5.02,NA,19,NA,NA,NA,34.62579141,DT,Yes,7,242
20,Florida,1.9304,137.8920805,5.25,NA,NA,241.3,7.74,4.92,37.00366209,C,Yes,1,18
22,Tennessee,1.9558,144.695966,5.52,57.15,19,228.6,8.24,5.03,37.8274913,OG,Yes,5,151
21,Central Michigan,1.778,84.36818082,4.56,85.09,13,266.7,6.98,4.18,26.68794731,WR,Yes,6,195
22,Ohio St.,1.8796,110.2229459,4.78,81.28,32,292.1,6.84,4.27,31.19903357,OLB,Yes,4,116
20,Georgia Tech,1.8034,103.8726527,4.64,83.82,15,271.78,7.56,4.67,31.93868949,RB,Yes,6,188
22,SMU,1.8034,84.36818082,4.4,100.33,12,320.04,6.64,4.1,25.94146832,WR,Yes,3,82
21,Utah,1.8796,104.7798375,4.71,NA,23,NA,NA,NA,29.65834056,OLB,Yes,5,166
22,Idaho,1.9558,150.1390745,5.24,69.85,27,233.68,7.85,4.93,39.25046903,OG,Yes,1,17
21,Pittsburgh,1.9304,121.5627552,4.97,73.66,NA,276.86,NA,NA,32.62164947,TE,Yes,6,182
20,Rutgers,1.9558,146.5103355,5.36,83.82,21,251.46,8.17,4.97,38.30181721,OT,Yes,1,11
22,Mississippi St.,1.8542,105.6870222,4.67,83.82,15,307.34,7.09,4.49,30.74032878,RB,Yes,6,173
21,Penn St.,1.8288,109.7693535,4.7,74.93,26,292.1,6.91,4.59,32.82076356,OLB,Yes,3,91
22,USC,1.905,104.3262451,4.31,104.14,24,317.5,NA,NA,28.74773392,FS,Yes,2,49
21,Arizona St.,1.778,85.27536556,4.4,83.82,11,299.72,7,4.19,26.97491448,WR,Yes,6,206
22,Oregon,1.8034,85.72895793,4.53,NA,NA,NA,NA,NA,26.3598791,CB,Yes,4,111
23,Arizona St.,1.8542,110.6765383,4.62,88.9,25,276.86,7.08,4.3,32.19158894,OLB,Yes,7,236
21,Notre Dame,1.778,90.26488163,4.42,88.9,17,304.8,7.12,4.34,28.55323395,WR,Yes,2,60
22,USC,1.9304,117.4804238,4.71,90.17,19,287.02,6.99,4.57,31.52614632,TE,Yes,6,185
20,Texas,1.778,94.34721296,4.43,NA,21,287.02,NA,NA,29.84458624,CB,Yes,1,14
21,Virginia Tech,1.905,104.7798375,4.62,81.28,22,294.64,7.36,4.41,28.87272407,FS,Yes,5,133
22,Oklahoma St.,1.9558,139.2528576,5.18,NA,38,NA,NA,NA,36.40451357,OT,Yes,1,6
22,North Carolina,1.8796,129.7274178,4.97,74.93,23,NA,NA,NA,36.71985022,DE,Yes,4,127
22,Vanderbilt,1.8796,92.07925111,4.42,93.98,10,320.04,NA,NA,26.06339019,FS,Yes,3,67
22,Florida St.,1.8542,108.8621688,4.55,101.6,24,340.36,7.06,4.11,31.66385797,OLB,Yes,7,217
21,Illinois,1.8542,99.33672903,4.57,93.98,20,299.72,NA,NA,28.8932704,WR,Yes,2,39
23,Virginia Tech,1.8034,92.07925111,4.55,90.17,11,297.18,6.58,NA,28.31246274,SS,Yes,7,210
20,UCLA,1.8542,137.4384881,5.12,72.39,34,243.84,NA,NA,39.97562069,DT,Yes,2,35
NA,Virginia Tech,1.8796,91.62565874,4.8,NA,NA,NA,NA,NA,25.9349991,P,Yes,6,172
22,Oklahoma,1.9304,133.8097492,5.04,77.47,23,289.56,7.32,4.48,35.90815893,DT,Yes,1,3
22,Syracuse,1.8542,100.2439138,4.53,85.09,8,294.64,6.9,4.31,29.15713588,WR,Yes,4,101
23,Stanford,1.905,127.459456,4.86,NA,NA,NA,NA,NA,35.12223145,DE,Yes,7,253
21,Georgia Tech,1.905,120.6555704,4.77,86.36,NA,284.48,7.12,4.43,33.24737923,DE,Yes,1,16
NA,Florida St.,1.8796,97.52235955,4.59,91.44,21,314.96,6.94,4.15,27.6040832,SS,Yes,6,207
21,UCLA,1.778,85.72895793,4.52,81.28,11,294.64,6.7,4.12,27.11839807,CB,Yes,4,104
21,Georgia,1.8034,106.594207,4.75,87.63,25,NA,NA,NA,32.77551105,OLB,Yes,3,97
21,USC,1.8542,89.35769689,4.52,96.52,19,299.72,6.79,4.24,25.99075008,WR,Yes,3,77
24,West Virginia,1.9558,139.70645,5.11,77.47,19,269.24,7.68,4.68,36.52309505,OT,Yes,7,231
22,New Mexico,1.9812,144.2423737,5.55,63.5,19,238.76,8.24,4.99,36.74821274,C,Yes,7,229
21,LSU,1.8542,108.4085764,4.69,90.17,NA,302.26,6.97,4.25,31.53192523,OLB,Yes,4,103
21,Oklahoma,1.9558,142.8815966,4.81,87.63,23,287.02,7.64,4.63,37.35316539,OT,Yes,1,4
20,LSU,1.8288,99.33672903,4.31,96.52,15,320.04,6.58,4.07,29.70143479,CB,Yes,1,5
22,Connecticut,1.778,109.7693535,4.74,82.55,32,281.94,7.23,4.41,34.72302822,FB,Yes,5,136
22,Texas,1.8796,118.8412009,4.67,85.09,23,284.48,6.69,4.32,33.63846418,OLB,Yes,4,103
22,Florida Atlantic,1.9558,112.4909078,4.46,93.98,22,297.18,6.9,4.21,29.4082064,TE,Yes,3,69
25,San Diego St.,1.8796,92.53284348,4.41,NA,14,NA,NA,NA,26.19178127,WR,Yes,7,249
20,Virginia Tech,1.7526,96.16158244,4.59,101.6,19,312.42,6.96,4.18,31.30660594,RB,Yes,2,38
22,North Carolina,1.8542,109.3157612,4.75,86.36,21,292.1,NA,4.5,31.79579071,ILB,Yes,6,171
22,Alabama,1.905,99.7903214,4.34,97.79,17,342.9,6.66,4.25,27.49783245,WR,Yes,1,6
22,Fresno St.,1.9558,135.6241186,5.27,71.12,25,248.92,7.55,4.65,35.45586175,OG,Yes,7,210
23,Miami (FL),1.8542,94.34721296,4.78,NA,8,NA,NA,NA,27.44201024,P,Yes,6,192
21,Oregon St.,1.6764,88.90410452,4.59,83.82,NA,287.02,7.31,4.26,31.63490303,RB,Yes,5,145
23,Georgia,1.8542,109.7693535,4.73,95.25,24,312.42,NA,NA,31.92772345,ILB,Yes,3,91
21,South Carolina,1.905,116.5732391,4.81,81.28,17,284.48,7.21,4.37,32.12246791,DE,Yes,7,230
22,Colorado,1.8796,95.70799007,4.42,91.44,24,312.42,6.93,4.06,27.09051887,CB,Yes,1,27
24,Texas,1.8034,86.1825503,4.49,92.71,NA,304.8,6.5,4,26.49934936,CB,Yes,5,164
21,Indiana,1.8796,91.17206637,4.62,NA,14,NA,NA,NA,25.80660802,WR,Yes,4,123
22,Georgia Tech,1.8542,103.4190604,4.56,105.41,24,304.8,6.79,4.06,30.08066507,RB,Yes,7,225
22,Central Florida,2.0066,148.324705,5.32,74.93,28,281.94,7.73,4.65,36.83764662,OT,Yes,3,85
21,Virginia Tech,1.8542,98.42954429,4.47,95.25,NA,320.04,6.78,4.09,28.62940491,QB,Yes,6,180
22,Maryland,1.8542,92.53284348,4.41,104.14,19,320.04,6.72,4.13,26.91427927,WR,Yes,2,58
22,Mississippi St.,1.905,126.0986789,4.91,72.39,20,271.78,7.13,4.59,34.747261,DE,Yes,5,165
20,Texas,1.8288,92.53284348,4.55,95.25,18,322.58,6.72,4.07,27.66708994,CB,Yes,2,34
23,North Carolina,1.778,94.80080533,4.5,82.55,NA,297.18,7.07,4.31,29.98806983,RB,Yes,5,133
20,Alabama,1.905,144.695966,4.93,68.58,24,NA,7.83,4.62,39.87185705,DT,Yes,1,3
21,Clemson,1.9812,147.8711126,5.38,73.66,33,243.84,7.9,4.7,37.67269608,OT,Yes,4,122
22,North Carolina,1.8034,101.1510985,4.55,83.82,27,304.8,6.87,4.09,31.10186794,SS,Yes,4,100
23,Richmond,1.778,81.6466266,4.45,83.82,14,289.56,7.21,4.2,25.82704578,CB,Yes,7,206
23,LSU,1.8796,113.3980925,4.7,85.09,22,279.4,NA,4.28,32.09777117,ILB,Yes,3,68
22,Mississippi St.,1.905,108.8621688,4.65,86.36,17,292.1,6.95,4.25,29.9976354,ILB,Yes,6,169
22,Stanford,1.8542,139.70645,5.28,60.96,30,256.54,7.54,4.54,40.63528439,DT,Yes,3,97
21,Auburn,1.9812,143.7887813,5.5,73.66,20,241.3,7.74,4.65,36.63265233,OT,Yes,7,244
22,South Florida,1.8796,134.7169339,4.98,71.12,29,264.16,7.48,4.56,38.13215215,DT,Yes,3,65
23,Connecticut,1.8542,103.8726527,4.71,82.55,24,287.02,7.31,4.5,30.21259781,OLB,Yes,6,166
21,Auburn,1.9558,112.4909078,4.56,88.9,NA,320.04,6.92,4.18,29.4082064,QB,Yes,1,1
23,Hawaii,1.778,90.26488163,4.42,NA,19,NA,NA,NA,28.55323395,WR,Yes,5,132
22,West Virginia,1.778,87.08973504,4.43,NA,19,NA,NA,NA,27.54884884,CB,Yes,4,98
23,Idaho,1.9304,108.8621688,5.12,64.77,NA,259.08,7.13,4.46,29.21341744,QB,Yes,5,160
22,California,1.8796,89.35769689,4.52,90.17,18,322.58,7.01,4.19,25.29304368,FS,Yes,3,93
22,Oregon St.,1.8542,137.4384881,4.98,NA,49,NA,NA,NA,39.97562069,DT,Yes,2,53
22,Wisconsin,2.0066,142.4280042,5.18,80.01,29,276.86,NA,NA,35.37315302,OT,Yes,1,29
22,West Virginia,1.8542,109.3157612,4.65,77.47,23,289.56,7.23,4.28,31.79579071,OLB,Yes,6,195
23,TCU,1.8796,97.52235955,4.83,74.93,NA,269.24,6.93,4.27,27.6040832,QB,Yes,2,35
21,Stanford,1.8542,91.62565874,4.53,97.79,18,312.42,6.67,4.09,26.65041379,WR,Yes,6,167
22,Georgia,1.9304,95.70799007,4.48,87.63,18,320.04,6.91,4.21,25.68346283,WR,Yes,1,4
21,West Virginia,1.9304,98.42954429,4.53,88.9,12,314.96,7.03,4.06,26.41379827,FS,Yes,5,134
21,Georgia,1.9558,139.70645,5.28,78.74,28,259.08,7.66,4.64,36.52309505,OG,Yes,4,101
22,Nevada,1.8542,112.4909078,4.4,106.68,21,325.12,7.09,4.38,32.7193199,OLB,Yes,3,66
22,Baylor,1.905,151.4998516,5.09,74.93,31,254,7.75,4.77,41.74670926,DT,Yes,1,21
22,Stanford,1.8288,112.4909078,4.87,72.39,22,259.08,7.1,4.56,33.6345015,FB,Yes,4,124
22,USC,1.9558,115.212462,4.53,95.25,23,302.26,6.82,4.03,30.11969527,TE,Yes,4,102
21,Nebraska,1.8542,94.80080533,4.62,87.63,18,307.34,6.73,4.19,27.57394298,FS,Yes,7,248
21,North Carolina,1.8796,104.7798375,4.51,102.87,27,327.66,6.8,4.21,29.65834056,WR,Yes,2,59
23,Pittsburgh,1.905,143.7887813,5.39,67.31,NA,248.92,7.88,4.91,39.62187676,OT,Yes,5,150
21,Pittsburgh,1.905,119.7483857,4.68,78.74,NA,292.1,NA,NA,32.99739894,DE,Yes,2,37
21,Tenn-Chattanooga,1.7526,84.36818082,4.37,93.98,20,309.88,6.44,3.9,27.46711653,CB,Yes,5,137
20,USC,1.9558,139.2528576,4.93,NA,29,NA,NA,NA,36.40451357,OT,Yes,1,9
