Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,BMI,Position,Drafted,Round,Pick
21,Texas A&M,1.9812,146.9639279,5.27,82.55,24,276.86,NA,4.75,37.44157525,OT,Yes,1,31
23,Boise St.,1.9304,142.4280042,5.17,NA,23,NA,NA,NA,38.22088781,OT,Yes,3,97
23,Ohio St.,1.9812,116.5732391,4.76,77.47,17,281.94,7.05,4.2,29.69902728,TE,Yes,3,94
21,California,1.8796,92.07925111,4.64,78.74,NA,281.94,7.13,4.2,26.06339019,WR,Yes,7,243
22,East. Kentucky,1.8796,113.8516849,4.8,88.9,25,307.34,7.21,4.35,32.22616225,DE,Yes,2,39
22,Oklahoma,1.8542,106.594207,4.7,95.25,21,307.34,7.07,4.36,31.00419426,OLB,Yes,6,183
20,Florida,1.778,92.53284348,4.5,99.06,15,330.2,NA,3.98,29.27065189,CB,Yes,1,11
21,UCLA,1.9558,141.0672271,4.98,71.12,NA,264.16,8.15,5.11,36.87883948,OT,Yes,5,148
22,North Carolina Central,1.8034,85.72895793,4.47,91.44,18,309.88,6.88,4.09,26.3598791,CB,Yes,4,108
21,Florida St.,1.8288,93.89362059,4.96,NA,NA,NA,NA,NA,28.07395891,K,Yes,2,59
22,Northwestern,1.8542,108.4085764,4.6,97.79,30,312.42,7.12,4.12,31.53192523,FB,Yes,6,197
21,Michigan St.,1.9812,139.70645,5,76.2,25,261.62,7.63,4.57,35.59260857,OT,Yes,1,8
21,Massachusetts,1.8796,87.99691978,4.55,85.09,11,289.56,NA,NA,24.90787043,WR,Yes,5,140
22,Alabama,1.905,112.0373154,4.54,93.98,22,330.2,7.2,4.38,30.87256643,RB,Yes,2,45
21,Penn St.,1.9304,142.4280042,5.32,66.04,25,243.84,7.84,4.75,38.22088781,DT,Yes,2,43
23,Arkansas,1.9304,142.4280042,5.45,59.69,22,228.6,7.94,5.02,38.22088781,OG,Yes,6,193
23,Clemson,1.9558,125.6450865,4.86,NA,NA,NA,NA,NA,32.84706925,DE,Yes,2,33
22,Southern Utah,1.8288,92.07925111,4.53,93.98,11,304.8,7.08,4.19,27.53146695,CB,Yes,5,157
22,Indiana,1.9812,106.1406146,5.02,73.66,NA,266.7,NA,NA,27.04113768,QB,Yes,6,187
22,Georgia,1.8034,99.33672903,4.31,77.47,25,NA,NA,NA,30.5439869,RB,Yes,7,242
22,Temple,1.905,135.6241186,5.03,71.12,32,274.32,7.78,4.71,37.3720541,DT,Yes,5,152
21,Virginia Tech,1.8034,84.82177319,4.48,NA,15,NA,NA,NA,26.08093858,CB,Yes,3,84
23,TCU,1.8796,91.62565874,4.5,104.14,14,332.74,6.84,4.08,25.9349991,WR,Yes,1,22
23,Boston Col.,1.8034,110.2229459,4.86,81.28,16,284.48,7.33,4.54,33.89127313,ILB,Yes,7,232
20,USC,1.8542,102.5118756,4.58,68.58,16,289.56,NA,NA,29.81679959,OLB,Yes,2,53
22,Temple,1.8542,107.5013917,4.52,92.71,24,337.82,7.01,4.37,31.26805974,OLB,Yes,1,13
22,North Carolina,1.7526,88.90410452,4.37,85.09,17,307.34,NA,NA,28.94384323,RB,Yes,5,179
22,Pittsburgh,1.9558,136.077711,5.27,76.2,21,289.56,8.39,5.09,35.57444323,OG,Yes,4,115
23,Vanderbilt,2.0066,141.0672271,5.47,71.12,23,281.94,7.71,4.72,35.03519296,OT,Yes,5,157
21,Washington,1.778,88.45051215,4.45,82.55,15,292.1,6.76,4.08,27.9792996,FS,Yes,2,36
23,San Diego St.,1.778,83.46099608,4.54,86.36,11,314.96,NA,NA,26.40098013,CB,Yes,5,149
21,Oregon St.,1.9304,137.4384881,5.15,77.47,26,266.7,8.16,4.81,36.88193951,OG,Yes,4,136
22,LSU,1.8288,105.2334298,4.58,87.63,18,309.88,6.89,4.21,31.46453366,OLB,Yes,3,75
22,Drake,1.9558,114.7588696,NA,83.82,22,307.34,NA,NA,30.00111379,TE,Yes,5,174
21,UCLA,1.8796,113.3980925,4.59,83.82,24,309.88,7.48,4.62,32.09777117,OLB,Yes,1,26
21,Wyoming,1.8542,99.33672903,4.54,86.36,15,317.5,7.03,4.32,28.8932704,RB,Yes,5,156
23,Michigan,1.9558,135.1705263,NA,NA,23,NA,NA,NA,35.33728027,DT,Yes,3,74
21,Virginia Tech,1.8288,94.34721296,4.54,86.36,16,309.88,6.85,4.07,28.2095819,FS,Yes,6,186
21,Houston,1.905,112.0373154,4.65,95.25,21,322.58,6.75,NA,30.87256643,OLB,Yes,2,47
22,Texas A&M,1.9304,150.5926668,5.22,NA,34,NA,NA,NA,40.41189412,OG,Yes,5,159
20,Alabama,1.8288,89.35769689,4.41,NA,10,317.5,6.75,NA,26.71772901,CB,Yes,1,16
22,San Diego St.,1.9304,144.695966,5.35,81.28,28,279.4,7.71,4.56,38.82950068,OG,Yes,4,122
23,Alabama,1.905,110.6765383,4.68,85.09,NA,314.96,7.36,4.57,30.49759599,OLB,Yes,3,78
21,East Carolina,1.8796,91.17206637,4.45,92.71,15,337.82,6.79,4.01,25.80660802,WR,Yes,2,37
22,Boise St.,1.8542,103.4190604,4.67,85.09,NA,307.34,NA,4.39,30.08066507,ILB,Yes,6,195
22,LSU,1.8034,87.08973504,4.47,81.28,16,302.26,6.9,4.32,26.77828988,CB,Yes,1,27
22,Pittsburgh,1.8796,102.5118756,4.82,78.74,NA,279.4,7.14,4.31,29.01638514,QB,Yes,5,171
22,Boston Col.,1.8288,101.1510985,4.67,88.9,24,320.04,NA,NA,30.24392675,OLB,Yes,5,163
22,Temple,1.9304,142.4280042,5.11,66.04,26,269.24,7.3,4.78,38.22088781,OG,Yes,2,63
21,Texas A&M,1.9558,120.6555704,4.76,91.44,18,312.42,7.03,4.38,31.542673,DE,Yes,3,77
22,West. Michigan,1.9558,144.695966,5.18,77.47,23,276.86,7.73,4.58,37.8274913,OT,Yes,2,64
20,Ohio St.,1.8034,88.90410452,4.31,93.98,18,302.26,7.09,4.33,27.33617092,WR,Yes,2,40
21,Georgia Tech,1.9304,90.26488163,NA,NA,NA,NA,NA,NA,24.22279196,K,Yes,7,233
20,Stanford,1.8034,91.62565874,4.48,95.25,10,307.34,6.57,4.22,28.17299248,RB,Yes,1,8
22,Miami (FL),1.778,83.00740371,4.55,NA,NA,NA,NA,NA,26.25749655,CB,Yes,5,152
22,North Carolina,1.8796,100.6975061,4.67,69.85,NA,294.64,6.87,4.25,28.5028208,QB,Yes,1,2
22,Ashland,1.9812,126.0986789,4.79,82.55,24,307.34,7.09,4.38,32.12579605,TE,Yes,2,45
22,Kutztown Pennsylvania,1.905,140.1600423,5.36,68.58,21,259.08,8.13,4.73,38.62195558,OG,Yes,5,147
24,Alabama,1.8288,91.17206637,NA,NA,10,NA,NA,NA,27.26022097,SS,Yes,4,112
21,North Carolina A&T,1.6764,81.19303423,4.42,80.01,11,299.72,NA,NA,28.8910594,RB,Yes,4,119
21,Auburn,1.8796,118.3876086,4.67,83.82,35,289.56,7.46,4.19,33.5100731,DE,Yes,4,116
23,Utah,1.9558,140.1600423,NA,NA,27,NA,NA,NA,36.64167652,OT,Yes,5,176
21,Kansas St.,1.9304,115.6660544,4.53,99.06,24,317.5,6.85,4.28,31.03925603,DE,Yes,3,73
22,Memphis,1.7526,75.74992579,4.79,NA,NA,NA,NA,NA,24.66133581,K,Yes,5,153
22,Washington,1.8034,85.27536556,4.22,93.98,NA,337.82,NA,NA,26.22040884,WR,Yes,1,9
23,Michigan,1.905,136.9848957,5.13,69.85,20,266.7,7.55,4.5,37.74702454,DT,Yes,4,138
20,Tennessee,1.905,94.34721296,4.4,77.47,10,307.34,7.05,4.19,25.99795068,WR,Yes,4,128
21,Michigan,1.8034,96.61517481,4.46,90.17,19,325.12,NA,NA,29.70716534,SS,Yes,1,25
21,Houston,1.8542,83.46099608,4.57,85.09,NA,302.26,6.68,3.94,24.27562444,CB,Yes,4,126
22,North Carolina St.,1.7526,92.98643585,4.47,71.12,18,276.86,NA,NA,30.27289725,RB,Yes,7,252
21,Texas A&M,1.9304,123.3771246,4.64,104.14,33,325.12,NA,NA,33.10853976,DE,Yes,1,1
22,Charlotte,1.905,138.3456729,4.97,81.28,26,294.64,7.55,4.75,38.12199499,DE,Yes,3,65
21,Arizona St.,1.8288,91.62565874,NA,NA,NA,NA,NA,NA,27.39584396,K,Yes,7,224
21,Notre Dame,1.9304,105.6870222,4.83,77.47,NA,271.78,7.4,4.53,28.36135943,QB,Yes,2,52
22,Florida,1.905,139.2528576,5.14,68.58,21,266.7,7.66,4.62,38.37197528,DT,Yes,6,185
20,Miami (FL),1.9304,111.583723,4.64,95.25,21,337.82,6.97,4.34,29.94375287,TE,Yes,1,29
21,Florida St.,2.0066,135.1705263,NA,NA,NA,NA,NA,NA,33.57069937,OT,Yes,5,160
21,Michigan,1.778,85.27536556,4.54,87.63,15,307.34,NA,NA,26.97491448,CB,Yes,3,92
21,Ohio St.,1.8796,100.6975061,NA,NA,19,NA,7.07,4.33,28.5028208,WR,Yes,7,239
21,Colorado,1.8288,91.62565874,4.43,87.63,16,335.28,6.81,4.14,27.39584396,CB,Yes,2,60
22,Florida St.,1.8288,87.99691978,4.59,91.44,NA,312.42,NA,NA,26.31086004,CB,Yes,6,216
22,Michigan,1.9812,125.6450865,4.92,83.82,25,294.64,7.17,4.39,32.01023563,DE,Yes,1,28
21,Louisiana Tech,1.8034,89.35769689,4.54,85.09,19,309.88,6.72,4.13,27.47564118,SS,Yes,6,191
22,North Carolina,1.7272,82.10021897,4.51,81.28,11,294.64,6.77,4,27.52067343,WR,Yes,4,133
24,Utah,1.9558,134.7169339,4.95,71.12,NA,292.1,7.29,4.55,35.2186988,OT,Yes,1,20
21,Georgia,1.7018,78.47148001,4.42,91.44,11,312.42,6.64,4.15,27.09535248,WR,Yes,5,172
21,Michigan,1.9558,111.583723,NA,NA,NA,NA,NA,NA,29.17104345,TE,Yes,5,145
22,Louisiana Tech,1.8034,90.26488163,4.46,91.44,13,332.74,7.18,4.35,27.7545817,WR,Yes,3,82
22,Florida St.,1.9304,127.0058636,NA,NA,18,NA,NA,NA,34.08232034,DE,Yes,2,51
21,Florida,1.8288,90.26488163,4.62,78.74,9,304.8,NA,NA,26.98897499,CB,Yes,2,53
22,Toledo,1.9304,122.4699399,4.86,76.2,NA,279.4,7.05,4.51,32.86509462,TE,Yes,4,127
22,Tennessee,1.8288,104.3262451,NA,NA,NA,NA,NA,NA,31.19328768,OLB,Yes,4,124
22,Arkansas,1.905,127.0058636,4.84,82.55,29,287.02,7.55,4.56,34.9972413,DT,Yes,6,205
21,Miami (FL),1.9304,97.06876718,NA,NA,NA,NA,NA,NA,26.04863055,QB,Yes,6,215
23,Northern Illinois,1.9304,98.88313666,4.5,90.17,18,304.8,7,4.15,26.53552084,WR,Yes,3,96
21,Florida,1.8542,107.9549841,NA,NA,NA,NA,NA,NA,31.39999249,ILB,Yes,1,21
21,BYU,1.8288,96.16158244,4.59,76.2,NA,312.42,7.25,4.53,28.75207386,RB,Yes,4,134
21,Washington,1.905,90.718474,4.43,100.33,11,NA,6.56,3.89,24.9980295,CB,Yes,2,33
22,North Carolina St.,1.8542,99.7903214,4.41,95.25,20,335.28,NA,NA,29.02520314,SS,Yes,2,61
22,Texas-El Paso,1.7526,94.34721296,4.56,95.25,16,322.58,6.82,4.2,30.71591526,RB,Yes,5,182
21,LSU,1.8796,88.90410452,4.52,100.33,11,342.9,7.19,4.26,25.1646526,WR,Yes,7,247
23,Wisconsin,1.905,111.583723,4.67,85.09,21,299.72,6.92,4.3,30.74757628,OLB,Yes,4,108
21,Auburn,1.9304,137.8920805,4.87,73.66,22,274.32,7.62,4.89,37.00366209,DT,Yes,3,93
21,Clemson,1.8796,100.2439138,4.66,82.55,NA,302.26,6.95,4.31,28.37442971,QB,Yes,1,12
23,Oregon St.,1.8796,93.44002822,4.62,78.74,11,294.64,NA,NA,26.44856344,CB,Yes,5,169
23,Clemson,1.905,140.1600423,NA,NA,25,NA,NA,NA,38.62195558,DT,Yes,4,142
20,Texas,1.8288,105.6870222,NA,NA,18,NA,NA,NA,31.60015665,RB,Yes,3,89
22,Vanderbilt,1.905,106.1406146,4.67,88.9,15,317.5,7.03,4.29,29.24769451,OLB,Yes,2,57
23,Baylor,1.9558,139.2528576,5.24,66.04,23,243.84,7.71,4.84,36.40451357,C,Yes,7,243
22,Ohio,1.9304,122.0163475,4.7,80.01,15,302.26,7.27,4.35,32.74337204,DE,Yes,3,80
21,Northwestern,1.8542,107.9549841,4.65,77.47,23,294.64,7.23,4.34,31.39999249,ILB,Yes,5,161
20,Florida,1.8542,95.70799007,4.54,81.28,14,299.72,6.86,4.02,27.83780846,CB,Yes,2,46
22,Temple,1.8288,88.90410452,4.52,90.17,14,299.72,NA,NA,26.58210602,CB,Yes,5,158
20,Ohio St.,1.8542,93.44002822,NA,NA,NA,NA,NA,NA,27.17814476,FS,Yes,1,15
20,South Florida,1.8034,96.61517481,4.5,90.17,15,317.5,NA,NA,29.70716534,RB,Yes,4,143
23,USC,2.032,160.1181066,5.58,59.69,22,233.68,8.31,5.21,38.7786815,OG,Yes,4,137
21,Alabama,1.9812,146.0567431,5.15,66.04,NA,269.24,7.81,4.82,37.21045441,OT,Yes,2,34
22,Minnesota,1.778,90.718474,4.28,95.25,13,314.96,7.06,4.22,28.69671754,CB,Yes,7,222
22,LSU,1.8288,108.8621688,4.51,72.39,NA,NA,NA,NA,32.54951758,RB,Yes,1,4
22,Ohio,1.8034,107.9549841,4.65,93.98,NA,314.96,6.92,4.18,33.19392183,ILB,Yes,5,148
23,Oklahoma,1.8288,80.73944186,NA,NA,NA,NA,NA,NA,24.1408922,WR,Yes,4,110
22,Illinois,1.905,119.7483857,4.77,74.93,NA,297.18,7.18,4.39,32.99739894,DE,Yes,3,68
22,Villanova,2.0066,131.0881949,4.83,76.2,23,325.12,7.46,4.62,32.55681918,DE,Yes,2,59
21,Texas Tech,1.8796,102.0582833,4.8,76.2,NA,289.56,6.88,4.08,28.88799405,QB,Yes,1,10
23,Michigan,1.905,92.53284348,4.47,90.17,10,335.28,6.7,4.09,25.49799009,WR,Yes,4,139
21,Toledo,1.778,97.97595192,4.62,92.71,18,302.26,NA,NA,30.99245494,RB,Yes,3,86
22,Indiana,1.9304,138.3456729,5.24,71.12,26,256.54,7.52,4.68,37.12538466,OG,Yes,3,71
21,Notre Dame,1.9304,127.0058636,4.89,80.01,25,289.56,NA,NA,34.08232034,DE,Yes,7,225
23,Western Kentucky,1.9304,140.1600423,5,69.85,34,281.94,7.55,4.62,37.61227495,OG,Yes,2,38
22,Utah,1.9558,141.0672271,5.27,66.04,15,271.78,7.84,4.6,36.87883948,OT,Yes,6,190
22,Clemson,1.9304,98.88313666,NA,82.55,15,307.34,NA,NA,26.53552084,WR,Yes,1,7
22,Iowa,1.778,91.17206637,NA,86.36,14,297.18,6.67,4.18,28.84020112,FS,Yes,5,151
23,Miami (FL),1.8542,97.06876718,4.51,93.98,19,325.12,NA,NA,28.23360669,FS,Yes,4,113
22,Tulane,1.8542,134.2633415,5.24,68.58,22,266.7,7.53,4.57,39.0520915,DT,Yes,6,189
21,Virginia Tech,1.778,104.7798375,4.93,81.28,19,289.56,7.27,4.34,33.14470876,FB,Yes,6,206
22,Texas A&M,1.905,87.99691978,4.52,93.98,NA,314.96,6.83,4.13,24.24808861,WR,Yes,4,117
24,Pittsburgh,1.8034,109.3157612,4.84,80.01,20,297.18,NA,4.34,33.61233261,OLB,Yes,7,234
23,East. Washington,1.8796,92.53284348,4.62,78.74,NA,294.64,6.75,4.08,26.19178127,WR,Yes,3,69
21,Troy,1.8542,92.98643585,4.61,93.98,14,302.26,6.72,4.18,27.04621202,FS,Yes,3,91
22,South Alabama,1.905,108.4085764,4.62,95.25,22,320.04,6.99,4.33,29.87264525,TE,Yes,2,44
24,Utah,1.905,146.5103355,5.34,64.77,35,259.08,7.83,4.93,40.37181764,OG,Yes,5,164
23,Clemson,1.8542,90.26488163,4.4,74.93,13,307.34,7,4.32,26.25461557,CB,Yes,3,97
21,Virginia Tech,1.8542,87.99691978,4.61,90.17,14,322.58,6.94,4.34,25.59495186,WR,Yes,7,237
21,Ohio St.,1.8796,108.8621688,4.61,83.82,23,307.34,7.15,4.39,30.81386032,ILB,Yes,2,54
23,Oklahoma St.,1.905,137.8920805,5.07,72.39,26,274.32,7.58,4.72,37.99700484,DT,Yes,6,194
22,Missouri,1.905,114.7588696,4.82,81.28,21,276.86,7.47,4.42,31.62250732,DE,Yes,1,22
22,LSU,1.905,140.6136347,5.27,NA,18,NA,NA,NA,38.74694572,DT,Yes,5,178
22,Michigan,1.8796,110.6765383,4.75,87.63,27,302.26,6.98,4.13,31.32742466,ILB,Yes,4,120
22,Miami (FL),1.8542,88.45051215,4.45,86.36,10,309.88,NA,NA,25.7268846,WR,Yes,7,219
22,Iowa,1.905,143.3351889,5.38,71.12,19,254,7.64,4.62,39.49688661,DT,Yes,4,109
21,Virginia Tech,1.9812,116.5732391,4.57,99.06,18,340.36,NA,4.45,29.69902728,TE,Yes,6,201
22,Ohio St.,1.905,137.4384881,5.32,59.69,22,251.46,7.94,4.71,37.87201469,C,Yes,3,70
22,Miami (FL),1.905,138.7992652,5.03,73.66,26,238.76,8.13,4.9,38.24698513,OG,Yes,5,180
21,North Carolina St.,1.8288,91.62565874,4.54,88.9,21,317.5,NA,NA,27.39584396,CB,Yes,7,245
21,Florida St.,1.778,95.2543977,4.49,77.47,22,294.64,7.27,4.53,30.13155341,RB,Yes,2,41
22,South Florida,1.8542,85.72895793,4.44,74.93,8,317.5,6.98,4.28,24.93528815,WR,Yes,5,170
22,Northwestern,1.905,117.0268315,4.72,80.01,25,325.12,7.26,4.4,32.24745805,DE,Yes,7,220
22,Youngstown St.,1.9304,112.4909078,4.61,88.9,30,312.42,6.94,4.4,30.18719802,DE,Yes,3,83
24,UCLA,2.032,139.2528576,5.18,72.39,NA,266.7,7.52,4.58,33.7253689,OT,Yes,6,211
22,Arkansas,1.9558,124.2843094,4.92,83.82,22,314.96,NA,NA,32.49132481,DE,Yes,4,131
23,Troy,1.9812,136.9848957,5.15,78.74,24,274.32,7.98,4.94,34.89924606,OT,Yes,3,85
21,Tennessee,1.778,97.06876718,4.56,100.33,15,332.74,NA,NA,30.70548776,RB,Yes,3,67
20,Utah,1.8542,91.62565874,4.56,110.49,14,327.66,6.85,4.2,26.65041379,FS,Yes,2,42
21,Miami (FL),1.905,114.7588696,4.88,77.47,22,297.18,7.25,4.47,31.62250732,DE,Yes,6,196
22,Wisconsin,1.9812,140.6136347,NA,NA,25,NA,NA,NA,35.8237294,OT,Yes,1,32
22,Florida Atlantic,1.9304,120.6555704,4.65,85.09,NA,309.88,7.03,4.2,32.37820433,DE,Yes,3,103
20,Ohio St.,1.8288,87.54332741,4.36,97.79,NA,335.28,NA,NA,26.17523705,CB,Yes,1,11
22,Florida,1.905,109.3157612,4.63,77.47,16,294.64,6.88,4.25,30.12262555,OLB,Yes,3,76
22,California,1.9558,103.8726527,4.79,83.82,NA,299.72,6.92,4.21,27.15515833,QB,Yes,3,87
23,Alabama,1.905,140.6136347,5.19,68.58,NA,279.4,7.68,4.59,38.74694572,DT,Yes,2,55
22,Youngstown St.,1.905,119.7483857,4.79,82.55,14,289.56,7.25,4.43,32.99739894,DE,Yes,5,167
22,Clemson,1.8288,97.52235955,4.6,74.93,21,304.8,7.17,4.28,29.15894283,RB,Yes,4,140
22,Mississippi,1.905,106.1406146,4.42,91.44,19,317.5,6.92,4.23,29.24769451,TE,Yes,1,23
23,Pittsburgh,1.9812,137.8920805,5.23,74.93,23,243.84,8.02,4.94,35.1303669,OT,Yes,6,200
21,LSU,1.8288,97.06876718,4.56,80.01,18,304.8,6.96,4.13,29.02331984,SS,Yes,1,6
22,Clemson,1.9558,117.0268315,NA,83.82,18,289.56,7.12,4.33,30.59402118,TE,Yes,5,150
22,California,1.8796,91.62565874,4.53,88.9,11,302.26,6.74,4.13,25.9349991,WR,Yes,4,141
22,Michigan,1.905,99.7903214,NA,NA,20,NA,NA,NA,27.49783245,CB,Yes,6,197
23,Alabama,1.8034,92.53284348,4.49,86.36,NA,314.96,NA,NA,28.451933,WR,Yes,3,79
22,Louisiana,1.778,97.06876718,4.53,91.44,15,304.8,7.26,4.56,30.70548776,RB,Yes,6,188
23,Florida,1.8288,95.2543977,NA,NA,NA,NA,NA,NA,28.48082788,FS,Yes,2,39
24,West Georgia,1.905,112.4909078,4.75,74.93,26,294.64,7.02,4.46,30.99755658,OLB,Yes,5,181
21,Florida,1.9812,155.5821829,5.44,52.07,19,246.38,7.87,4.78,39.63722318,OT,Yes,4,129
24,Toledo,1.8796,136.077711,NA,NA,NA,NA,NA,NA,38.5173254,DT,Yes,7,244
22,UCLA,1.905,138.3456729,4.99,72.39,28,281.94,7.69,4.39,38.12199499,DT,Yes,3,88
20,North Carolina,1.8288,105.2334298,NA,NA,18,NA,NA,NA,31.46453366,RB,Yes,7,242
22,Connecticut,1.9304,101.6046909,4.4,111.76,17,358.14,NA,NA,27.26585627,SS,Yes,2,56
22,Washington St.,1.8034,91.62565874,4.55,78.74,12,294.64,6.87,4.21,28.17299248,SS,Yes,7,221
21,Ohio St.,1.8288,88.45051215,4.44,93.98,11,327.66,6.68,4.18,26.44648303,CB,Yes,1,24
21,Wake Forest,1.905,108.8621688,NA,78.74,25,299.72,NA,NA,29.9976354,ILB,Yes,5,168
22,Washington,1.8542,141.9744118,5.13,80.01,33,266.7,7.65,4.66,41.2949481,DT,Yes,6,214
22,San Diego St.,1.7272,79.83225712,4.48,85.09,5,297.18,NA,NA,26.76043383,RB,Yes,4,132
20,Washington,1.8288,84.36818082,4.47,85.09,NA,312.42,7.02,4.28,25.22587612,CB,Yes,2,43
23,North Carolina,1.9304,100.2439138,4.53,NA,NA,NA,NA,NA,26.90068856,WR,Yes,4,118
21,West Virginia,1.8034,86.63614267,4.5,81.28,8,299.72,6.83,4.2,26.63881962,WR,Yes,5,166
22,Nebraska,1.8796,98.88313666,4.58,77.47,17,309.88,NA,NA,27.98925646,SS,Yes,5,184
21,West Virginia,1.8796,94.80080533,4.59,85.09,16,304.8,6.97,4.26,26.8337367,CB,Yes,3,99
20,Tennessee,1.905,117.4804238,4.88,78.74,NA,297.18,6.96,4.44,32.3724482,DE,Yes,1,14
22,Wisconsin,1.9304,114.3052772,4.69,93.98,21,325.12,6.79,4.13,30.67408831,OLB,Yes,1,30
22,Tennessee,1.8034,85.27536556,4.52,86.36,11,304.8,6.81,NA,26.22040884,CB,Yes,3,94
20,USC,1.8542,97.52235955,4.54,82.55,15,304.8,NA,NA,28.36553943,WR,Yes,2,62
22,Louisville,1.9304,112.4909078,5.19,71.12,NA,292.1,NA,NA,30.18719802,LS,Yes,6,213
22,Tennessee,1.905,97.97595192,4.64,83.82,NA,309.88,6.75,4.31,26.99787186,QB,Yes,4,135
21,Pittsburgh,1.8542,105.6870222,4.65,73.66,20,287.02,NA,NA,30.74032878,RB,Yes,3,105
23,Utah,1.905,97.52235955,4.48,87.63,15,297.18,6.64,4.34,26.87288171,CB,Yes,5,173
21,Colorado,1.905,89.81128926,4.45,102.87,NA,322.58,6.93,4.13,24.7480492,CB,Yes,3,66
22,Louisiana Tech,1.7272,82.10021897,4.63,83.82,13,297.18,6.74,4.01,27.52067343,WR,Yes,5,177
22,Alabama,1.8288,103.8726527,NA,NA,NA,NA,NA,NA,31.05766469,ILB,Yes,1,31
23,Iowa,1.9304,112.0373154,4.52,88.9,18,335.28,NA,NA,30.06547545,TE,Yes,5,146
21,Stanford,1.905,123.830717,4.69,88.9,30,320.04,6.95,4.28,34.12231027,DE,Yes,1,3
23,Utah,1.8034,95.2543977,4.41,88.9,14,317.5,7.19,4.19,29.28875456,RB,Yes,4,121
22,Utah,1.8542,110.2229459,4.67,72.39,24,284.48,6.91,4.33,32.05965619,OLB,Yes,6,202
23,Iowa,1.8796,99.33672903,NA,78.74,NA,287.02,NA,NA,28.11764754,QB,Yes,3,104
22,Akron,1.8542,144.695966,5.04,72.39,25,274.32,7.73,4.65,42.08654455,DT,Yes,6,198
21,Central Florida,1.8288,87.99691978,4.38,97.79,17,335.28,6.87,4.14,26.31086004,CB,Yes,3,90
22,Colorado,1.8288,92.53284348,4.6,82.55,17,297.18,7.11,4.36,27.66708994,SS,Yes,4,111
21,LSU,1.9812,140.6136347,5.15,68.58,26,271.78,7.89,4.81,35.8237294,C,Yes,2,58
23,Michigan,1.8796,97.06876718,4.45,91.44,17,314.96,NA,NA,27.47569212,WR,Yes,3,106
22,Oklahoma St.,1.8288,98.88313666,4.58,93.98,23,330.2,NA,NA,29.5658118,RB,Yes,7,249
20,Michigan St.,1.9812,133.8097492,4.85,72.39,23,284.48,7.69,4.53,34.09032314,DT,Yes,2,35
22,North Carolina,1.9558,137.8920805,5.11,62.23,NA,256.54,7.93,4.63,36.04876914,DT,Yes,3,102
22,Mississippi St.,1.9558,150.1390745,5.55,58.42,NA,248.92,8.19,5.06,39.25046903,OT,Yes,6,210
21,Michigan,1.8542,97.97595192,4.47,85.09,17,292.1,6.96,4.27,28.49747217,FS,Yes,3,95
23,Cincinnati,1.8542,92.53284348,4.56,83.82,17,299.72,NA,NA,26.91427927,FS,Yes,6,187
21,Penn St.,1.8542,94.80080533,4.42,91.44,19,320.04,7.01,4,27.57394298,WR,Yes,3,84
21,Texas A&M,1.8288,90.26488163,NA,NA,14,NA,NA,NA,26.98897499,SS,Yes,2,50
25,USC,1.8542,150.1390745,5.45,62.23,28,231.14,7.83,5,43.66973745,DT,Yes,7,223
22,Alabama,1.9812,113.8516849,4.51,76.2,22,307.34,6.85,4.16,29.00566478,TE,Yes,1,19
21,Boise St.,1.7526,97.06876718,4.49,90.17,NA,307.34,6.93,4.28,31.60195128,RB,Yes,5,162
22,LSU,1.8796,110.2229459,NA,NA,20,NA,NA,NA,31.19903357,ILB,Yes,3,107
21,USC,1.778,84.36818082,4.42,91.44,NA,309.88,NA,NA,26.68794731,CB,Yes,1,18
22,Tenn-Chattanooga,1.9304,139.2528576,5.16,67.31,26,269.24,7.55,4.73,37.36882981,OG,Yes,6,217
22,West. Michigan,1.905,94.80080533,NA,NA,NA,NA,NA,NA,26.12294083,WR,Yes,1,5
22,UCLA,1.8288,104.7798375,4.7,80.01,17,304.8,NA,NA,31.32891067,ILB,Yes,5,155
21,Florida International,1.905,112.4909078,4.62,96.52,22,322.58,NA,4.18,30.99755658,TE,Yes,3,100
22,Western Kentucky,1.8034,92.07925111,4.5,85.09,13,335.28,6.57,4.21,28.31246274,WR,Yes,3,72
22,TCU,1.905,109.7693535,4.74,74.93,25,304.8,7.2,4.44,30.24761569,DE,Yes,7,227
22,Arkansas,1.9558,114.3052772,4.69,73.66,NA,294.64,NA,NA,29.88253231,TE,Yes,5,154
23,Wyoming,1.9304,141.5208194,5.54,67.31,19,246.38,7.6,4.47,37.97744267,C,Yes,6,199
21,Oklahoma,1.8034,105.6870222,4.65,83.82,30,294.64,7.26,4.37,32.49657053,RB,Yes,4,114
21,Michigan St.,1.8796,96.16158244,4.42,88.9,NA,317.5,NA,NA,27.21890995,SS,Yes,4,123
22,UCLA,1.8288,93.44002822,4.35,96.52,NA,345.44,6.94,4.12,27.93833592,CB,Yes,3,81
23,Louisville,1.9304,98.42954429,NA,80.01,12,307.34,NA,NA,26.41379827,SS,Yes,7,230
21,Georgia St.,1.905,99.33672903,4.44,104.14,19,345.44,6.82,4.28,27.3728423,WR,Yes,6,209
22,Alabama,1.8796,114.7588696,4.78,NA,NA,NA,NA,NA,32.48294442,OLB,Yes,2,49
