Rk,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards,-9999
25,Shawn Williams,27,CIN,SS,16,16,5,60,41,68.3,556,13.6,9.3,7,101.8,10.4,391,165,19,2,1,0,1.0,4,110,10,8.3,,WillSh02
26,Eric Kendricks,26,MIN,MLB,14,14,2,66,46,69.7,524,11.4,7.9,2,90.7,4.5,170,354,39,6,0,0,1.0,7,108,8,6.9,,KendEr00
27,Zach Cunningham,24,HOU,RILB,14,14,1,67,51,76.1,466,9.1,7.0,3,103.2,6.2,220,246,26,2,1,0,0.0,3,107,16,13.0,,CunnZa00
28,Myles Jack,23,JAX,MLB,16,16,1,49,37,75.5,380,10.3,7.8,1,95.6,4.4,157,223,47,2,1,0,2.5,6,107,12,10.1,,JackMy00
29,Derwin James,22,LAC,FS,16,16,3,73,49,67.1,480,9.8,6.6,3,82.0,6.7,151,329,52,5,2,0,3.5,11,105,17,13.9,PBAP-1AP DRoY-2,JameDe00
30,Benardrick McKinney,26,HOU,LILB,16,16,1,43,28,65.1,248,8.9,5.8,2,86.2,4.0,66,182,55,1,3,0,1.5,6,105,13,11.0,PB,McKiBe00
31,Raekwon McMillan,22,MIA,MLB,16,16,0,39,32,82.1,374,11.7,9.6,6,146.2,5.0,185,189,20,2,0,0,0.0,2,105,9,7.9,,McMiRa02
32,C.J. Mosley,26,BAL,LILB,15,15,1,59,37,62.7,348,9.4,5.9,3,88.8,5.1,204,144,115,4,1,0,0.5,6,105,7,6.3,PBAP-2,MoslC.00
33,Anthony Walker,23,IND,MLB,15,14,1,51,37,72.5,338,9.1,6.6,4,108.1,3.5,132,206,18,0,0,0,1.0,1,105,15,12.5,,WalkAn01
34,Jamie Collins,29,CLE,RLB,16,16,1,75,56,74.7,523,9.3,7.0,2,96.7,4.1,218,305,95,3,3,0,4.0,10,104,18,14.8,,CollJa00
35,Joe Schobert,25,CLE,MLB,13,13,1,47,28,59.6,344,12.3,7.3,2,87.5,8.5,220,124,88,10,1,0,3.0,17,103,24,18.9,,SchoJo00
36,Budda Baker,22,ARI,SS,14,13,0,71,55,77.5,514,9.3,7.2,2,106.2,3.5,134,380,58,8,1,0,2.0,12,102,10,8.9,,BakeBu00
37,Danny Trevathan,28,CHI,LILB,16,16,2,64,42,65.6,389,9.3,6.1,5,95.1,5.3,128,261,54,4,3,0,2.0,9,102,10,8.9,,TrevDa00
38,Jarrad Davis,24,DET,MLB,16,16,0,52,36,69.2,287,8.0,5.5,2,95.6,1.9,78,209,57,7,4,0,6.0,17,100,18,15.3,,DaviJa01
39,Jordan Poyer,27,BUF,FS,16,16,4,39,26,66.7,396,15.2,10.2,4,94.6,12.4,277,119,26,0,1,0,2.0,3,100,15,13.0,,PoyeJo00
40,Nigel Bradham,29,PHI,RLB,15,15,0,69,50,72.5,463,9.3,6.7,2,100.1,3.3,114,349,42,2,2,0,2.0,6,97,10,9.3,,BradNi00
41,Jatavis Brown,24,LAC,LLB,15,10,0,69,54,78.3,471,8.7,6.8,1,99.9,4.1,217,254,18,2,0,0,1.0,3,97,16,14.2,,BrowJa05
42,Jayon Brown,23,TEN,RILB,16,9,1,56,35,62.5,274,7.8,4.9,0,67.1,3.9,100,174,71,2,3,0,6.0,12,97,10,9.3,,BrowJa06
43,Malcolm Jenkins,31,PHI,FS,16,16,1,69,48,69.6,431,9.0,6.2,2,89.7,8.3,202,229,40,2,0,0,1.0,3,97,12,11.0,PB,JenkMa99
44,Justin Simmons,25,DEN,FS,16,16,3,76,54,71.1,665,12.3,8.8,3,94.5,9.3,405,260,17,2,0,0,0.0,2,97,9,8.5,,SimmJu00
45,Zach Brown,29,WAS,LILB,16,12,0,49,36,73.5,265,7.4,5.4,0,85.8,2.6,85,180,30,3,1,0,1.0,5,96,7,6.8,,BrowZa00
46,Landon Collins,24,NYG,SS,12,12,0,59,40,67.8,530,13.3,9.0,3,113.0,8.6,338,192,22,3,2,0,0.0,5,96,9,8.6,PB,CollLa00
47,De'Vondre Campbell,25,ATL,MLB,16,13,0,63,44,69.8,437,9.9,6.9,3,105.1,4.5,163,274,57,2,0,0,1.5,4,94,4,4.1,,CampDe00
48,Adrian Phillips,26,LAC,DB,16,7,1,65,38,58.5,471,12.4,7.2,4,95.1,9.1,297,174,8,1,0,0,0.0,1,94,4,4.1,PBAP-1,PhilAd00
49,Alec Ogletree,27,NYG,RILB,13,13,5,63,48,76.2,395,8.2,6.3,3,74.5,4.4,183,212,73,4,3,0,1.0,8,93,16,14.7,,OgleAl00
50,Ha Ha Clinton-Dix,26,2TM,SS,16,16,3,39,26,66.7,333,12.8,8.5,1,69.7,10.3,209,124,16,0,1,0,1.0,2,93,9,8.8,,ClinHa00
50,Ha Ha Clinton-Dix,26,GNB,SS,7,7,3,14,10,71.4,136,13.6,9.7,1,86.3,11.9,83,53,11,0,1,0,1.0,2,27,5,15.6,,ClinHa00
50,Ha Ha Clinton-Dix,26,WAS,SS,9,9,0,25,16,64.0,197,12.3,7.9,0,88.2,9.4,126,71,5,0,0,0,0.0,0,66,4,5.7,,ClinHa00
51,Kyle Van Noy,27,NWE,MLB,16,16,1,41,32,78.0,267,8.3,6.5,0,83.6,3.7,90,177,109,9,5,0,3.5,18,92,16,14.8,,VanNKy00
52,Jordan Hicks,26,PHI,MLB,12,12,0,45,32,71.1,370,11.6,8.2,2,110.4,4.5,135,235,47,1,0,0,3.0,5,91,5,5.2,,HickJo00
53,Foyesade Oluokun,23,ATL,MLB,16,7,0,43,37,86.0,343,9.3,8.0,2,115.4,6.6,155,188,13,2,2,0,0.0,4,91,12,11.7,,OluoFo00
54,Kevin Byard,25,TEN,FS,16,16,4,40,20,50.0,214,10.7,5.4,1,34.8,10.2,151,63,21,2,1,0,2.0,5,90,7,7.2,,ByarKe01
55,Vonn Bell,24,NOR,SS,16,8,0,64,44,68.8,582,13.2,9.1,4,118.1,7.7,354,228,27,2,2,0,1.0,5,89,7,7.3,,BellVo00
56,Clayton Geathers,26,IND,SS,12,12,0,43,29,67.4,283,9.8,6.6,1,93.5,5.6,130,153,10,2,2,0,0.0,4,89,10,10.1,,GeatCl00
57,Tyrann Mathieu,26,HOU,SS,16,16,2,79,52,65.8,590,11.3,7.5,5,98.6,8.1,324,266,27,1,1,0,3.0,5,89,8,8.2,,MathTy00
58,Justin Reid,21,HOU,FS,16,12,3,43,28,65.1,474,16.9,11.0,3,96.5,13.7,348,126,8,1,1,0,0.0,2,88,7,7.4,,ReidJu00
59,Kareem Jackson,30,HOU,RCB,16,16,2,87,57,65.5,660,11.6,7.6,2,86.4,8.4,397,263,15,1,0,0,1.0,2,87,13,13.0,,JackKa99
60,T.J. McDonald,27,MIA,FS,14,14,3,46,29,63.0,400,13.8,8.7,4,92.7,11.1,237,163,11,2,0,0,0.0,2,86,12,12.2,,McDoTJ00
61,Reggie Ragland,25,KAN,RILB,16,15,1,23,17,73.9,228,13.4,9.9,1,101.4,4.6,70,158,12,2,0,0,0.5,3,86,14,14.0,,RaglRe00
62,Jeff Heath,27,DAL,SS,16,16,1,60,37,61.7,464,12.5,7.7,1,84.3,9.9,227,237,3,2,0,0,0.0,2,85,14,14.1,,HeatJe00
63,Damarious Randall,26,CLE,SS,15,15,4,60,36,60.0,556,15.4,9.3,3,79.6,15.5,387,169,8,1,0,0,0.0,1,85,10,10.5,,RandDa00
64,Patrick Chung,31,NWE,SS,15,14,1,80,51,63.8,515,10.1,6.4,4,93.5,7.8,276,239,42,3,1,0,0.5,5,84,6,6.7,,ChunPa99
65,Harrison Smith,29,MIN,FS,16,16,3,48,27,56.3,307,11.4,6.4,2,63.5,10.5,223,84,32,4,1,0,3.0,8,84,4,4.5,PBAP-2,SmitHa00
66,Nick Vigil,25,CIN,LLB,11,10,0,53,40,75.5,393,9.8,7.4,1,102.2,3.8,95,298,38,3,1,0,0.0,4,84,10,10.6,,VigiNi00
67,Kendall Fuller,23,KAN,LCB,15,15,2,113,76,67.3,802,10.6,7.1,2,86.2,8.8,457,345,16,1,0,0,0.0,1,82,10,10.9,,FullKe00
68,Damontae Kazee,25,ATL,SS,16,15,7,30,16,53.3,256,16.0,8.5,4,82.1,11.8,189,67,1,0,0,0,0.0,0,82,13,13.7,,KazeDa00
69,Devin McCourty,31,NWE,FS,16,16,1,52,32,61.5,375,11.7,7.2,6,113.9,8.8,258,117,9,2,0,0,0.0,2,82,5,5.7,,McCoDe99
70,Damon Harrison,30,2TM,RDT,17,16,0,0,0,,0,,,0,,,0,0,0,2,3,0,3.5,9,81,2,2.4,,HarrDa03
70,Damon Harrison,30,NYG,NT,7,7,0,0,0,,0,,,0,,,0,0,0,2,1,0,0.0,3,31,1,3.1,,HarrDa03
70,Damon Harrison,30,DET,RDT,10,9,0,0,0,,0,,,0,,,0,0,0,0,2,0,3.5,6,50,1,2.0,,HarrDa03
71,Sean Davis,25,PIT,FS,15,15,1,49,27,55.1,457,16.9,9.3,5,112.4,12.6,272,185,4,0,1,0,0.0,1,80,15,15.8,,DaviSe00
72,Minkah Fitzpatrick,22,MIA,SS,16,11,2,69,39,56.5,456,11.7,6.6,0,64.6,10.3,238,218,18,1,0,0,0.0,1,80,11,12.1,,FitzMi00
73,Haason Reddick,24,ARI,LLB,16,12,0,48,35,72.9,281,8.0,5.9,0,87.2,2.0,71,210,85,2,3,0,4.0,9,80,11,12.1,,ReddHa00
74,Shaq Thompson,24,CAR,LLB,14,11,0,48,35,72.9,255,7.3,5.3,1,91.9,3.1,115,140,47,7,2,0,3.5,13,80,10,11.1,,ThomSh01
75,Jerome Baker,22,MIA,RLB,16,11,1,54,40,74.1,494,12.4,9.1,1,100.4,5.1,137,357,34,0,1,0,3.0,4,79,11,12.2,,BakeJe00
76,Tre Boston,26,ARI,DB,14,13,3,45,25,55.6,357,14.3,7.9,5,90.7,11.8,240,117,12,1,1,0,0.0,2,79,9,10.2,,BostTr00
77,Thomas Davis,35,CAR,RLB,12,12,0,45,35,77.8,324,9.3,7.2,2,111.5,4.4,124,200,50,1,2,0,0.0,3,79,7,8.1,,DaviTh20
78,Pierre Desir,28,IND,RCB,16,12,1,83,45,54.2,624,13.9,7.5,3,85.6,9.9,367,257,2,0,0,0,0.0,0,79,3,3.7,,DesiPi00
79,Jabrill Peppers,23,CLE,FS,16,16,1,48,29,60.4,368,12.7,7.7,5,110.4,9.4,206,162,51,1,3,0,1.0,5,79,11,12.2,,PeppJa00
80,Quandre Diggs,25,DET,SS,16,16,3,63,40,63.5,537,13.4,8.5,3,86.5,9.7,348,189,8,0,1,0,0.0,1,78,13,14.3,,DiggQu00
81,Terrell Edmunds,21,PIT,SS,16,15,1,42,25,59.5,336,13.4,8.0,1,83.0,8.9,222,114,25,2,2,0,1.0,5,78,5,6.0,,EdmuTe00
82,Lamarcus Joyner,28,LAR,FS,15,15,1,35,19,54.3,279,14.7,8.0,2,87.7,12.5,211,68,7,1,0,0,1.0,2,78,6,7.1,,JoynLa00
83,Bradley McDougald,28,SEA,SS,16,16,3,60,46,76.7,535,11.6,8.9,5,110.1,5.9,225,310,13,1,0,0,0.0,1,78,7,8.2,,McDoBr01
84,Matt Milano,24,BUF,RLB,13,13,3,46,26,56.5,284,10.9,6.2,3,69.5,5.1,82,202,39,3,2,0,1.0,6,78,20,20.4,,MilaMa00
85,Kenny Moore,23,IND,LCB,15,15,3,87,62,71.3,527,8.5,6.1,2,80.0,6.4,246,281,40,2,0,0,1.5,4,77,11,12.5,,MoorKe03
86,Ron Parker,31,KAN,FS,15,14,2,48,34,70.8,520,15.3,10.8,3,109.7,14.2,370,150,7,3,0,0,1.0,4,77,7,8.3,,ParkRo01
87,Logan Ryan,27,TEN,LCB,14,14,0,64,43,67.2,515,12.0,8.0,2,102.0,9.2,283,232,36,5,1,0,4.0,10,76,3,3.8,,RyanLo00
88,Jordan Whitehead,21,TAM,SS,15,11,0,42,29,69.0,334,11.5,8.0,1,100.7,12.0,272,62,5,0,0,0,0.0,0,76,13,14.6,,WhitJo03
89,Vince Williams,29,PIT,RILB,14,14,1,39,25,64.1,234,9.4,6.0,2,86.9,5.2,85,149,70,3,4,0,4.5,12,76,11,12.6,,WillVi01
90,Mike Adams,37,CAR,FS,16,16,3,41,30,73.2,539,18.0,13.1,4,117.2,11.6,381,158,19,2,0,0,0.0,2,75,7,8.5,,AdamMi21
91,Jahleel Addae,28,LAC,SS,16,16,1,40,26,65.0,578,22.2,14.5,0,97.9,18.3,456,122,6,2,0,0,1.0,3,75,13,14.8,,AddaJa00
92,Josh Bynes,29,ARI,MLB,11,11,0,46,36,78.3,378,10.5,8.2,3,122.6,5.3,123,255,32,1,1,0,2.0,4,75,8,9.6,,ByneJo00
93,Curtis Riley,26,NYG,FS,16,16,4,44,26,59.1,465,17.9,10.6,3,80.2,16.6,297,168,14,1,1,0,0.0,2,75,18,19.4,,RileCu00
94,Eli Apple,23,2TM,LCB,15,15,2,118,57,48.3,869,15.2,7.4,3,74.4,12.7,619,250,0,0,0,0,0.0,0,75,15,16.7,,ApplEl00
94,Eli Apple,23,NYG,LCB,5,5,0,33,19,57.6,230,12.1,7.0,0,79.1,11.4,146,84,0,0,0,0,0.0,0,23,3,11.5,,ApplEl00
94,Eli Apple,23,NOR,LCB,10,10,2,85,38,44.7,639,16.8,7.5,3,72.6,13.1,473,166,0,0,0,0,0.0,0,52,12,18.8,,ApplEl00
95,Lorenzo Alexander,35,BUF,LLB,16,8,2,28,19,67.9,129,6.8,4.6,0,48.1,2.1,14,115,39,10,4,0,6.5,21,74,8,9.8,,AlexLo99
96,T.J. Carrie,28,CLE,RCB,16,8,1,93,52,55.9,637,12.3,6.8,1,76.3,10.4,355,282,9,2,0,0,1.0,3,74,9,10.8,,CarrTr00
97,Donte Jackson,23,CAR,RCB,16,16,4,78,46,59.0,789,17.2,10.1,6,97.6,12.7,540,249,3,0,0,0,1.0,1,74,15,16.9,,JackDo02
98,Tony Jefferson,26,BAL,SS,14,14,1,51,31,60.8,416,13.4,8.2,2,91.6,9.7,325,91,18,0,1,0,1.0,2,74,9,10.8,,JeffTo00
99,Darron Lee,24,NYJ,LILB,12,12,3,53,36,67.9,334,9.3,6.3,1,67.6,4.0,118,216,36,0,1,0,0.0,1,74,12,14.0,,LeexDa00
100,Brian Poole,26,ATL,RLB,16,9,3,77,44,57.1,564,12.8,7.3,5,85.6,7.4,294,270,29,0,2,0,3.0,5,74,15,16.9,,PoolBr01
101,Glover Quin,32,DET,FS,16,16,0,42,28,66.7,400,14.3,9.5,3,121.1,10.5,254,146,8,0,1,0,1.0,2,74,7,8.6,,QuinGl99
102,Adrian Amos,25,CHI,FS,16,16,2,54,33,61.1,299,9.1,5.5,2,73.0,9.1,219,80,4,2,0,0,1.0,3,73,8,9.9,,AmosAd00
103,Jonathan Bostic,27,PIT,LILB,16,14,0,40,30,75.0,331,11.0,8.3,2,115.7,5.8,136,195,54,5,1,0,2.5,9,73,2,2.7,,BostJo00
104,Adoree' Jackson,23,TEN,RCB,16,13,2,115,65,56.5,844,13.0,7.3,6,89.9,12.3,588,256,8,0,0,0,0.0,0,73,7,8.8,,JackAd00
105,Calais Campbell,32,JAX,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,9,8,0,10.5,28,72,7,8.9,PB,CampCa99
106,Danielle Hunter,24,MIN,LDE,16,16,0,2,2,100.0,26,13.0,13.0,0,118.7,2.5,5,21,0,20,2,0,14.5,38,72,8,10.0,PBAP-2,HuntDa01
107,Reshad Jones,30,MIA,SS,14,13,3,41,23,56.1,316,13.7,7.7,2,66.7,11.8,224,92,11,1,1,0,0.0,2,72,6,7.7,,JoneRe99
108,Chidobe Awuzie,23,DAL,LCB/RCB,15,14,1,95,54,56.8,770,14.3,8.1,5,96.4,12.0,611,159,1,1,0,0,0.0,1,71,9,11.3,,AwuzCh00
109,Eric Reid,27,CAR,SS,13,13,1,35,20,57.1,358,17.9,10.2,2,99.5,12.1,257,101,16,2,0,0,1.0,3,71,10,12.3,,ReidEr00
110,James Bradberry,25,CAR,LCB,16,16,1,113,50,44.2,802,16.0,7.1,6,82.5,13.6,605,197,3,0,0,0,1.0,1,70,4,5.4,,BradJa00
111,Jackrabbit Jenkins,30,NYG,RCB,16,16,2,101,63,62.4,786,12.5,7.8,6,98.0,11.1,587,199,2,0,0,0,0.0,0,70,15,17.6,,JenkJa03
112,A.J. Klein,27,NOR,RLB,16,15,1,35,22,62.9,247,11.2,7.1,0,72.0,5.8,130,117,53,1,2,0,2.0,5,70,5,6.7,,KleiAJ00
113,Jason McCourty,31,NWE,LCB,16,12,1,99,52,52.5,790,15.2,8.0,5,91.7,11.8,516,274,5,0,0,0,0.0,0,70,4,5.4,,McCoJa99
114,Malcolm Butler,28,TEN,DB,16,11,3,99,63,63.6,840,13.3,8.5,7,101.4,12.1,622,218,4,1,0,0,1.0,2,69,7,9.2,,ButlMa01
115,Christian Jones,27,DET,RLB,16,16,0,30,23,76.7,239,10.4,8.0,3,132.5,4.1,86,153,30,1,3,0,1.0,5,69,4,5.5,,JoneCh05
116,Darqueze Dennard,27,CIN,DB,13,9,0,69,49,71.0,538,11.0,7.8,1,98.6,7.4,319,219,8,1,0,0,0.0,1,68,6,8.1,,DennDa00
117,Marquel Lee,23,OAK,MLB,16,10,0,25,18,72.0,120,6.7,4.8,0,82.1,2.6,11,109,14,2,3,0,0.0,5,68,6,8.1,,LeexMa01
118,Steven Nelson,25,KAN,RCB,16,16,4,115,59,51.3,766,13.0,6.7,5,72.6,13.2,574,192,1,0,0,0,0.0,0,68,13,16.0,,NelsSt01
119,T.J. Watt,24,PIT,LOLB,16,16,0,27,22,81.5,198,9.0,7.3,1,109.6,5.0,70,128,46,18,7,0,13.0,38,68,14,17.1,PB,WattT.00
120,Eric Weddle,33,BAL,FS,16,16,0,39,25,64.1,265,10.6,6.8,1,92.4,10.3,172,93,28,1,2,0,1.0,4,68,7,9.3,PB,WeddEr99
121,DeForest Buckner,24,SFO,RDT,16,16,0,1,1,100.0,6,6.0,6.0,0,91.7,1.0,1,5,0,15,6,0,12.0,34,67,6,8.2,PB,BuckDe00
122,Tre Flowers,23,SEA,RCB,15,15,0,90,57,63.3,805,14.1,8.9,4,106.9,11.9,517,288,1,0,0,0,0.0,0,67,10,13.0,,FlowTr01
123,Byron Jones,26,DAL,RCB/LCB,16,16,0,80,42,52.5,586,14.0,7.3,2,84.7,13.6,452,134,3,0,0,0,0.0,0,67,4,5.6,PBAP-2,JoneBy00
124,Jaire Alexander,21,GNB,LCB,13,11,1,91,59,64.8,818,13.9,9.0,3,100.0,11.0,577,241,11,1,0,0,0.5,2,66,8,10.8,,AlexJa00
125,Prince Amukamara,29,CHI,RCB,15,15,3,89,51,57.3,603,11.8,6.8,3,75.3,11.9,429,174,0,0,0,0,0.0,0,66,3,4.3,,AmukPr00
126,Desmond Trufant,28,ATL,RCB,16,16,0,98,58,59.2,612,10.6,6.2,3,87.6,11.1,429,183,4,3,0,0,1.0,4,66,4,5.7,,TrufDe00
127,Elijah Lee,22,SFO,RLB,16,5,0,38,33,86.8,301,9.1,7.9,0,99.7,5.3,147,154,17,0,1,0,1.0,2,65,4,5.8,,LeexEl00
128,Jalen Ramsey,24,JAX,LCB,16,16,3,113,61,54.0,856,14.0,7.6,3,76.4,13.0,586,270,0,0,0,0,0.0,0,65,5,7.1,PB,RamsJa00
129,Elandon Roberts,24,NWE,RLB,16,11,0,26,19,73.1,229,12.1,8.8,0,99.7,4.9,108,121,22,1,1,0,1.0,3,65,4,5.8,,RobeEl00
130,DeMarcus Lawrence,26,DAL,LDE,16,15,1,1,0,0.0,0,,0.0,0,0.0,0.0,0,0,0,20,10,0,10.5,42,64,10,13.5,PB,LawrDe00
131,Josh Norman,31,WAS,RCB,16,16,3,86,57,66.3,733,12.9,8.5,8,109.3,8.5,396,337,0,0,0,0,0.0,0,64,11,14.7,,NormJo01
132,Joe Haden,29,PIT,LCB,15,15,2,105,53,50.5,581,11.0,5.5,4,72.0,12.0,407,174,1,0,0,0,0.0,0,63,8,11.3,,HadeJo99
133,Jurrell Casey,29,TEN,RDE/NT,15,15,0,0,0,,0,,,0,,,0,0,2,15,5,0,7.0,28,62,5,7.5,PB,CaseJu00
134,Shaquill Griffin,23,SEA,LCB,16,16,2,86,57,66.3,781,13.7,9.1,5,104.8,12.0,539,242,2,0,0,0,0.0,0,62,10,13.9,,GrifSh00
135,Desmond King,24,LAC,DB,16,8,3,87,64,73.6,508,7.9,5.8,2,81.0,4.5,140,368,14,2,1,0,0.0,3,62,10,13.9,AP-1,KingDe01
136,Jonathan Allen,23,WAS,LDE,16,16,0,0,0,,0,,,0,,,0,0,0,8,5,0,8.0,22,61,4,6.2,,AlleJo01
137,Jordan Evans,23,CIN,RLB,14,5,1,25,17,68.0,189,11.1,7.6,3,113.2,5.3,97,92,8,0,0,0,1.5,2,61,3,4.7,,EvanJo01
138,B.J. Goodson,25,NYG,LILB,15,13,2,30,19,63.3,170,8.9,5.7,0,50.7,2.8,54,116,19,1,3,0,0.5,5,61,5,7.6,,GoodB.00
139,Bobby McCain,25,MIA,RCB,14,13,1,72,50,69.4,668,13.4,9.3,7,125.2,8.7,398,270,6,0,0,0,2.0,2,61,11,15.3,,McCaBo01
140,J.J. Watt,29,HOU,LDE,16,16,0,2,1,50.0,1,1.0,0.5,0,56.2,-3.5,-2,3,0,32,11,0,16.0,60,61,8,11.6,PBAP-1AP CPoY-2,WattJ.00
141,Mark Barron,29,LAR,RILB,12,12,0,37,22,59.5,214,9.7,5.8,1,84.7,6.2,65,149,8,0,0,0,1.0,1,60,7,10.4,,BarrMa00
142,Bradley Chubb,22,DEN,LOLB,16,16,0,13,7,53.8,120,17.1,9.2,1,111.1,4.3,37,83,66,15,8,0,12.0,36,60,13,17.8,AP DRoY-3,ChubBr00
143,Duke Riley,24,ATL,LLB,16,10,0,32,20,62.5,188,9.4,5.9,1,89.1,4.1,53,135,4,0,0,0,0.0,0,60,8,11.8,,RileDu00
144,Darian Stewart,30,DEN,SS,14,14,2,35,25,71.4,430,17.2,12.3,2,108.0,8.4,159,271,14,2,0,0,1.0,4,60,9,13.0,,StewDa00
145,Adarius Taylor,28,TAM,MLB,15,10,1,32,25,78.1,271,10.8,8.5,2,109.8,4.5,130,141,26,2,0,0,1.0,3,60,6,9.1,,GlanAd00
146,Alex Anzalone,24,NOR,MLB,16,7,1,32,25,78.1,238,9.5,7.4,0,84.6,5.0,112,126,47,4,3,0,2.0,9,59,5,7.8,,AnzaAl00
147,Aaron Donald,27,LAR,RDT,16,16,0,1,0,0.0,0,,0.0,0,39.6,-2.0,0,0,0,30,19,0,20.5,70,59,6,9.2,PBAP-1AP DPoY-1,DonaAa00
148,Justin Evans,23,TAM,FS,10,10,1,26,21,80.8,259,12.3,10.0,5,131.7,9.6,195,64,2,0,0,0,0.0,0,59,5,7.8,,EvanJu00
149,Lawrence Guy,28,NWE,LDT,16,15,0,1,0,0.0,0,,0.0,0,39.6,-5.0,0,0,0,3,9,0,1.0,13,59,2,3.3,,GuyxLa00
