Rk,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards,-9999
18,Fred Warner,23,SFO,LB,16,16,1,74,49,66.2,454,9.3,6.1,2,86.2,3.7,158,296,35,3,1,2,3.0,7,118,17,12.6,,WarnFr00
19,Landon Collins,25,WAS,S,15,15,0,67,47,70.1,467,9.9,7.0,5,114.5,8.1,253,214,27,1,1,0,1.0,3,117,16,12.0,,CollLa00
20,Tremaine Edmunds,21,BUF,LB,16,16,1,52,34,65.4,266,7.8,5.1,1,76.3,3.8,100,166,64,1,2,1,1.5,5,115,12,9.4,PB,EdmuTr01
21,Shawn Williams,28,CIN,S,16,15,1,51,40,78.4,577,14.4,11.3,2,118.7,9.7,384,193,47,2,2,0,1.0,5,114,20,14.9,,WillSh02
22,Logan Ryan,28,TEN,CB,16,16,4,103,68,66.0,781,11.5,7.6,5,88.7,9.9,480,301,40,3,2,0,4.5,10,113,11,8.9,,RyanLo00
23,Thomas Davis,36,LAC,LB,16,16,0,66,43,65.2,340,7.9,5.2,2,87.9,4.7,112,228,16,0,0,0,1.0,2,112,14,11.1,,DaviTh20
24,Demario Davis,30,NOR,LB,16,16,1,72,49,68.1,313,6.4,4.3,1,75.8,3.8,125,188,104,6,4,1,4.0,15,111,5,4.3,AP-1,DaviDe00
25,Rashaan Evans,24,TEN,LB,16,16,0,45,39,86.7,415,10.6,9.2,1,112.5,5.7,181,234,34,2,2,0,2.5,7,111,17,13.3,,EvanRa01
26,Nick Vigil,26,CIN,LB,16,16,1,56,38,67.9,292,7.7,5.2,0,72.9,3.0,61,231,60,2,3,1,1.0,6,111,21,15.9,,VigiNi00
27,Antoine Bethea,35,NYG,S,16,16,1,40,29,72.5,497,17.1,12.4,7,143.4,11.9,329,168,7,0,0,0,0.0,0,110,11,9.1,,BethAn20
28,Deion Jones,25,ATL,LB,16,16,1,65,38,58.5,427,11.2,6.6,4,92.3,4.4,143,284,36,2,3,1,0.0,5,110,13,10.6,,JoneDe01
29,Eric Kendricks,27,MIN,LB,15,15,0,60,32,53.3,363,11.3,6.1,2,82.8,7.9,205,158,60,4,1,1,0.5,6,110,10,8.3,PBAP-1,KendEr00
30,Devin Bush Jr.,21,PIT,LB,16,15,2,68,46,67.6,435,9.5,6.4,5,97.4,3.9,191,244,37,2,1,0,1.0,4,109,14,11.4,AP DRoY-3,BushDe01
31,Shaq Thompson,25,CAR,LB,14,14,0,79,57,72.2,466,8.2,5.9,2,95.2,3.2,142,324,46,2,2,0,3.0,7,109,11,9.2,,ThomSh01
32,Eric Weddle,34,LAR,S,16,16,0,44,30,68.2,371,12.4,8.4,1,101.6,9.4,191,180,5,1,1,1,0.0,2,108,10,8.5,,WeddEr99
33,Tahir Whitehead,29,LVR,LB,16,16,0,66,52,78.8,688,13.2,10.4,6,140.4,7.2,340,348,25,1,1,0,0.0,2,108,5,4.4,,WhitTa00
34,Jordan Poyer,28,BUF,S,16,16,2,36,25,69.4,358,14.3,9.9,5,117.8,10.8,198,160,37,2,0,0,1.0,3,107,9,7.8,,PoyeJo00
35,Jonathan Bostic,28,WAS,LB,16,16,1,67,51,76.1,479,9.4,7.1,2,99.0,4.4,190,289,41,1,5,0,1.0,7,105,10,8.7,,BostJo00
36,Jayon Brown,24,TEN,LB,14,14,1,67,46,68.7,396,8.6,5.9,0,77.7,3.6,129,267,28,4,0,0,1.0,5,105,6,5.4,,BrowJa06
37,Terrell Edmunds,22,PIT,S,16,16,0,50,36,72.0,514,14.3,10.3,4,131.6,11.5,405,109,19,0,2,1,0.0,2,105,11,9.5,,EdmuTe00
38,Cole Holcomb,23,WAS,LB,16,15,0,43,36,83.7,343,9.5,8.0,2,115.4,3.0,82,261,25,4,1,1,1.0,7,105,12,10.3,,HolcCo00
39,Tracy Walker,24,DET,S,13,12,1,57,37,64.9,535,14.5,9.4,5,117.2,12.5,357,178,3,1,0,1,0.0,1,103,13,11.2,,WalkTr01
40,Benardrick McKinney,27,HOU,LB,14,14,0,39,35,89.7,350,10.0,9.0,5,143.6,3.3,93,257,50,1,2,3,1.0,5,101,6,5.6,,McKiBe00
41,Matt Milano,25,BUF,LB,15,15,0,52,35,67.3,213,6.1,4.1,3,94.5,2.3,63,150,62,3,4,4,1.5,9,101,16,13.7,,MilaMa00
42,Roquan Smith,22,CHI,LB,12,12,1,58,39,67.2,347,8.9,6.0,0,75.9,3.0,85,262,23,2,0,1,2.0,4,101,4,3.8,,SmitRo07
43,Jessie Bates III,22,CIN,S,16,16,3,48,30,62.5,509,17.0,10.6,4,100.1,10.9,283,226,6,0,0,0,0.0,0,100,17,14.5,,BateJe00
44,Taylor Rapp,22,LAR,S,15,10,2,62,38,61.3,373,9.8,6.0,1,70.2,5.6,211,162,22,0,1,0,0.0,1,100,3,2.9,,RappTa00
45,Tavon Wilson,29,DET,S,16,13,0,47,35,74.5,237,6.8,5.0,1,92.2,4.7,119,118,27,1,1,0,1.0,3,98,13,11.7,,WilsTa00
46,Alexander Johnson,28,DEN,LB,15,12,1,42,34,81.0,236,6.9,5.6,0,80.2,1.0,16,220,50,2,2,1,1.5,6,93,8,7.9,,JohnAl01
47,Justin Simmons,26,DEN,S,16,16,4,53,28,52.8,288,10.3,5.4,1,43.6,10.2,179,109,2,1,0,0,0.0,1,93,8,7.9,AP-2,SimmJu00
48,Dre Greenlaw,22,SFO,LB,16,11,1,42,36,85.7,265,7.4,6.3,0,83.0,2.7,51,214,36,2,1,0,1.0,4,92,2,2.1,,GreeDr00
49,Devin White,21,TAM,LB,13,13,1,56,42,75.0,348,8.3,6.2,1,89.0,4.3,145,203,75,0,2,0,2.5,5,91,12,11.7,,WhitDe02
50,Vonn Bell,25,NOR,S,13,13,1,51,35,68.6,425,12.1,8.3,2,98.9,11.9,295,130,31,2,2,1,1.5,6,89,9,9.2,,BellVo00
51,Anthony Hitchens,27,KAN,LB,15,15,0,40,31,77.5,340,11.0,8.5,1,110.4,3.4,96,244,37,1,1,0,2.0,5,88,12,12.0,,HitcAn00
52,Sean Lee,33,DAL,LB,16,13,1,47,38,80.9,254,6.7,5.4,2,94.5,4.1,69,185,25,0,0,0,1.0,1,86,14,14.0,,LeexSe99
53,Ricardo Allen,28,ATL,S,16,16,2,52,36,69.2,372,10.3,7.2,5,105.6,7.6,202,170,9,1,0,0,0.0,1,85,8,8.6,,AlleRi00
54,Harrison Smith,30,MIN,S,15,15,3,33,21,63.6,194,9.2,5.9,0,41.7,8.4,115,79,30,0,0,1,1.0,1,85,10,10.5,PB,SmitHa00
55,Adrian Amos,26,GNB,S,16,16,2,51,36,70.6,421,11.7,8.3,1,85.5,9.6,273,148,24,1,1,0,1.0,3,84,5,5.6,,AmosAd00
56,Kevin Byard,26,TEN,S,16,16,5,47,27,57.4,422,15.6,9.0,3,69.1,11.8,308,114,10,0,0,0,0.0,0,84,2,2.3,,ByarKe01
57,Kenny Vaccaro,28,TEN,S,16,16,1,53,38,71.7,453,11.9,8.5,4,114.7,9.3,272,181,43,2,1,1,1.0,4,84,4,4.5,,VaccKe00
58,Cameron Heyward,30,PIT,DT,16,16,0,4,2,50.0,17,8.5,4.3,0,61.5,-3.0,-8,25,0,11,12,4,9.0,33,83,6,6.7,PBAP-1,HeywCa01
59,Mark Barron,30,PIT,LB,15,9,1,71,52,73.2,502,9.7,7.1,2,96.1,3.8,181,321,39,1,0,0,3.0,5,82,5,5.7,,BarrMa00
60,Tre Flowers,24,SEA,CB,15,15,3,101,61,60.4,708,11.6,7.0,1,72.5,9.2,421,287,7,0,0,0,2.0,2,82,15,15.5,,FlowTr01
61,Kyle Fuller,27,CHI,CB,16,16,3,106,75,70.8,942,12.6,8.9,5,102.0,10.0,687,255,0,0,0,0,0.0,0,82,12,12.8,PB,FullKy00
62,David Mayo,26,NYG,LB,16,13,0,29,19,65.5,181,9.5,6.2,0,82.7,2.4,38,143,31,1,0,0,2.0,4,82,10,10.9,,MayoDa00
63,Mack Wilson,21,CLE,LB,16,14,1,69,49,71.0,471,9.6,6.8,2,93.3,5.0,146,325,84,3,1,2,1.0,5,82,13,13.7,,WilsMa03
64,Jamie Collins,30,NWE,LB,16,15,3,33,24,72.7,168,7.0,5.1,0,46.0,1.4,20,148,90,6,2,2,7.0,16,81,12,12.9,,CollJa00
65,Malcolm Jenkins,32,PHI,S,16,16,0,56,35,62.5,354,10.1,6.3,0,80.5,7.2,194,160,75,3,5,0,2.5,12,81,6,6.9,,JenkMa99
66,Eric Rowe,27,MIA,S,16,15,1,71,41,57.7,465,11.3,6.5,2,81.0,10.8,288,177,14,1,0,1,0.0,1,81,6,6.9,,RoweEr00
67,Damien Wilson,26,KAN,LB,16,16,0,50,35,70.0,255,7.3,5.1,2,95.0,3.0,69,186,49,1,2,1,1.5,5,81,6,6.9,,WilsDa02
68,James Burgess,25,NYJ,LB,10,10,1,65,44,67.7,467,10.6,7.2,3,97.4,3.7,175,292,48,2,0,1,0.5,3,80,9,10.1,,BurgJa01
69,Alec Ogletree,28,NYG,LB,13,13,1,53,44,83.0,373,8.5,7.0,3,107.0,3.6,116,257,67,2,2,1,1.0,5,80,15,15.8,,OgleAl00
70,Chidobe Awuzie,24,DAL,CB,16,16,1,97,58,59.8,726,12.5,7.5,3,89.1,12.0,510,216,1,0,1,0,0.0,1,79,11,12.2,,AwuzCh00
71,Anthony Barr,27,MIN,LB,14,14,1,55,40,72.7,372,9.3,6.8,3,101.5,2.3,86,286,87,4,4,1,1.5,10,79,2,2.5,,BarrAn00
72,Jarrod Wilson,25,JAX,S,16,16,2,41,28,68.3,417,14.9,10.2,2,97.3,9.1,240,177,30,0,2,0,0.0,2,79,7,8.1,,WilsJa00
73,Ha Ha Clinton-Dix,27,CHI,S,16,16,2,44,26,59.1,285,11.0,6.5,1,67.0,7.6,189,96,14,1,0,0,0.0,1,78,9,10.3,,ClinHa00
74,Nathan Gerry,24,PHI,LB,16,12,2,43,29,67.4,243,8.4,5.7,1,70.2,2.4,56,187,37,0,2,0,2.5,5,78,14,15.2,,GerrNa00
75,Byron Murphy,21,ARI,CB,16,16,1,112,78,69.6,754,9.7,6.7,9,111.2,8.7,524,230,12,0,0,2,0.0,0,78,9,10.3,,MurpBy00
76,Justin Reid,22,HOU,S,15,15,2,48,30,62.5,327,10.9,6.8,5,99.9,9.0,172,155,19,0,1,0,0.0,1,78,9,10.3,,ReidJu00
77,Xavier Woods,24,DAL,S,15,15,2,33,24,72.7,250,10.4,7.6,1,79.1,6.4,140,110,0,0,0,0,0.0,0,77,8,9.4,,WoodXa00
78,Sam Hubbard,24,CIN,DE,15,15,0,7,5,71.4,41,8.2,5.9,0,86.0,3.0,7,34,3,7,3,1,8.5,19,76,5,6.2,,HubbSa00
79,Nick Kwiatkoski,26,CHI,LB,16,8,1,37,22,59.5,148,6.7,4.0,1,66.0,4.2,67,81,22,3,0,0,3.0,6,76,10,11.6,,KwiaNi00
80,Rodney McLeod,29,PHI,S,16,16,2,32,20,62.5,251,12.6,7.8,2,81.6,9.0,173,78,25,5,0,0,1.0,6,76,13,14.6,,McLeRo00
81,Jabrill Peppers,24,NYG,S,11,11,1,36,23,63.9,268,11.7,7.4,1,84.0,7.3,155,113,27,3,2,1,0.0,6,76,11,12.6,,PeppJa00
82,Germaine Pratt,23,CIN,LB,16,9,0,23,18,78.3,215,11.9,9.3,1,120.1,4.5,84,131,28,2,0,0,0.0,2,76,7,8.4,,PratGe00
83,Haason Reddick,25,ARI,LB,16,5,0,56,42,75.0,345,8.2,6.2,6,126.0,4.9,124,221,90,3,3,2,1.0,7,76,11,12.6,,ReddHa00
84,Levi Wallace,24,BUF,CB,16,16,2,105,69,65.7,682,9.9,6.5,3,85.5,8.7,460,222,3,0,0,0,0.0,0,76,12,13.6,,WallLe00
85,Jamal Adams,24,NYJ,S,14,14,1,38,21,55.3,187,8.9,4.9,2,75.2,6.6,129,58,90,3,6,1,6.5,16,75,4,5.1,PBAP-1,AdamJa00
86,Davon Godchaux,25,MIA,DT,16,16,0,2,2,100.0,22,11.0,11.0,0,112.5,-1.0,-2,24,1,1,4,1,2.0,8,75,7,8.5,,GodcDa00
87,Neville Hewitt,26,NYJ,LB,12,12,2,51,26,51.0,276,10.6,5.4,4,76.9,7.0,155,121,52,0,5,1,3.0,8,75,12,13.8,,HewiNe00
88,Tyrann Mathieu,27,KAN,S,16,16,4,80,45,56.3,409,9.1,5.1,2,57.8,8.1,200,209,43,1,0,1,2.0,3,75,14,15.7,AP-1,MathTy00
89,Drue Tranquill,24,LAC,LB,15,3,0,37,30,81.1,298,9.9,8.1,1,109.2,5.7,163,135,10,0,0,0,0.0,0,75,8,9.6,,TranDr00
90,Erik Harris,29,LVR,S,16,14,3,40,24,60.0,349,14.5,8.7,4,90.5,14.4,229,120,13,0,0,0,0.0,0,74,7,8.6,,HarrEr00
91,Damontae Kazee,26,ATL,S,16,14,3,43,28,65.1,323,11.5,7.5,1,66.3,8.2,159,164,10,0,0,0,0.0,0,74,11,12.9,,KazeDa00
92,Charvarius Ward,23,KAN,CB,16,16,2,89,42,47.2,629,15.0,7.1,1,65.2,12.5,430,199,3,1,0,0,0.0,1,74,5,6.3,,WardCh01
93,Chuck Clark,24,BAL,S,16,12,1,35,22,62.9,193,8.8,5.5,1,75.1,5.6,106,87,97,5,1,3,1.0,7,73,7,8.8,,ClarCh00
94,Nicholas Morrow,24,LVR,LB,16,8,1,57,41,71.9,420,10.2,7.4,2,97.1,4.2,146,274,33,2,4,0,0.0,6,73,10,12.0,,MorrNi00
95,Markus Golden,28,NYG,LB,16,16,0,2,1,50.0,6,6.0,3.0,0,56.2,0.0,4,2,93,16,14,0,10.0,44,72,6,7.7,,GoldMa00
96,Micah Hyde,28,BUF,S,16,16,1,32,21,65.6,260,12.4,8.1,0,77.6,8.0,166,94,11,2,1,0,0.0,3,72,11,13.3,,HydeMi00
97,Raekwon McMillan,23,MIA,LB,13,12,0,12,10,83.3,104,10.4,8.7,0,102.8,3.8,29,75,24,0,2,0,0.0,2,72,9,11.1,,McMiRa02
98,Leighton Vander Esch,22,DAL,LB,9,9,0,47,37,78.7,351,9.5,7.5,2,112.0,4.9,87,264,19,0,1,0,0.5,2,72,13,15.3,,VandLe00
99,Ronnie Harrison,22,JAX,S,14,14,2,38,21,55.3,308,14.7,8.1,1,68.7,8.8,155,153,30,1,0,0,2.0,3,71,8,10.1,,HarrRo02
100,Dont'a Hightower,29,NWE,LB,15,15,0,29,20,69.0,195,9.8,6.7,2,110.6,3.0,59,136,78,6,6,1,5.5,19,71,3,4.1,PB,HighDo01
101,Kareem Jackson,31,DEN,S,13,13,2,44,27,61.4,278,10.3,6.3,2,75.8,8.4,179,99,3,1,0,0,0.0,1,71,9,11.3,,JackKa99
102,Mychal Kendricks,29,SEA,LB,14,14,1,42,36,85.7,320,8.9,7.6,2,104.4,3.4,84,236,59,2,0,2,3.0,5,71,19,21.1,,KendMy00
103,Khari Willis,23,IND,S,14,9,0,37,31,83.8,269,8.7,7.3,3,124.0,5.4,110,159,23,1,1,0,0.0,2,71,8,10.1,,WillKh00
104,Danielle Hunter,25,MIN,DE,16,16,0,2,1,50.0,30,30.0,15.0,0,95.8,0.0,-3,33,0,17,4,1,14.5,36,70,2,2.8,PBAP DPoY-5,HuntDa01
105,Bradley McDougald,29,SEA,S,15,14,2,57,31,54.4,356,11.5,6.2,0,58.8,11.7,267,89,21,2,1,1,0.5,4,70,12,14.6,,McDoBr01
106,Danny Trevathan,29,CHI,LB,9,9,0,32,28,87.5,280,10.0,8.8,1,113.5,2.6,61,219,34,1,3,1,1.0,5,70,3,4.1,,TrevDa00
107,Grady Jarrett,26,ATL,DT,16,16,0,1,0,0.0,0,,0.0,0,39.6,-4.0,0,0,0,10,8,0,7.5,26,69,8,10.4,PBAP-2,JarrGr00
108,A.J. Klein,28,NOR,LB,15,15,1,52,36,69.2,376,10.4,7.2,4,107.5,5.3,184,192,53,2,2,1,2.5,7,69,7,9.2,,KleiAJ00
109,Jordan Whitehead,22,TAM,S,14,14,1,42,24,57.1,373,15.5,8.9,2,92.7,11.8,234,139,58,3,1,3,0.0,4,69,11,13.8,,WhitJo03
110,Minkah Fitzpatrick,23,2TM,CB,16,16,5,32,20,62.5,298,14.9,9.3,4,93.0,13.8,195,103,7,0,1,0,0.0,1,69,9,11.5,PBAP-1,FitzMi00
110,Minkah Fitzpatrick,23,MIA,CB,2,2,0,7,7,100.0,135,19.3,19.3,3,158.3,9.7,68,67,0,0,0,0,0.0,0,12,2,14.3,,FitzMi00
110,Minkah Fitzpatrick,23,PIT,S,14,14,5,25,13,52.0,163,12.5,6.5,1,46.3,14.9,127,36,7,0,1,0,0.0,1,57,7,10.9,,FitzMi00
111,Jonathan Allen,24,WAS,DE,15,15,0,2,1,50.0,4,4.0,2.0,0,56.2,-1.5,-2,6,0,12,2,1,6.0,21,68,4,5.6,,AlleJo01
112,Tre Boston,27,CAR,S,16,16,3,36,22,61.1,329,15.0,9.1,2,74.9,15.2,269,60,2,0,1,0,0.0,1,68,13,16.0,,BostTr00
113,Bud Dupree,26,PIT,LB,16,16,0,8,7,87.5,67,9.6,8.4,0,101.6,-0.4,-9,76,98,11,5,2,11.5,28,68,12,15.0,,DuprAl00
114,Harold Landry,23,TEN,LB,16,16,1,13,10,76.9,102,10.2,7.8,2,106.4,4.8,47,55,86,18,5,0,9.0,32,68,14,17.1,,LandHa00
115,Rashaan Melvin,30,DET,CB,13,12,0,92,58,63.0,773,13.3,8.4,4,104.1,12.7,590,183,4,0,0,3,0.0,0,68,1,1.4,,MelvRa00
116,Denzel Perryman,27,LAC,LB,14,10,1,27,19,70.4,171,9.0,6.3,0,71.7,5.0,97,74,3,0,0,0,0.0,0,68,11,13.9,,PerrDe00
117,Joey Bosa,24,LAC,DE,16,16,0,1,1,100.0,13,13.0,13.0,0,118.7,-3.0,-3,16,0,25,16,0,11.5,54,67,9,11.8,PB,BosaJo00
118,Myles Jack,24,JAX,LB,11,11,1,41,29,70.7,386,13.3,9.4,4,122.6,4.7,132,254,22,0,1,1,0.5,2,66,12,15.4,,JackMy00
119,Kevin King,24,GNB,CB,15,14,5,85,50,58.8,864,17.3,10.2,4,84.6,12.6,594,270,1,0,0,0,1.0,1,66,14,17.5,,KingKe01
120,A.J. Bouye,28,JAX,CB,14,14,1,92,60,65.2,855,14.3,9.3,3,101.5,11.2,483,372,0,0,0,0,0.0,0,65,5,7.1,,BouyA.00
121,James Bradberry,26,CAR,CB,15,15,3,97,58,59.8,644,11.1,6.6,1,70.1,12.1,477,167,2,0,0,0,1.0,1,65,9,12.2,,BradJa00
122,Shaquill Griffin,24,SEA,CB,14,14,0,77,44,57.1,559,12.7,7.3,4,97.3,11.2,411,148,2,0,0,0,0.0,0,65,10,13.3,PB,GrifSh00
123,Joe Haden,30,PIT,CB,16,16,5,82,44,53.7,487,11.1,5.9,5,66.5,11.7,349,138,1,0,1,0,0.0,1,65,10,13.3,PB,HadeJo99
124,Mike Hilton,25,PIT,CB,16,8,1,55,30,54.5,352,11.7,6.4,3,84.8,8.4,229,123,54,2,3,1,1.5,7,65,4,5.8,,HiltMi01
125,Marlon Humphrey,23,BAL,CB,16,15,3,88,51,58.0,440,8.6,5.0,3,68.4,9.4,284,156,37,2,1,0,0.0,3,65,13,16.7,PBAP-1,HumpMa00
126,Marcus Maye,26,NYJ,S,16,16,1,32,16,50.0,321,20.1,10.0,3,103.8,15.7,230,91,5,0,0,1,0.0,0,65,6,8.5,,MayeMa00
127,Bobby Okereke,23,IND,LB,16,8,0,35,26,74.3,200,7.7,5.7,1,97.3,6.5,100,100,14,1,0,0,1.0,2,65,2,3.0,,OkerBo00
128,Joe Walker,27,ARI,LB,16,11,0,33,24,72.7,234,9.8,7.1,1,102.3,4.7,67,167,31,1,1,0,0.0,2,65,11,14.5,,WalkJo01
129,Jimmie Ward,28,SFO,S,13,13,0,31,18,58.1,172,9.6,5.5,3,105.8,7.7,107,65,2,0,0,0,1.0,1,65,3,4.4,,WardJi01
130,Matthew Ioannidis,25,WAS,DE,16,15,0,0,0,,0,,,0,,,0,0,0,18,8,1,8.5,35,64,3,4.5,,IoanMa01
131,Patrick Onwuasor,27,BAL,LB,14,6,0,34,30,88.2,424,14.1,12.5,0,118.6,5.2,141,283,63,3,3,0,3.0,9,64,6,8.6,,OnwuPa00
132,Michael Brockers,29,LAR,DE,16,16,0,2,0,0.0,0,,0.0,0,39.6,-2.5,0,0,0,8,5,1,3.0,17,63,3,4.5,,BrocMi00
133,Jarrad Davis,25,DET,LB,11,11,0,37,29,78.4,363,12.5,9.8,1,116.6,7.0,186,177,32,6,3,0,2.0,11,63,10,13.7,,DaviJa01
134,Carlos Dunlap,30,CIN,DE,14,14,0,4,4,100.0,47,11.8,11.8,0,115.6,2.8,11,36,4,10,12,7,9.0,32,63,2,3.1,,DunlCa99
135,Jeff Heath,28,DAL,S,13,13,0,52,33,63.5,329,10.0,6.3,2,94.2,6.7,136,193,22,1,2,0,0.0,3,63,3,4.5,,HeatJe00
136,Xavier Rhodes,29,MIN,CB,15,15,0,81,66,81.5,791,12.0,9.8,4,123.8,9.4,542,249,0,1,0,0,0.0,1,63,6,8.7,PB,RhodXa00
137,Darryl Roberts,29,NYJ,CB,13,10,1,84,54,64.3,593,11.0,7.1,6,103.9,9.0,441,152,7,1,1,1,0.0,2,63,4,6.0,,RobeDa00
138,DeForest Buckner,25,SFO,DT,16,16,0,1,1,100.0,-5,-5.0,-5.0,0,79.2,-6.0,-6,1,0,7,5,3,7.5,20,62,3,4.6,AP-2,BuckDe00
139,Kenny Clark,24,GNB,DT,16,16,0,2,1,50.0,9,9.0,4.5,0,62.5,-2.0,-3,12,0,8,0,1,6.0,15,62,8,11.4,PB,ClarKe01
140,Ross Cockrell,28,CAR,CB,14,11,2,67,37,55.2,450,12.2,6.7,1,68.6,10.4,255,195,6,0,0,0,0.0,0,62,12,16.2,,CockRo00
141,Isaiah Oliver,23,ATL,CB,16,16,0,98,65,66.3,908,14.0,9.3,5,113.0,10.4,527,381,1,0,1,4,0.0,1,62,7,10.1,,OlivIs00
142,Foyesade Oluokun,24,ATL,LB,16,3,0,24,22,91.7,202,9.2,8.4,0,101.7,4.8,104,98,12,0,0,0,0.0,0,62,4,6.1,,OluoFo00
143,Sheldon Richardson,29,CLE,DT,16,15,0,2,2,100.0,19,9.5,9.5,0,106.2,-8.0,-16,35,2,5,3,4,3.0,11,62,12,16.2,,RichSh00
144,Eric Wilson,25,MIN,LB,16,6,0,25,18,72.0,132,7.3,5.3,1,97.4,2.6,39,93,15,0,2,0,3.0,5,62,2,3.1,,WilsEr00
145,Rock Ya-Sin,23,IND,CB,15,13,1,66,46,69.7,637,13.8,9.7,3,109.2,12.2,489,148,3,0,0,0,0.0,0,62,4,6.1,,Ya-SRo00
146,Deandre Baker,22,NYG,CB,16,15,0,88,54,61.4,850,15.7,9.7,6,116.2,12.4,587,263,0,0,0,0,0.0,0,61,6,9.0,,BakeDe00
147,Nigel Bradham,30,PHI,LB,12,12,1,35,27,77.1,238,8.8,6.8,0,82.8,7.5,149,89,48,2,1,2,0.0,3,61,8,11.6,,BradNi00
148,Lawrence Guy,29,NWE,DE,16,16,1,0,0,,0,,,0,,,0,0,0,3,1,0,3.0,7,61,1,1.6,,GuyxLa00
149,Kenny Moore,24,IND,CB,11,11,2,60,42,70.0,356,8.5,5.9,1,76.8,6.6,220,136,30,2,1,0,2.5,6,61,5,7.6,,MoorKe03
150,Steven Nelson,26,PIT,CB,15,15,1,74,37,50.0,491,13.3,6.6,0,65.8,13.1,393,98,1,0,0,1,0.0,0,61,6,9.0,,NelsSt01
151,Montae Nicholson,24,WAS,S,13,13,2,31,21,67.7,253,12.0,8.2,6,105.2,11.8,201,52,3,0,0,0,0.0,0,61,10,14.1,,NichMo00
152,Donald Payne,25,JAX,LB,9,5,0,26,22,84.6,319,14.5,12.3,2,143.4,4.1,87,232,13,0,0,0,1.0,1,61,6,9.0,,PaynDo00
153,Damarious Randall,27,CLE,S,11,11,0,42,24,57.1,310,12.9,7.4,8,120.0,12.9,233,77,19,0,0,0,2.5,3,61,5,7.6,,RandDa00
154,Danny Shelton,26,NWE,DT,16,14,0,0,0,,0,,,0,,,0,0,0,3,3,0,3.0,9,61,3,4.7,,ShelDa01
