Rk,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards,-9999
20,Jalen Thompson,23,ARI,S,17,12,3,61,41,67.2,502,12.2,8.2,5,99.2,10.1,356,146,5,0,2,0,0.0,2,121,7,5.5,,ThomJa04
21,Derwin James,25,LAC,S,15,15,2,60,34,56.7,327,9.6,5.5,1,63.7,7.5,163,164,21,2,4,0,2.0,9,118,9,7.1,PBAP CPoY-3,JameDe00
22,Logan Ryan,30,NYG,S,15,15,0,52,35,67.3,442,12.6,8.5,2,106.4,9.5,316,126,31,4,1,1,1.0,6,117,8,6.4,,RyanLo00
23,Johnathan Abram,25,LVR,S,14,14,1,72,57,79.2,483,8.5,6.7,5,112.0,6.1,251,232,23,2,3,0,0.0,5,116,14,10.8,,AbraJo01
24,Jordan Hicks,29,ARI,LB,17,17,0,62,45,72.6,414,9.2,6.7,3,106.5,3.5,123,291,49,3,1,0,4.0,8,116,9,7.2,,HickJo00
25,Harrison Smith,32,MIN,S,15,15,1,40,29,72.5,368,12.7,9.2,1,98.7,12.0,283,85,40,1,2,0,3.0,6,114,7,5.8,PB,SmitHa00
26,Jordan Fuller,23,LAR,S,16,16,1,63,42,66.7,567,13.5,9.0,2,99.1,11.2,351,216,2,0,0,0,0.0,0,113,9,7.4,,FullJo01
27,Anthony Walker,26,CLE,LB,13,12,0,40,33,82.5,277,8.4,6.9,0,95.5,2.3,46,231,15,3,0,0,1.0,4,113,7,5.8,,WalkAn01
28,Nick Bolton,21,KAN,LB,16,12,0,45,36,80.0,429,11.9,9.5,1,113.8,4.3,145,284,35,5,3,1,0.0,8,112,4,3.4,,BoltNi00
29,Joe Schobert,28,PIT,LB,16,15,1,48,34,70.8,353,10.4,7.4,1,90.0,5.3,172,181,24,1,1,0,0.0,2,112,9,7.4,,SchoJo00
30,Quincy Williams,25,NYJ,LB,16,13,0,51,34,66.7,273,8.0,5.4,0,79.9,3.1,22,251,37,0,2,0,2.0,4,110,12,9.8,,WillQu01
31,Ja'Whaun Bentley,25,NWE,LB,16,16,0,43,29,67.4,299,10.3,7.0,0,87.3,6.3,125,174,32,3,5,0,1.0,9,109,8,6.8,,BentJa00
32,Tremaine Edmunds,23,BUF,LB,15,15,1,59,46,78.0,498,10.8,8.4,2,106.1,4.7,169,329,54,6,1,3,0.0,7,108,10,8.5,,EdmuTr01
33,Kamu Grugier-Hill,27,HOU,LB,14,14,1,47,37,78.7,307,8.3,6.5,2,99.2,4.4,150,157,31,2,2,0,3.0,7,108,10,8.5,,GrugKa00
34,Myles Jack,26,JAX,LB,15,15,0,60,47,78.3,439,9.3,7.3,2,108.3,5.4,174,265,53,3,1,0,0.0,4,108,4,3.6,,JackMy00
35,Tracy Walker,26,DET,S,15,15,1,48,30,62.5,440,14.7,9.2,2,97.6,13.5,307,133,10,0,0,0,1.0,1,108,11,9.2,,WalkTr01
36,Xavier Woods,26,MIN,S,17,17,3,50,30,60.0,525,17.5,10.5,6,110.4,13.7,346,179,8,0,0,0,1.0,1,108,7,6.1,,WoodXa00
37,Jeremy Chinn,23,CAR,S,16,16,1,51,33,64.7,303,9.2,5.9,5,105.3,6.3,141,162,46,4,4,0,1.0,9,107,12,10.1,,ChinJe00
38,Damien Wilson,28,JAX,LB,17,17,1,46,32,69.6,338,10.6,7.3,1,88.9,7.3,199,139,43,2,2,0,3.0,7,106,13,10.9,,WilsDa02
39,Demario Davis,32,NOR,LB,16,16,0,59,40,67.8,334,8.4,5.7,0,82.2,5.6,155,179,51,1,6,0,3.0,10,105,9,7.9,AP-2,DaviDe00
40,Isaiah Simmons,23,ARI,LB,17,17,1,71,49,69.0,473,9.7,6.7,2,90.9,5.8,204,269,59,2,2,2,1.5,6,105,11,9.5,,SimmIs00
41,Shaq Thompson,27,CAR,LB,14,13,2,56,39,69.6,306,7.8,5.5,0,68.0,3.6,127,179,45,0,4,0,2.0,6,104,14,11.9,,ThomSh01
42,Azeez Al-Shaair,24,SFO,LB,13,13,1,66,53,80.3,409,7.7,6.2,3,101.3,1.5,62,347,25,2,0,0,2.0,5,102,12,10.5,,AlShAz00
43,Kenny Moore,26,IND,CB,17,16,4,121,81,66.9,763,9.4,6.3,6,86.9,7.1,378,385,19,0,0,0,1.0,1,102,13,11.3,PB,MoorKe03
44,Jayron Kearse,27,DAL,S,16,15,2,65,40,61.5,416,10.4,6.4,2,77.5,6.8,179,237,24,2,5,0,1.0,8,101,4,3.8,,KearJa00
45,Logan Wilson,25,CIN,LB,13,13,4,55,47,85.5,465,9.9,8.5,3,89.8,3.9,163,302,24,2,1,0,1.0,4,100,13,11.5,,WilsLo00
46,Nasir Adderley,24,LAC,S,15,15,0,49,30,61.2,398,13.3,8.1,6,126.5,11.3,249,149,3,0,1,0,0.5,2,99,16,13.9,,AddeNa00
47,Kamren Curl,22,WAS,S,16,14,0,59,35,59.3,347,9.9,5.9,3,93.0,8.3,230,117,22,1,1,1,1.0,3,99,6,5.7,,CurlKa00
48,Budda Baker,25,ARI,S,17,17,3,32,22,68.8,248,11.3,7.8,2,73.4,10.8,175,73,35,3,1,1,2.0,6,98,12,10.9,PBAP-2,BakeBu00
49,Cory Littleton,28,LVR,LB,17,13,0,56,41,73.2,350,8.5,6.3,1,95.1,4.4,100,250,9,1,1,0,0.5,3,98,8,7.5,,LittCo01
50,Patrick Queen,22,BAL,LB,17,17,0,52,43,82.7,451,10.5,8.7,2,115.6,3.8,112,339,46,2,1,0,2.0,5,98,14,12.5,,QueePa00
51,Vonn Bell,27,CIN,S,16,16,1,57,43,75.4,525,12.2,9.2,3,113.6,8.9,280,245,24,5,0,1,0.5,6,97,10,9.3,,BellVo00
52,Lavonte David,31,TAM,LB,12,12,0,67,54,80.6,401,7.4,6.0,3,106.5,2.7,109,292,41,1,2,1,2.0,5,97,9,8.5,,DaviLa00
53,Quandre Diggs,28,SEA,S,17,17,5,44,29,65.9,406,14.0,9.2,1,63.4,14.0,290,116,2,0,0,0,0.0,0,94,11,10.5,PB,DiggQu00
54,Taylor Rapp,24,LAR,S,17,17,4,58,43,74.1,565,13.1,9.7,4,98.7,8.5,312,253,17,0,1,0,1.5,3,94,11,10.5,,RappTa00
55,Adrian Amos,28,GNB,S,17,17,2,63,39,61.9,442,11.3,7.0,6,101.4,9.7,259,183,7,0,0,0,0.0,0,93,8,7.9,,AmosAd00
56,Will Harris,26,DET,S,17,17,0,79,58,73.4,732,12.6,9.3,5,123.0,10.1,476,256,16,0,0,0,0.5,1,93,5,5.1,,HarrWi02
57,Desmond King,27,HOU,CB,16,12,3,100,66,66.0,752,11.4,7.5,5,92.6,8.5,447,305,6,0,0,0,0.0,0,93,9,8.8,,KingDe01
58,Christian Kirksey,29,HOU,LB,13,12,1,40,28,70.0,373,13.3,9.3,1,97.2,9.2,208,165,24,0,2,0,0.0,2,93,8,7.9,,KirkCh00
59,Xavier McKinney,23,NYG,S,17,16,5,56,38,67.9,443,11.7,7.9,3,72.2,9.6,252,191,3,1,0,0,0.0,1,93,10,9.7,,McKiXa00
60,Jordan Poyer,30,BUF,S,16,16,5,40,22,55.0,245,11.1,6.1,1,42.2,11.0,144,101,27,5,0,0,3.0,8,93,12,11.4,AP-1,PoyeJo00
61,Zach Cunningham,27,2TM,LB,14,11,0,51,42,82.4,341,8.1,6.7,2,107.6,4.0,146,195,27,0,1,0,0.0,1,93,16,14.7,,CunnZa00
61,Zach Cunningham,27,HOU,LB,10,7,0,37,31,83.8,268,8.6,7.2,1,105.9,5.0,118,150,23,0,1,0,0.0,1,67,13,16.3,,CunnZa00
61,Zach Cunningham,27,TEN,LB,4,4,0,14,11,78.6,73,6.6,5.2,1,112.2,1.5,28,45,4,0,0,0,0.0,0,26,3,10.3,,CunnZa00
62,Jerome Baker,25,MIA,LB,16,16,1,69,48,69.6,405,8.4,5.9,2,88.1,4.8,156,249,91,3,9,1,5.5,18,92,7,7.1,,BakeJe00
63,Kyle Dugger,25,NWE,CB,15,13,4,50,32,64.0,295,9.2,5.9,3,66.7,7.6,177,118,11,0,2,0,0.0,2,92,9,8.9,,DuggKy00
64,Adrian Phillips,29,NWE,S,17,13,4,57,34,59.6,310,9.1,5.4,4,68.6,6.2,163,147,16,2,1,0,0.0,3,92,7,7.1,,PhilAd00
65,Germaine Pratt,25,CIN,LB,15,15,1,48,37,77.1,344,9.3,7.2,2,101.4,2.8,99,245,34,1,1,0,0.5,3,91,8,8.1,,PratGe00
66,Troy Reeder,27,LAR,LB,17,10,2,57,46,80.7,387,8.4,6.8,3,97.9,2.9,123,264,18,1,2,1,2.0,5,91,15,14.2,,ReedTr01
67,Terrell Edmunds,24,PIT,S,17,17,2,53,30,56.6,224,7.5,4.2,2,63.7,5.8,111,113,10,2,0,0,1.0,3,89,10,10.1,,EdmuTe00
68,Cameron Heyward,32,PIT,DT,17,17,1,3,1,33.3,7,7.0,2.3,0,2.8,-4.0,-4,11,0,15,6,8,10.0,32,89,5,5.3,PBAP-1,HeywCa01
69,Christian Wilkins,26,MIA,DE,17,17,0,1,1,100.0,19,19.0,19.0,0,118.7,3.0,3,16,0,5,7,3,4.5,17,89,5,5.3,,WilkCh00
70,Jessie Bates III,24,CIN,S,15,15,1,45,36,80.0,538,14.9,12.0,2,122.0,12.0,417,121,10,2,0,0,0.0,2,88,7,7.4,,BateJe00
71,Kevin Byard,28,TEN,S,17,17,5,58,30,51.7,428,14.3,7.4,5,68.7,10.2,258,170,19,1,2,0,1.0,4,88,2,2.2,PBAP-1,ByarKe01
72,Jermaine Carter Jr.,26,CAR,LB,17,17,0,38,29,76.3,272,9.4,7.2,1,104.3,4.1,94,178,37,3,3,0,0.0,6,88,15,14.6,,CartJe00
73,Kareem Jackson,33,DEN,S,15,15,1,36,28,77.8,343,12.3,9.5,2,113.3,9.6,203,140,1,0,0,0,1.0,1,88,11,11.1,,JackKa99
74,Antoine Winfield Jr.,23,TAM,S,13,13,2,45,33,73.3,358,10.8,8.0,2,92.6,10.6,233,125,21,2,1,0,2.0,5,88,12,12.0,PB,WinfAn00
75,Andrew Wingard,25,JAX,S,15,15,1,29,21,72.4,213,10.1,7.3,4,118.2,7.7,110,103,13,1,0,0,1.0,2,88,17,16.2,,WingAn01
76,Jamal Adams,26,SEA,S,12,12,2,51,30,58.8,403,13.4,7.9,4,93.8,8.2,176,227,44,5,1,1,0.0,6,87,7,7.4,,AdamJa00
77,Alec Ogletree,30,CHI,LB,16,16,0,34,26,76.5,248,9.5,7.3,1,106.0,6.6,94,154,19,1,2,0,0.0,3,87,10,10.3,,OgleAl00
78,Matt Milano,27,BUF,LB,16,16,0,58,32,55.2,252,7.9,4.3,1,71.9,4.3,93,159,58,4,3,0,3.0,10,86,11,11.3,,MilaMa00
79,Tavierre Thomas,25,HOU,CB,17,8,2,42,26,61.9,217,8.3,5.2,1,63.3,5.7,115,102,29,1,1,0,0.0,2,86,5,5.5,,ThomTa01
80,Nick Vigil,28,MIN,LB,16,12,1,49,41,83.7,369,9.0,7.5,0,89.5,3.3,131,238,25,5,1,0,1.0,7,85,7,7.6,,VigiNi00
81,Aaron Donald,30,LAR,DT,17,17,0,1,1,100.0,-4,-4.0,-4.0,0,79.2,-6.0,-6,2,0,16,10,3,12.5,41,84,6,6.7,PBAP-1AP DPoY-3,DonaAa00
82,Micah Parsons,22,DAL,LB,16,16,0,36,22,61.1,160,7.3,4.4,0,71.5,3.1,37,123,114,16,17,1,13.0,47,84,10,10.6,PBAP-1AP DPoY-2AP DRoY-1,ParsMi00
83,Elandon Roberts,27,MIA,LB,17,15,1,21,13,61.9,128,9.8,6.1,2,91.0,5.8,38,90,15,3,1,0,1.0,5,83,14,14.4,,RobeEl00
84,Jalen Reeves-Maybin,26,DET,LB,15,11,0,38,26,68.4,187,7.2,4.9,2,97.1,2.9,36,151,46,2,1,2,0.0,3,82,9,9.9,,ReevJa00
85,Krys Barnes,23,GNB,LB,16,13,0,54,47,87.0,410,8.7,7.6,2,110.6,2.6,111,299,14,1,0,0,1.0,2,81,10,11.0,,BarnKr00
86,Landon Collins,27,WAS,S,13,13,2,61,43,70.5,508,11.8,8.3,8,121.4,6.1,294,214,25,0,0,0,3.0,3,81,13,13.8,,CollLa00
87,AJ Terrell,23,ATL,CB,16,16,3,86,43,50.0,417,9.7,4.8,3,61.0,9.6,218,199,4,0,0,0,1.0,1,81,6,6.9,AP-2,TerrAJ00
88,Leonard Williams,27,NYG,DT,17,17,0,0,0,,0,,,0,,,0,0,0,6,8,1,6.5,22,81,2,2.4,,WillLe02
89,Chuck Clark,26,BAL,S,16,16,2,48,27,56.3,419,15.5,8.7,2,81.9,9.4,248,171,39,5,0,3,1.0,6,80,8,9.1,,ClarCh00
90,Anthony Hitchens,29,KAN,LB,15,15,1,33,22,66.7,224,10.2,6.8,1,83.4,3.1,75,149,18,2,2,0,0.0,4,80,4,4.8,,HitcAn00
91,Justin Simmons,28,DEN,S,17,17,5,54,32,59.3,455,14.2,8.4,3,66.5,9.4,222,233,7,1,0,0,1.5,3,80,6,7.0,AP-2,SimmJu00
92,Bryce Hall,24,NYJ,CB,17,17,0,109,69,63.3,794,11.5,7.3,7,106.6,12.7,569,225,11,1,1,0,0.5,3,79,5,6.0,,HallBr02
93,Malcolm Jenkins,34,NOR,S,16,16,1,68,39,57.4,413,10.6,6.1,2,78.9,8.4,218,195,39,4,1,0,1.0,6,79,12,13.2,,JenkMa99
94,Brandon Jones,23,MIA,S,15,13,1,33,27,81.8,330,12.2,10.0,0,95.7,7.3,193,137,69,4,5,0,5.0,14,79,11,12.2,,JoneBr06
95,Alex Anzalone,27,DET,LB,14,14,1,39,27,69.2,237,8.8,6.1,0,74.4,5.0,95,142,37,0,1,0,1.0,2,78,15,16.1,,AnzaAl00
96,D.J. Reed,25,SEA,CB,14,14,2,88,42,47.7,507,12.1,5.8,3,67.8,10.6,344,163,0,0,0,0,0.0,0,78,6,7.1,,ReedD.00
97,Brandon Stephens,24,BAL,S,17,11,0,41,31,75.6,387,12.5,9.4,3,128.8,10.0,243,144,23,0,1,0,0.0,1,78,5,6.0,,StepBr01
98,Kendall Fuller,26,WAS,CB,16,16,1,113,76,67.3,805,10.6,7.1,4,95.9,9.4,535,270,6,1,0,0,1.0,2,77,9,10.5,,FullKe00
99,Jalen Ramsey,27,LAR,CB,16,16,4,98,58,59.2,624,10.8,6.4,3,71.1,8.4,321,303,16,3,1,0,0.0,4,77,5,6.1,PBAP-1,RamsJa00
100,Leighton Vander Esch,24,DAL,LB,17,16,1,38,27,71.1,263,9.7,6.9,1,87.9,1.8,37,226,36,3,0,0,1.0,4,77,8,9.4,,VandLe00
101,Jimmie Ward,30,SFO,S,16,16,2,44,26,59.1,315,12.1,7.2,4,92.5,11.3,191,124,10,1,0,0,0.0,1,77,0,0.0,,WardJi01
102,Josh Bynes,32,BAL,LB,14,12,0,31,18,58.1,173,9.6,5.6,1,84.5,5.4,99,74,22,1,1,0,2.0,4,76,5,6.2,,ByneJo00
103,Jamin Davis,23,WAS,LB,16,8,0,42,36,85.7,328,9.1,7.8,1,107.1,3.9,126,202,48,2,2,0,1.0,5,76,11,12.6,,DaviJa11
104,Eddie Jackson,28,CHI,S,14,14,0,41,27,65.9,463,17.1,11.3,6,143.6,12.0,326,137,5,0,0,0,0.0,0,76,8,9.5,,JackEd01
105,Taron Johnson,25,BUF,LB,16,15,1,69,38,55.1,396,10.4,5.7,2,75.5,6.1,148,248,18,2,0,0,3.0,5,76,13,14.6,,JohnTa01
106,Tyrann Mathieu,29,KAN,S,16,16,3,52,36,69.2,419,11.6,8.1,3,88.5,5.9,175,244,34,5,0,1,1.0,6,76,8,9.5,PB,MathTy00
107,Eric Murray,27,HOU,S,16,11,1,37,23,62.2,364,15.8,9.8,2,101.6,12.3,238,126,4,0,0,0,0.0,0,76,7,8.4,,MurrEr00
108,Jeremiah Owusu-Koramoah,22,CLE,LB,14,10,0,38,24,63.2,141,5.9,3.7,0,70.2,1.3,16,125,38,1,1,1,1.5,5,76,16,17.4,,OwusJe00
109,L'Jarius Sneed,24,KAN,CB,15,15,2,80,55,68.8,585,10.6,7.3,3,91.9,7.5,309,276,47,4,2,0,1.0,7,76,11,12.6,,SneeLJ00
110,Drue Tranquill,26,LAC,LB,14,7,0,33,26,78.8,234,9.0,7.1,2,116.4,0.8,0,234,27,4,1,0,1.5,7,76,4,5.0,,TranDr00
111,Harold Landry,25,TEN,LB,17,17,0,27,23,85.2,211,9.2,7.8,2,123.9,2.2,64,147,35,21,9,0,12.0,43,75,4,5.1,PB,LandHa00
112,David Long,25,TEN,LB,10,9,2,41,29,70.7,200,6.9,4.9,0,61.0,4.6,63,137,23,1,2,0,0.0,3,75,13,14.8,,LongDa04
113,Kenny Young,27,2TM,LB,13,13,0,46,40,87.0,437,10.9,9.5,1,113.5,2.7,105,332,27,7,0,1,2.0,9,75,8,9.6,,YounKe03
113,Kenny Young,27,LAR,LB,7,7,0,29,24,82.8,266,11.1,9.2,0,104.9,2.9,57,209,12,4,0,1,2.0,6,46,5,9.8,,YounKe03
113,Kenny Young,27,DEN,LB,6,6,0,17,16,94.1,171,10.7,10.1,1,128.2,2.5,48,123,15,3,0,0,0.0,3,29,3,9.4,,YounKe03
114,Alex Highsmith,24,PIT,LB,16,16,0,11,8,72.7,44,5.5,4.0,0,79.4,0.3,-4,48,63,12,7,0,6.0,26,74,6,7.5,,HighAl02
115,Nate Hobbs,22,LVR,CB,16,9,1,62,51,82.3,399,7.8,6.4,1,92.1,3.5,81,318,15,1,3,0,1.0,5,74,8,9.8,,HobbNa00
116,Micah Hyde,31,BUF,S,17,17,5,45,29,64.4,371,12.8,8.2,3,72.8,12.5,290,81,34,3,1,1,1.0,5,74,11,12.9,AP-2,HydeMi00
117,Marcus Williams,25,NOR,S,16,16,2,43,21,48.8,401,19.1,9.3,3,85.5,17.0,323,78,1,0,0,0,0.0,0,74,7,8.6,,WillMa06
118,Tyson Campbell,21,JAX,CB,15,14,2,81,54,66.7,667,12.4,8.2,3,94.0,9.7,438,229,1,0,0,0,0.0,0,73,10,12.0,,CampTy01
119,Rayshawn Jenkins,27,JAX,S,14,14,0,45,28,62.2,384,13.7,8.5,1,96.9,11.2,232,152,17,1,1,0,0.0,2,73,8,9.9,,JenkRa00
120,Avonte Maddox,25,PHI,LB,16,5,1,74,56,75.7,412,7.4,5.6,1,87.2,4.6,177,235,12,0,2,0,0.5,3,73,7,8.8,,MaddAv00
121,Jordan Whitehead,24,TAM,S,14,14,2,57,36,63.2,308,8.6,5.4,0,62.6,6.1,145,163,30,2,1,0,0.0,3,73,11,13.1,,WhitJo03
122,Anthony Barr,29,MIN,LB,11,11,3,48,38,79.2,325,8.6,6.8,3,89.7,2.3,42,283,64,4,3,2,2.5,10,72,4,5.3,,BarrAn00
123,Michael Carter II,22,NYJ,CB,15,7,0,73,55,75.3,551,10.0,7.5,1,100.9,6.5,283,268,26,3,1,1,1.0,5,72,8,10.0,,CartMi02
124,Anthony Harris,30,PHI,S,14,14,1,45,23,51.1,280,12.2,6.2,1,68.7,10.0,163,117,5,0,1,0,0.0,1,72,2,2.7,,HarrAn01
125,Austin Johnson,27,NYG,DE,17,17,0,2,2,100.0,14,7.0,7.0,0,95.8,-1.0,-2,16,0,4,3,0,3.5,11,72,3,4.0,,JohnAu01
126,Keanu Neal,26,DAL,LB,14,5,0,38,30,78.9,278,9.3,7.3,0,97.1,3.8,109,169,10,0,1,0,1.0,2,72,13,15.3,,NealKe01
127,Anthony Brown,28,DAL,CB,16,16,3,122,65,53.3,836,12.9,6.9,5,78.4,12.2,518,318,0,0,0,0,0.0,0,71,6,7.8,,BrowAn02
128,Josh Hines-Allen,24,JAX,LB,16,15,1,9,5,55.6,67,13.4,7.4,0,39.8,4.0,19,48,29,9,6,1,7.5,23,71,5,6.6,,AlleJo03
129,Eric Rowe,29,MIA,CB,17,4,0,67,46,68.7,373,8.1,5.6,3,97.4,5.7,218,155,24,0,1,0,0.0,1,71,6,7.8,,RoweEr00
130,Andrew Van Ginkel,26,MIA,LB,17,14,0,29,23,79.3,246,10.7,8.5,0,102.0,1.5,22,224,115,12,14,2,4.0,31,71,14,16.5,,VanGAn00
131,Darious Williams,28,LAR,CB,14,13,0,92,57,62.0,610,10.7,6.6,4,95.8,10.3,409,201,0,0,0,0,0.0,0,71,6,7.8,,WillDa09
132,Devin Bush Jr.,23,PIT,LB,14,14,0,47,33,70.2,316,9.6,6.7,2,102.8,4.7,97,219,33,0,2,0,2.0,4,70,5,6.7,,BushDe01
133,Leonard Floyd,29,LAR,LB,17,17,1,12,10,83.3,96,9.6,8.0,0,65.3,2.5,14,82,70,18,6,1,9.5,37,70,11,13.6,,FloyLe00
134,Jevon Holland,21,MIA,S,16,13,2,33,20,60.6,339,17.0,10.3,4,109.7,15.6,272,67,51,1,4,1,2.5,8,69,9,11.5,,HollJe02
135,DeForest Buckner,27,IND,DT,17,16,0,2,2,100.0,12,6.0,6.0,0,91.7,-0.5,-1,13,3,8,11,1,7.0,27,68,5,6.8,PB,BuckDe00
136,Marshon Lattimore,25,NOR,CB,16,16,3,106,61,57.5,826,13.5,7.8,7,92.7,12.6,523,303,3,0,1,0,0.0,1,68,3,4.2,PB,LattMa01
137,Haason Reddick,27,CAR,LB,16,16,0,12,9,75.0,51,5.7,4.3,0,82.3,2.6,13,38,62,14,5,0,11.0,33,68,4,5.6,,ReddHa00
138,Derrick Barnes,22,DET,LB,17,6,0,22,19,86.4,305,16.1,13.9,2,149.1,6.3,111,194,11,0,0,0,2.0,2,67,6,8.2,,BarnDe02
139,Duron Harmon,30,ATL,S,17,17,2,40,29,72.5,393,13.6,9.8,2,99.3,9.9,257,136,12,0,1,0,0.0,1,67,2,2.9,,HarmDu00
140,Dean Marlowe,29,DET,CB,16,9,0,30,24,80.0,290,12.1,9.7,1,118.1,9.7,227,63,19,3,1,0,0.0,4,67,5,6.9,,MarlDe00
141,Reggie Ragland,28,NYG,LB,17,9,0,29,24,82.8,179,7.5,6.2,2,115.4,1.9,8,171,17,0,1,1,0.0,1,67,4,5.6,,RaglRe00
142,A'Shawn Robinson,26,LAR,DE,17,14,0,0,0,,0,,,0,,,0,0,0,4,0,0,2.0,6,67,8,10.7,,RobiAS00
143,Charvarius Ward,25,KAN,CB,13,12,2,76,39,51.3,511,13.1,6.7,4,79.4,13.9,316,195,3,1,0,0,0.0,1,67,3,4.3,,WardCh01
144,Paulson Adebo,22,NOR,CB,17,17,3,89,55,61.8,715,13.0,8.0,5,91.7,11.9,482,233,0,0,0,0,0.0,0,66,10,13.2,,AdebPa00
145,Grant Delpit,23,CLE,S,15,7,1,25,16,64.0,207,12.9,8.3,2,99.9,11.4,98,109,6,1,1,0,1.0,3,66,9,12.0,,DelpGr00
146,Mike Hilton,27,CIN,CB,17,9,2,85,61,71.8,653,10.7,7.7,4,99.8,7.7,431,222,29,4,2,0,0.0,6,66,9,12.0,,HiltMi01
147,Sidney Jones,25,SEA,CB,16,11,0,77,47,61.0,419,8.9,5.4,2,84.3,8.5,265,154,1,0,0,0,0.0,0,66,3,4.3,,JoneSi00
148,Julian Love,23,NYG,CB,17,5,1,45,32,71.1,330,10.3,7.3,2,97.5,7.5,213,117,12,0,1,0,0.5,2,66,4,5.7,,LoveJu00
149,Justin Reid,24,HOU,S,13,13,2,30,16,53.3,302,18.9,10.1,2,82.9,13.7,194,108,1,0,0,0,0.0,0,66,11,14.3,,ReidJu00
150,Jaquiski Tartt,29,SFO,S,14,14,0,33,19,57.6,196,10.3,5.9,2,95.0,10.7,145,51,5,0,1,0,0.0,1,66,10,13.2,,TartJa00
151,Kyle Van Noy,30,NWE,LB,16,8,1,21,14,66.7,79,5.6,3.8,1,69.3,0.9,-2,81,48,11,2,5,5.0,18,66,6,8.3,,VanNKy00
152,Davon Godchaux,27,NWE,DT,17,16,0,1,0,0.0,0,,0.0,0,39.6,-6.0,0,0,0,1,3,0,1.0,5,65,2,3.0,,GodcDa00
