Rk,Player,Age,Team,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Sk,Prss,Comb,MTkl,MTkl%,Awards,-9999
16,Shaq Thompson,28,CAR,LLB,17,17,0,70,47,67.1,379,8.1,5.4,2,90.1,2.8,90,289,35,1,1,0,0.5,3,135,11,7.5,,ThomSh01
17,Fred Warner,26,SFO,MLB,17,17,1,68,41,60.3,438,10.7,6.4,0,73.0,4.3,142,296,35,2,3,0,2.0,8,130,8,5.8,PBAP-1,WarnFr00
18,Jordan Hicks,30,MIN,LILB,17,17,1,63,48,76.2,562,11.7,8.9,1,101.4,3.7,156,406,17,1,1,2,3.0,5,129,8,5.8,,HickJo00
19,Josey Jewell,28,DEN,LILB,13,13,2,66,52,78.8,525,10.1,8.0,2,97.3,3.9,147,378,43,0,2,0,2.5,5,128,9,6.6,,JeweJo00
20,Dre Greenlaw,25,SFO,RLB,15,15,1,89,70,78.7,483,6.9,5.4,1,88.3,2.9,163,320,23,2,0,1,0.0,2,127,9,6.6,,GreeDr00
21,Alex Anzalone,28,DET,MLB,17,17,1,46,32,69.6,318,9.9,6.9,0,79.8,5.7,129,189,60,5,3,0,1.5,10,125,10,7.4,,AnzaAl00
22,Ja'Whaun Bentley,26,NWE,LILB,17,17,1,47,37,78.7,321,8.7,6.8,0,86.3,2.6,65,256,51,6,2,0,3.0,11,125,10,7.4,,BentJa00
23,Jonathan Owens,27,HOU,FS,17,17,0,42,28,66.7,474,16.9,11.3,3,128.5,10.6,293,181,4,0,0,0,1.0,1,125,8,6.0,,OwenJo01
24,Lavonte David,32,TAM,RILB,17,17,0,73,55,75.3,376,6.8,5.2,1,90.9,3.7,156,220,24,0,0,0,3.0,3,124,9,6.8,,DaviLa00
25,Christian Kirksey,30,HOU,MLB,17,17,2,60,45,75.0,407,9.0,6.8,2,90.1,5.3,166,241,32,1,4,0,3.0,9,124,10,7.5,,KirkCh00
26,Julian Love,24,NYG,SS,16,16,2,50,34,68.0,333,9.8,6.7,3,89.8,9.5,180,153,16,1,0,0,1.0,2,124,5,3.9,,LoveJu00
27,Devin White,24,TAM,LILB,17,17,0,60,46,76.7,400,8.7,6.7,2,104.9,2.8,137,263,65,7,9,0,5.5,22,124,11,8.1,,WhitDe02
28,Richie Grant,25,ATL,SS,17,17,2,62,39,62.9,446,11.4,7.2,3,87.2,10.1,240,206,11,1,1,0,0.0,2,123,8,6.1,,GranRi00
29,Logan Wilson,26,CIN,RLB/MLB,15,15,1,74,55,74.3,489,8.9,6.6,1,90.4,4.2,210,279,38,3,4,0,2.5,10,123,6,4.7,,WilsLo00
30,Quay Walker,22,GNB,RILB,17,16,0,45,24,53.3,184,7.7,4.1,0,63.6,3.0,32,152,52,2,3,0,1.5,7,121,6,4.7,,WalkQu00
31,Patrick Queen,23,BAL,RLB,17,17,2,66,51,77.3,464,9.1,7.0,0,83.1,3.4,136,328,64,3,7,1,5.0,17,117,9,7.1,,QueePa00
32,Rayshawn Jenkins,28,JAX,SS,17,17,3,55,39,70.9,450,11.5,8.2,1,78.6,8.8,259,191,23,5,2,2,1.0,8,116,18,13.4,,JenkRa00
33,Nicholas Morrow,27,CHI,LLB,17,17,1,44,33,75.0,333,10.1,7.6,2,101.8,6.5,150,183,24,5,0,0,0.0,5,116,6,4.9,,MorrNi00
34,Derwin James,26,LAC,FS,14,14,2,58,38,65.5,398,10.5,6.9,2,82.4,8.0,231,167,23,2,1,0,4.0,7,115,5,4.2,PBAP-2,JameDe00
35,Devin Lloyd,24,JAX,RILB,17,15,3,79,61,77.2,648,10.6,8.2,4,101.7,5.0,236,412,38,1,2,0,0.0,3,115,14,10.9,,LloyDe00
36,Ernest Jones,23,LAR,LILB,17,11,1,53,42,79.2,333,7.9,6.3,0,85.0,3.4,128,205,13,1,1,0,0.0,2,114,7,5.8,,JoneEr01
37,Budda Baker,26,ARI,FS,15,15,2,40,30,75.0,282,9.4,7.1,3,98.1,5.0,108,174,55,5,1,0,0.0,6,111,14,11.2,PB,BakeBu00
38,Frankie Luvu,26,CAR,RLB,15,14,1,48,34,70.8,277,8.1,5.8,3,97.3,1.6,71,206,57,3,3,2,7.0,13,111,7,5.9,,LuvuFr00
39,Jalen Thompson,24,ARI,SS,17,17,1,56,38,67.9,512,13.5,9.1,4,113.1,10.5,277,235,3,0,1,0,0.0,1,110,4,3.5,,ThomJa04
40,Kyzir White,26,PHI,DB,17,8,0,65,42,64.6,288,6.9,4.4,0,74.4,2.4,69,219,20,0,1,0,1.5,3,110,5,4.3,,WhitKy00
41,Demario Davis,33,NOR,MLB,17,17,1,49,33,67.3,274,8.3,5.6,2,86.6,3.0,61,213,26,1,2,1,6.5,10,109,10,8.4,PBAP-2,DaviDe00
42,Kevin Byard,29,TEN,SS,17,17,4,71,46,64.8,610,13.3,8.6,2,77.8,7.9,365,245,13,2,0,0,0.0,2,108,4,3.6,,ByarKe01
43,L'Jarius Sneed,25,KAN,LCB,17,17,3,104,69,66.3,649,9.4,6.2,4,84.2,6.8,312,337,40,3,3,2,3.5,10,108,5,4.4,,SneeLJ00
44,Elandon Roberts,28,MIA,LILB,17,17,0,35,28,80.0,304,10.9,8.7,2,121.9,5.2,107,197,33,0,2,0,4.5,7,107,8,7.0,,RobeEl00
45,Mykal Walker,25,ATL,MLB,16,12,2,53,44,83.0,374,8.5,7.1,0,80.3,3.6,163,211,16,1,0,1,1.0,2,107,6,5.3,,WalkMy00
46,Quincy Williams,26,NYJ,LILB,15,15,0,51,44,86.3,306,7.0,6.0,0,91.7,3.8,170,136,10,0,3,0,3.0,7,106,9,7.8,,WillQu01
47,Grant Delpit,24,CLE,SS,17,16,4,41,21,51.2,352,16.8,8.6,5,80.5,12.4,190,162,13,0,0,0,0.0,0,105,9,7.9,,DelpGr00
48,Jaquan Brisker,23,CHI,FS,15,15,1,48,27,56.3,352,13.0,7.3,4,98.6,9.5,209,143,15,1,0,0,4.0,5,104,7,6.3,,BrisJa01
49,Jamin Davis,24,WAS,LLB,16,15,0,52,33,63.5,315,9.5,6.1,1,86.6,2.6,80,235,37,3,3,1,3.0,9,104,3,2.8,,DaviJa11
50,Myles Jack,27,PIT,RILB,15,13,0,55,42,76.4,390,9.3,7.1,2,107.4,4.4,171,219,21,0,1,1,0.0,1,104,7,6.3,,JackMy00
51,Adrian Amos,29,GNB,SS,17,17,1,50,35,70.0,428,12.2,8.6,3,107.7,8.8,310,118,10,1,2,0,1.0,4,102,4,3.8,,AmosAd00
52,Tremaine Edmunds,24,BUF,MLB,13,13,1,60,39,65.0,296,7.6,4.9,0,69.9,4.4,134,162,18,0,2,0,1.0,3,102,1,1.0,,EdmuTr01
53,Chuck Clark,27,BAL,SS,17,17,0,43,32,74.4,270,8.4,6.3,1,98.0,5.5,123,147,14,1,0,0,0.0,1,101,4,3.8,,ClarCh00
54,John Johnson,27,CLE,FS,17,17,1,49,27,55.1,429,15.9,8.8,1,82.8,11.8,270,159,5,1,1,0,0.5,3,101,10,9.0,,JohnJo10
55,Donovan Wilson,27,DAL,FS,17,17,1,39,20,51.3,166,8.3,4.3,2,69.0,9.6,96,70,30,3,4,1,5.0,12,101,9,8.2,,WilsDo01
56,Jerome Baker,26,MIA,RILB,17,17,0,68,54,79.4,364,6.7,5.4,2,98.8,3.0,88,276,47,1,3,0,4.0,9,100,10,9.1,,BakeJe00
57,Zaven Collins,23,ARI,RILB,16,16,1,63,46,73.0,416,9.0,6.6,2,94.4,2.6,48,368,58,4,2,2,2.0,8,100,8,7.4,,CollZa00
58,Matt Milano,28,BUF,LLB,15,15,3,68,45,66.2,388,8.6,5.7,0,62.6,3.7,129,259,36,3,5,0,1.5,10,99,13,11.6,PBAP-1,MilaMa00
59,Germaine Pratt,26,CIN,MLB,15,15,2,40,25,62.5,196,7.8,4.9,1,62.1,3.5,68,128,24,2,0,4,1.0,3,99,5,4.8,,PratGe00
60,Isaiah Simmons,24,ARI,LILB,17,13,2,70,54,77.1,518,9.6,7.4,4,104.3,5.1,217,301,39,2,0,2,4.0,6,99,5,4.8,,SimmIs00
61,Christian Wilkins,27,MIA,LDE,17,17,0,1,1,100.0,4,4.0,4.0,0,83.3,-5.0,-5,9,1,8,2,5,3.5,15,98,1,1.0,,WilkCh00
62,Talanoa Hufanga,23,SFO,SS,17,17,4,55,35,63.6,399,11.4,7.3,6,91.4,8.9,240,159,28,2,1,0,2.0,5,97,8,7.6,PBAP-1,HufaTa00
63,De'Vondre Campbell,29,GNB,LILB,13,13,2,55,44,80.0,362,8.2,6.6,0,78.9,2.7,108,254,19,2,1,0,0.0,3,96,6,5.9,,CampDe00
64,DeShon Elliott,25,DET,FS,14,13,1,38,31,81.6,552,17.8,14.5,2,125.3,15.6,432,120,16,2,1,0,0.0,3,96,5,5.0,,ElliDe02
65,Minkah Fitzpatrick,26,PIT,FS,15,15,6,54,33,61.1,516,15.6,9.6,5,84.1,10.5,314,202,11,1,1,0,0.0,2,96,5,5.0,PBAP-1AP DPoY-10,FitzMi00
66,Jevon Holland,22,MIA,FS,17,17,2,49,38,77.6,516,13.6,10.5,3,113.9,9.9,343,173,21,3,0,1,1.5,5,96,5,5.0,,HollJe02
67,Rodney McLeod,32,IND,SS,17,15,2,68,46,67.6,455,9.9,6.7,5,98.6,7.3,223,232,10,1,0,0,0.0,1,96,6,5.9,,McLeRo00
68,Marcus Epps,26,PHI,SS,17,17,0,52,38,73.1,470,12.4,9.0,6,139.1,9.2,290,180,6,1,0,0,0.0,1,94,10,9.6,,EppsMa00
69,Kareem Jackson,34,DEN,SS,17,17,0,59,34,57.6,470,13.8,8.0,3,100.2,9.2,252,218,2,0,0,0,0.0,0,94,16,14.5,,JackKa99
70,Taylor Rapp,25,LAR,SS,16,16,2,53,38,71.7,344,9.1,6.5,4,98.3,6.5,174,170,9,0,1,1,0.0,1,92,6,6.1,,RappTa00
71,Damar Hamlin,24,BUF,FS,15,13,0,35,25,71.4,454,18.2,13.0,3,142.3,11.0,237,217,16,0,1,0,1.5,3,91,7,7.1,AP CPoY-12,HamlDa00
72,Tyrann Mathieu,30,NOR,FS,17,17,3,59,37,62.7,387,10.5,6.6,3,77.4,7.7,204,183,15,0,1,0,1.0,2,91,6,6.2,,MathTy00
73,Taron Johnson,26,BUF,RLB,16,15,1,100,65,65.0,592,9.1,5.9,7,100.1,4.5,270,322,19,1,0,0,0.0,1,90,3,3.2,,JohnTa01
74,Leighton Vander Esch,25,DAL,MLB,14,14,0,31,24,77.4,214,8.9,6.9,0,95.4,3.8,87,127,17,2,0,0,1.0,3,90,3,3.2,,VandLe00
75,Maxx Crosby,25,LVR,RDE,17,17,0,4,2,50.0,10,5.0,2.5,0,56.2,-2.5,-3,13,13,12,21,4,12.5,47,89,4,4.3,PBAP DPoY-6,CrosMa00
76,Desmond King,28,HOU,DB/LCB,17,13,2,56,40,71.4,365,9.1,6.5,2,85.8,6.9,204,161,8,1,1,1,0.0,2,89,7,7.3,,KingDe01
77,Jordan Whitehead,25,NYJ,FS,17,17,2,42,23,54.8,301,13.1,7.2,3,81.5,10.7,167,134,5,0,0,0,0.0,0,89,8,8.2,,WhitJo03
78,Darrick Forrest,23,WAS,DB,17,11,4,55,30,54.5,448,14.9,8.1,4,75.4,12.3,286,162,7,0,0,0,0.0,0,88,3,3.3,,ForrDa00
79,Willie Gay Jr.,24,KAN,MLB,13,13,1,52,42,80.8,338,8.0,6.5,1,92.1,2.1,70,268,30,0,1,4,2.5,4,88,9,9.3,,GayJWi00
80,Jalen Ramsey,28,LAR,RCB,17,17,4,91,57,62.6,659,11.6,7.2,5,84.5,9.1,435,224,21,2,0,3,2.0,4,88,3,3.3,PB,RamsJa00
81,Jaylon Smith,27,NYG,LILB,13,11,0,28,23,82.1,224,9.7,8.0,0,100.0,5.5,92,132,21,2,1,0,1.0,4,88,0,0.0,,SmitJa05
82,Malcolm Rodriguez,23,DET,LLB,16,15,0,44,30,68.2,321,10.7,7.3,1,96.9,4.7,152,169,24,3,1,0,1.0,5,87,5,5.4,,RodrMa00
83,Charvarius Ward,26,SFO,RCB,17,17,1,95,54,56.8,612,11.3,6.4,3,82.4,9.7,410,202,3,0,0,0,0.0,0,87,0,0.0,,WardCh01
84,Duron Harmon,31,LVR,SS,17,16,2,57,44,77.2,693,15.8,12.2,3,120.0,9.0,373,320,15,0,0,1,0.0,0,86,6,6.5,,HarmDu00
85,David Long,26,TEN,LILB,12,12,2,53,39,73.6,336,8.6,6.3,0,74.1,3.1,126,210,22,3,3,1,0.0,6,86,10,10.4,,LongDa04
86,Nick Scott,27,LAR,FS,16,16,2,58,46,79.3,601,13.1,10.4,4,118.5,7.9,322,279,1,0,0,0,0.0,0,86,10,10.4,,ScotNi01
87,Xavier Woods,27,CAR,FS,15,15,0,55,33,60.0,452,13.7,8.2,1,92.4,11.3,246,206,20,1,1,0,0.0,2,86,6,6.5,,WoodXa00
88,Rasul Douglas,27,GNB,DB,17,12,4,84,54,64.3,583,10.8,6.9,6,88.5,7.5,312,271,3,0,0,0,1.0,1,85,6,6.6,,DougRa00
89,Harrison Smith,33,MIN,SS,14,14,5,39,31,79.5,350,11.3,9.0,1,73.0,10.3,241,109,9,1,0,0,0.0,1,85,2,2.3,,SmitHa00
90,Jaylinn Hawkins,25,ATL,FS,16,16,2,38,25,65.8,331,13.2,8.7,4,106.4,9.3,216,115,8,1,1,0,0.0,2,84,7,7.7,,HawkJa00
91,Roger McCreary,22,TEN,LCB,17,17,1,108,73,67.6,850,11.6,7.9,6,105.9,9.2,581,269,16,2,0,0,0.0,2,84,8,8.7,,McCrRo01
92,Kamren Curl,23,WAS,SS,12,12,0,39,30,76.9,312,10.4,8.0,2,116.6,5.5,173,139,8,0,0,0,1.0,1,83,4,4.6,,CurlKa00
93,Denzel Perryman,30,LVR,MLB,12,11,2,29,21,72.4,119,5.7,4.1,1,62.3,1.8,18,101,46,2,4,0,1.0,7,83,7,7.8,,PerrDe00
94,Justin Reid,25,KAN,FS,17,17,0,58,37,63.8,388,10.5,6.7,4,106.1,7.2,243,145,34,1,3,1,1.0,5,83,8,8.8,,ReidJu00
95,Mike Edwards,26,TAM,FS,13,12,2,48,32,66.7,488,15.3,10.2,4,110.4,14.5,310,178,22,2,1,0,1.0,4,82,5,5.7,,EdwaMi01
96,Kerby Joseph,22,DET,SS,17,14,4,40,25,62.5,294,11.8,7.4,6,84.8,13.9,213,81,4,0,1,0,0.0,1,82,7,7.9,,JoseKe03
97,Devin Bush Jr.,24,PIT,LILB,17,14,0,38,28,73.7,318,11.4,8.4,1,107.1,6.7,188,130,31,1,2,0,0.0,3,81,1,1.2,,BushDe01
98,Camryn Bynum,24,MIN,FS,17,17,2,44,29,65.9,479,16.5,10.9,8,123.0,14.3,358,121,1,0,0,0,0.0,0,81,5,5.8,,BynuCa00
99,Eddie Jackson,29,CHI,SS,12,12,4,34,21,61.8,348,16.6,10.2,1,66.4,12.5,250,98,5,0,0,0,0.0,0,80,9,10.1,,JackEd01
100,D.J. Reed,26,NYJ,LCB,17,17,1,85,54,63.5,489,9.1,5.8,2,81.9,11.7,323,166,2,0,0,0,0.0,0,80,6,7.0,,ReedD.00
101,Pete Werner,23,NOR,LLB,12,11,0,39,28,71.8,212,7.6,5.4,1,93.1,2.8,41,171,15,2,0,0,0.0,2,80,4,4.8,,WernPe00
102,Antoine Winfield Jr.,24,TAM,SS,13,13,1,47,31,66.0,344,11.1,7.3,4,107.0,8.7,219,125,18,1,2,0,4.0,7,80,2,2.4,,WinfAn00
103,Deommodore Lenoir,23,SFO,LCB,17,13,1,83,55,66.3,695,12.6,8.4,1,91.2,8.9,418,277,13,1,1,0,1.0,3,79,9,10.2,,LenoDe00
104,Robert Spillane,27,PIT,LB,16,5,0,43,36,83.7,359,10.0,8.3,1,109.2,5.1,167,192,42,1,1,1,1.0,3,79,5,6.0,,SpilRo00
105,Kyle Dugger,26,NWE,SS,15,15,3,55,38,69.1,369,9.7,6.7,5,95.2,8.4,236,133,26,1,1,0,1.0,3,78,7,8.2,,DuggKy00
106,Kaden Elliss,27,NOR,RLB,17,11,0,31,19,61.3,176,9.3,5.7,0,76.8,5.0,82,94,24,1,2,0,7.0,11,78,5,6.0,,ElliKa00
107,Vonn Bell,28,CIN,SS,16,16,4,53,36,67.9,468,13.0,8.8,0,64.0,9.1,271,197,25,1,2,0,1.0,5,77,6,7.2,,BellVo00
108,Jayron Kearse,28,DAL,SS,14,14,1,41,28,68.3,319,11.4,7.8,0,81.2,5.4,167,152,28,2,0,1,2.0,4,77,2,2.5,,KearJa00
109,Bobby McCain,29,WAS,FS,17,16,0,52,41,78.8,404,9.9,7.8,2,111.9,7.3,238,166,14,1,1,0,0.0,2,76,2,2.6,,McCaBo01
110,Kenneth Murray,24,LAC,MLB,17,16,1,45,33,73.3,270,8.2,6.0,1,86.3,2.7,68,202,26,2,3,0,1.0,6,76,7,8.4,,MurrKe00
111,Sauce Gardner,22,NYJ,RCB,17,17,2,86,46,53.5,452,9.8,5.3,1,62.7,12.5,277,175,5,0,1,0,0.0,1,75,5,6.3,PBAP-1AP DPoY-8AP DRoY-1,GardSa00
112,Michael Jackson,25,SEA,LCB,17,17,1,86,48,55.8,488,10.2,5.7,2,75.1,10.3,348,140,3,0,1,0,0.0,1,75,6,7.4,,JackMi01
113,DeForest Buckner,28,IND,DT,17,16,0,4,3,75.0,3,1.0,0.8,0,77.1,-2.8,-9,12,1,9,10,2,8.0,29,74,2,2.6,,BuckDe00
114,Divine Deablo,24,LVR,LLB,8,8,0,36,30,83.3,252,8.4,7.0,3,123.6,4.1,128,124,22,0,0,1,0.0,0,74,3,3.9,,DeabDi00
115,Christian Harris,21,HOU,LLB,12,11,1,46,33,71.7,295,8.9,6.4,0,79.5,2.9,73,222,9,0,2,0,1.0,3,74,10,11.9,,HarrCh06
116,Cameron Heyward,33,PIT,DT,17,17,0,0,0,,0,,,0,,,0,0,0,7,11,3,10.5,30,74,6,7.5,PB,HeywCa01
117,Andre Cisco,22,JAX,FS,15,15,3,29,22,75.9,365,16.6,12.6,4,117.4,8.7,200,165,14,0,0,1,1.0,1,73,3,3.9,,CiscAn00
118,Jeff Okudah,23,DET,RCB,15,15,1,77,46,59.7,681,14.8,8.8,1,87.6,10.9,411,270,2,0,0,0,0.0,0,73,6,7.6,,OkudJe00
119,Nate Hobbs,23,LVR,RCB,11,11,0,77,58,75.3,622,10.7,8.1,5,120.2,8.3,389,233,3,0,0,0,1.0,1,72,7,8.9,,HobbNa00
120,Kader Kohou,24,MIA,RCB,15,13,1,115,68,59.1,698,10.3,6.1,3,81.7,8.5,437,261,6,0,0,0,0.0,0,72,8,10.0,,KohoKa00
121,Jessie Bates III,25,CIN,FS,16,16,4,37,19,51.4,309,16.3,8.4,4,76.1,14.1,215,94,9,0,0,0,0.0,0,71,7,9.0,,BateJe00
122,Quandre Diggs,29,SEA,FS,17,17,4,35,20,57.1,350,17.5,10.0,4,89.9,13.9,216,134,4,0,1,0,0.0,1,71,6,7.8,PB,DiggQu00
123,Kyler Gordon,23,CHI,RCB,14,14,3,82,63,76.8,764,12.1,9.3,3,101.9,7.4,418,346,18,1,0,1,0.0,1,71,2,2.7,,GordKy00
124,Marlon Humphrey,26,BAL,RCB,17,17,3,79,51,64.6,590,11.6,7.5,3,83.8,9.6,420,170,7,2,1,0,3.0,6,71,1,1.4,PB,HumpMa00
125,Devin McCourty,35,NWE,FS,17,17,4,37,19,51.4,273,14.4,7.4,4,72.1,13.4,210,63,2,0,0,0,0.0,0,71,5,6.6,,McCoDe99
126,Sione Takitaki,27,CLE,MLB/RLB,12,8,0,29,26,89.7,215,8.3,7.4,0,97.6,2.7,75,140,20,2,0,0,1.0,3,71,6,7.8,,TakiSi00
127,Juan Thornhill,27,KAN,SS,16,16,3,47,32,68.1,428,13.4,9.1,5,105.6,12.4,321,107,4,0,1,0,1.0,2,71,9,11.3,,ThorJu00
128,Coby Bryant,23,SEA,DB,17,6,0,72,54,75.0,657,12.2,9.1,3,116.5,7.3,301,356,12,0,2,0,2.0,4,70,7,9.1,,BryaCo01
129,Myles Bryant,24,NWE,CB,17,6,1,70,47,67.1,509,10.8,7.3,4,101.4,9.1,358,151,10,0,0,0,0.0,0,70,5,6.7,,BryaMy01
130,Tyson Campbell,22,JAX,RCB,17,17,3,83,45,54.2,433,9.6,5.2,6,78.0,11.3,299,134,1,0,0,0,0.0,0,70,5,6.7,,CampTy01
131,Jeremy Chinn,24,CAR,SS/FS,11,11,0,50,34,68.0,414,12.2,8.3,0,93.2,11.0,298,116,13,1,0,1,1.0,2,70,5,6.7,,ChinJe00
132,Terrell Edmunds,25,PIT,SS,15,15,0,33,20,60.6,264,13.2,8.0,3,116.2,9.9,167,97,10,1,0,0,2.0,3,70,6,7.9,,EdmuTe00
133,Ben Niemann,27,ARI,LB,17,9,0,25,19,76.0,119,6.3,4.8,0,85.2,0.4,5,114,14,1,1,0,0.0,2,70,0,0.0,,NiemBe00
134,Jeremiah Owusu-Koramoah,23,CLE,LLB,11,10,0,39,27,69.2,306,11.3,7.8,5,132.1,4.1,100,206,26,1,1,0,0.0,2,70,8,10.3,,OwusJe00
135,Zach Sieler,27,MIA,RDE,17,15,0,2,2,100.0,9,4.5,4.5,0,85.4,-3.5,-7,16,0,4,8,4,3.5,16,70,2,2.8,,SielZa00
136,Grover Stewart,29,IND,NT,17,17,0,4,3,75.0,42,14.0,10.5,0,108.3,-0.3,-2,44,0,5,3,2,4.0,12,70,5,6.7,,StewGr00
137,Kwon Alexander,28,NYJ,ROLB,17,12,0,44,31,70.5,303,9.8,6.9,0,89.5,3.5,79,224,9,1,1,0,0.5,3,69,4,5.5,,AlexKw00
138,Troy Andersen,23,ATL,MLB,17,5,0,23,21,91.3,218,10.4,9.5,2,135.1,3.7,78,140,12,0,3,1,0.0,3,69,3,4.2,,AndeTr00
139,Cole Holcomb,26,WAS,MLB,7,7,0,22,16,72.7,172,10.8,7.8,2,125.6,5.0,82,90,24,0,1,0,0.0,1,69,4,5.5,,HolcCo00
140,Jonathan Jones,29,NWE,LCB,16,16,4,91,48,52.7,588,12.3,6.5,5,73.0,12.2,368,220,1,0,0,0,0.0,0,69,7,9.2,,JoneJo03
141,Justin Simmons,29,DEN,FS,12,12,6,47,36,76.6,330,9.2,7.0,4,84.0,6.2,158,172,1,0,0,0,0.0,0,69,8,10.4,AP-2,SimmJu00
142,Jahlani Tavai,26,NWE,RILB,17,12,0,29,22,75.9,124,5.6,4.3,1,94.6,1.0,34,90,19,4,1,0,1.5,7,69,0,0.0,,TavaJa00
143,B.J. Hill,27,CIN,RDT,16,16,0,2,2,100.0,5,2.5,2.5,0,79.2,-4.5,-9,14,0,3,9,3,3.0,16,68,1,1.4,,HillB.00
144,Dexter Lawrence,25,NYG,NT,16,16,0,3,1,33.3,6,6.0,2.0,0,42.4,-0.3,2,4,0,8,19,2,7.5,36,68,1,1.4,PBAP-2,LawrDe03
145,Derrick Brown,24,CAR,LDT,17,17,1,1,0,0.0,0,,0.0,0,0.0,-5.0,0,0,0,5,10,5,1.0,17,67,2,2.9,,BrowDe05
146,C.J. Gardner-Johnson,25,PHI,FS,12,12,6,52,38,73.1,446,11.7,8.6,3,78.4,11.0,323,123,10,1,1,0,1.0,3,67,11,14.1,,GardCh00
147,Troy Hill,31,LAR,LCB,12,12,1,56,40,71.4,421,10.5,7.5,3,103.3,8.0,241,180,6,0,0,0,0.0,0,67,8,10.7,,HillTr01
148,Stephon Gilmore,32,IND,RCB,16,16,2,89,50,56.2,577,11.5,6.5,2,74.0,8.8,332,245,0,0,0,0,0.0,0,66,5,7.0,,GilmSt00
149,Cameron Jordan,33,NOR,LDE,16,16,0,2,1,50.0,-3,-3.0,-1.5,0,56.2,-3.0,-6,3,3,4,3,1,8.5,17,66,3,4.3,PB,JordCa00
150,Fabian Moreau,28,NYG,RCB,14,11,0,81,48,59.3,553,11.5,6.8,5,100.5,12.7,394,159,1,0,0,0,0.0,0,66,3,4.3,,MoreFa00
151,Ryan Neal,27,SEA,SS,14,10,1,52,26,50.0,191,7.3,3.7,2,63.9,7.9,91,100,10,0,0,0,1.0,1,66,6,8.3,,NealRy00
152,Uchenna Nwosu,26,SEA,LOLB,17,17,0,16,12,75.0,142,11.8,8.9,0,101.6,1.3,-14,156,30,3,15,3,9.5,28,66,4,5.7,,NwosUc00
