Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,-9999
66,Tyreek Hill,24,KAN,WR,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,PBAP-1,HillTy00
67,DeAndre Hopkins,26,HOU,WR,16,16,0,0,0,0,1,0,2,0,0,0,0.0,0,0,0,0,0,0,PBAP-1AP OPoY-3,HopkDe00
68,Jerry Hughes,30,BUF,DE,16,16,0,0,0,0,1,3,0,0,0,0,7.0,37,30,7,13,18,0,,HughJe99
69,Danielle Hunter,24,MIN,DE,16,16,0,0,0,0,0,0,0,1,32,1,14.5,72,51,21,21,19,0,PBAP-2,HuntDa01
70,Melvin Ingram,29,LAC,DE,16,16,1,8,0,8,3,1,1,2,4,0,7.0,43,28,15,8,16,0,PB,IngrMe00
71,Myles Jack,23,JAX,LB,16,16,1,32,1,32,1,1,0,1,0,0,2.5,107,75,32,1,4,0,,JackMy00
72,Donte Jackson,23,CAR,CB,16,16,4,0,0,0,9,1,0,0,0,0,1.0,74,63,11,4,1,0,,JackDo02
73,Kareem Jackson,30,HOU,CB,16,16,2,24,0,13,17,2,0,1,0,0,1.0,87,70,17,5,1,0,,JackKa99
74,William Jackson III,26,CIN,CB,16,16,0,0,0,0,13,0,0,0,0,0,0.0,41,34,7,2,0,0,,JackWi02
75,Derwin James,22,LAC,S,16,16,3,30,0,23,13,0,0,0,0,0,3.5,105,75,30,4,6,0,PBAP-1AP DRoY-2,JameDe00
76,Jackrabbit Jenkins,30,NYG,CB,16,16,2,29,0,29,15,1,0,0,0,0,0.0,70,59,11,2,0,0,,JenkJa03
77,Malcolm Jenkins,31,PHI,S,16,16,1,25,0,25,8,3,0,1,11,0,1.0,97,79,18,6,1,0,PB,JenkMa99
78,Ryan Jensen,27,TAM,C,16,16,0,0,0,0,0,0,1,1,-14,0,0.0,0,0,0,0,0,0,,JensRy00
79,David Johnson,27,ARI,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,JohnDa08
80,John Johnson,23,LAR,S,16,16,4,46,0,35,11,1,0,0,0,0,0.0,119,82,37,3,2,0,,JohnJo10
81,Byron Jones,26,DAL,CB,16,16,0,0,0,0,14,0,0,0,0,0,0.0,67,56,11,2,0,0,PBAP-2,JoneBy00
82,Chandler Jones,28,ARI,DE,16,16,0,0,0,0,4,3,0,1,0,0,13.0,49,38,11,13,18,0,,JoneCh03
83,Christian Jones,27,DET,LB,16,16,0,0,0,0,3,1,0,0,0,0,1.0,69,48,21,3,4,0,,JoneCh05
84,DaQuan Jones,27,TEN,DE,16,16,0,0,0,0,1,0,0,0,0,0,0.0,34,20,14,4,5,0,,JoneDa04
85,Julio Jones,29,ATL,WR,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PBAP-2,JoneJu02
86,Cameron Jordan,29,NOR,DE,16,16,0,0,0,0,6,1,0,1,0,0,12.0,49,35,14,18,21,0,PBAP-2,JordCa00
87,Ryan Kalil,33,CAR,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,KaliRy20
88,Case Keenum,30,DEN,QB,16,16,0,0,0,0,0,0,11,5,-13,0,0.0,0,0,0,0,0,0,,KeenCa00
89,Jason Kelce,31,PHI,C,16,16,0,0,0,0,0,0,1,0,-7,0,0.0,0,0,0,0,0,0,AP-1,KelcJa00
90,Travis Kelce,29,KAN,TE,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,PBAP-1,KelcTr00
91,Ryan Kerrigan,30,WAS,LB,16,16,0,0,0,0,1,3,0,1,0,0,13.0,43,30,13,11,19,0,PB,KerrRy00
92,Luke Kuechly,27,CAR,LB,16,16,1,0,0,0,6,2,0,1,0,0,2.0,130,93,37,20,5,0,PBAP-1,KuecLu00
93,Marshon Lattimore,22,NOR,CB,16,16,2,0,0,0,12,4,0,3,91,0,0.0,59,49,10,1,0,0,,LattMa01
94,Corey Linsley,27,GNB,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,LinsCo00
95,Cory Littleton,25,LAR,LB,16,16,3,48,1,22,13,0,0,0,0,0,4.0,125,90,35,9,4,0,PBAP-2,LittCo01
96,Joe Looney,28,DAL,C,16,16,0,0,0,0,0,0,2,0,-6,0,0.0,0,0,0,0,0,0,,LoonJo01
97,Star Lotulelei,29,BUF,DT,16,16,0,0,0,0,1,0,0,0,0,0,0.0,17,10,7,1,0,0,,LotuSt00
98,Andrew Luck,29,IND,QB,16,16,0,0,0,0,0,0,6,3,-13,0,0.0,0,0,0,0,0,0,PBAP CPoY-1,LuckAn00
99,Alex Mack,33,ATL,C,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,PB,MackAl20
100,Patrick Mahomes,23,KAN,QB,16,16,0,0,0,0,0,0,9,5,-4,0,0.0,0,0,0,0,0,0,PBAP-1AP MVP-1AP OPoY-1,MahoPa00
101,Eli Manning,37,NYG,QB,16,16,0,0,0,0,0,0,7,2,0,0,0.0,0,0,0,0,0,0,,MannEl00
102,Nick Martin,25,HOU,C,16,16,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,MartNi00
103,Blake Martinez,24,GNB,LB,16,16,0,0,0,0,3,0,0,0,0,0,5.0,144,91,53,10,6,0,,MartBl01
104,Tyrann Mathieu,26,HOU,S,16,16,2,6,0,6,8,0,0,1,10,0,3.0,89,70,19,5,4,0,,MathTy00
105,Clay Matthews,32,GNB,LB,16,16,0,0,0,0,0,1,0,0,0,0,3.5,43,29,14,7,12,0,,MattCl99
106,Christian McCaffrey,22,CAR,RB,16,16,0,0,0,0,0,0,4,1,0,0,0.0,0,0,0,0,0,0,AP-2,McCaCh01
107,Devin McCourty,31,NWE,S,16,16,1,84,1,84,4,1,0,2,14,0,0.0,82,59,23,1,0,0,,McCoDe99
108,Bradley McDougald,28,SEA,S,16,16,3,39,0,39,9,3,0,1,0,0,0.0,78,66,12,4,0,0,,McDoBr01
109,Benardrick McKinney,26,HOU,LB,16,16,1,0,0,0,7,1,0,0,0,0,1.5,105,63,42,5,5,0,PB,McKiBe00
110,Raekwon McMillan,22,MIA,LB,16,16,0,0,0,0,1,2,0,1,0,0,0.0,105,69,36,5,0,0,,McMiRa02
111,Von Miller,29,DEN,LB,16,16,1,42,0,42,3,4,0,3,3,0,14.5,48,29,19,14,26,0,PBAP-2,MillVo00
112,Morgan Moses,27,WAS,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,MoseMo00
113,Steven Nelson,25,KAN,CB,16,16,4,53,0,35,15,0,0,0,0,0,0.0,68,58,10,2,0,0,,NelsSt01
114,Yannick Ngakoue,23,JAX,DE,16,16,0,0,0,0,1,0,0,0,0,0,9.5,28,25,3,13,33,0,,NgakYa00
115,Josh Norman,31,WAS,CB,16,16,3,79,0,40,9,3,0,1,0,0,0.0,64,40,24,1,0,0,,NormJo01
116,Larry Ogunjobi,24,CLE,DT,16,16,0,0,0,0,0,1,0,0,0,0,5.5,52,33,19,10,15,0,,OgunLa00
117,Alex Okafor,27,NOR,DE,16,16,0,0,0,0,1,0,0,1,0,0,4.0,36,25,11,5,9,0,,OkafAl00
118,Daron Payne,21,WAS,DT,16,16,0,0,0,0,3,1,0,1,9,0,5.0,56,35,21,6,8,0,,PaynDa00
119,Domata Peko,34,DEN,DT,16,16,0,0,0,0,2,0,0,0,0,0,0.5,31,20,11,2,3,0,,PekoDo20
120,Jabrill Peppers,23,CLE,S,16,16,1,0,0,0,5,0,2,3,16,0,1.0,79,52,27,5,4,0,,PeppJa00
121,Michael Person,30,SFO,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,PersMi00
122,Marcus Peters,25,LAR,CB,16,16,3,107,1,50,8,0,0,0,0,0,0.0,43,33,10,0,1,0,,PeteMa00
123,Adrian Peterson,33,WAS,RB,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,AP CPoY-3,PeteAd01
124,Patrick Peterson,28,ARI,CB,16,16,2,0,0,0,5,0,0,1,49,0,1.0,54,45,9,2,1,0,PB,PetePa00
125,Jason Pierre-Paul,29,TAM,DE,16,16,0,0,0,0,2,1,0,1,0,0,12.5,58,48,10,16,20,0,,PierJa99
126,Dontari Poe,28,CAR,DT,16,16,0,0,0,0,0,0,0,0,0,0,1.0,17,9,8,4,3,0,,PoexDo00
127,Mike Pouncey,29,LAC,C,16,16,0,0,0,0,0,0,1,0,-13,0,0.0,0,0,0,0,0,0,PB,PounMi00
128,Jordan Poyer,27,BUF,S,16,16,4,11,0,11,6,1,0,1,0,0,2.0,100,73,27,9,3,0,,PoyeJo00
129,Dak Prescott,25,DAL,QB,16,16,0,0,0,0,0,0,12,7,0,0,0.0,0,0,0,0,0,0,PB,PresDa01
130,Glover Quin,32,DET,S,16,16,0,0,0,0,3,0,0,0,0,0,1.0,74,58,16,1,2,0,,QuinGl99
131,Robert Quinn,28,MIA,DE,16,16,0,0,0,0,0,2,0,0,0,0,6.5,38,25,13,9,15,0,,QuinRo00
132,Jalen Ramsey,24,JAX,CB,16,16,3,0,0,0,13,0,0,0,0,0,0.0,65,62,3,2,0,0,PB,RamsJa00
133,Sheldon Rankins,24,NOR,DT,16,16,0,0,0,0,1,1,0,0,0,0,8.0,40,26,14,12,15,0,,RankSh00
134,D.J. Reader,24,HOU,DE,16,16,0,0,0,0,0,0,0,0,0,0,2.0,33,23,10,5,3,0,,ReadD.00
135,Jarran Reed,26,SEA,DT,16,16,0,0,0,0,0,0,0,2,2,0,10.5,50,34,16,12,24,0,,ReedJa02
136,Sheldon Richardson,28,MIN,DT,16,16,0,0,0,0,0,0,0,0,0,0,4.5,49,26,23,6,16,0,,RichSh00
137,Curtis Riley,26,NYG,S,16,16,4,67,1,46,5,0,0,0,0,0,0.0,75,63,12,0,1,0,,RileCu00
138,Philip Rivers,37,LAC,QB,16,16,0,0,0,0,0,0,2,1,-4,0,0.0,0,0,0,0,0,0,PB,RivePh00
139,Aaron Rodgers,35,GNB,QB,16,16,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,PB,RodgAa00
140,Ben Roethlisberger,36,PIT,QB,16,16,0,0,0,0,0,0,7,4,0,0,0.0,0,0,0,0,0,0,,RoetBe00
141,Chase Roullier,25,WAS,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,RoulCh00
142,Matt Ryan,33,ATL,QB,16,16,0,0,0,0,0,0,10,2,0,0,0.0,0,0,0,0,0,0,,RyanMa00
143,Mohamed Sanu,29,ATL,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,SanuMo00
144,Jabaal Sheard,29,IND,DE,16,16,0,0,0,0,4,0,0,0,0,0,5.5,50,37,13,14,13,0,,SheaJa00
145,Sterling Shepard,25,NYG,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,ShepSt00
146,Justin Simmons,25,DEN,S,16,16,3,8,0,8,4,0,0,0,0,0,0.0,97,71,26,0,0,0,,SimmJu00
147,Harrison Smith,29,MIN,S,16,16,3,66,0,52,6,1,0,2,0,0,3.0,84,67,17,9,5,0,PBAP-2,SmitHa00
148,Jaylon Smith,23,DAL,LB,16,16,0,0,0,0,4,2,0,2,69,1,4.0,121,82,39,6,6,0,,SmitJa05
149,Preston Smith,26,WAS,LB,16,16,1,3,0,3,3,0,0,1,1,1,4.0,53,30,23,5,16,0,,SmitPr00
150,Telvin Smith,27,JAX,LB,16,16,2,33,1,33,2,1,0,1,5,0,1.0,134,100,34,4,3,0,,SmitTe01
151,Nate Solder,30,NYG,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,SoldNa00
152,Akeem Spence,27,MIA,DT,16,16,0,0,0,0,0,0,0,1,0,0,2.0,42,23,19,6,9,0,,SpenAk00
153,Matthew Stafford,30,DET,QB,16,16,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,,StafMa00
154,Terrell Suggs,36,BAL,LB,16,16,0,0,0,0,6,1,0,1,43,1,7.0,34,25,9,13,15,0,,SuggTe99
155,Ndamukong Suh,31,LAR,DT,16,16,0,0,0,0,4,0,0,2,0,0,4.5,59,36,23,4,19,0,,SuhxNd99
156,John Sullivan,33,LAR,C,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,SullJo24
157,Adam Thielen,28,MIN,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB,ThieAd00
158,Michael Thomas,25,NOR,WR,16,16,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,PBAP-1,ThomMi05
159,Dalvin Tomlinson,24,NYG,DT,16,16,0,0,0,0,0,0,0,0,0,0,0.0,59,28,31,5,0,0,,TomlDa00
160,Laken Tomlinson,26,SFO,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,TomlLa01
161,Danny Trevathan,28,CHI,LB,16,16,2,12,0,12,6,1,0,1,0,0,2.0,102,76,26,8,4,0,,TrevDa00
162,Desmond Trufant,28,ATL,CB,16,16,0,0,0,0,12,0,0,0,0,0,1.0,66,55,11,1,1,0,,TrufDe00
163,Brent Urban,27,BAL,DE,16,16,0,0,0,0,2,0,0,0,0,0,0.5,27,17,10,2,1,0,,UrbaBr00
164,Kyle Van Noy,27,NWE,LB,16,16,1,0,0,0,2,1,0,2,46,1,3.5,92,55,37,5,10,0,,VanNKy00
165,Greg Van Roten,28,CAR,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,VanRGr00
166,Fred Warner,22,SFO,LB,16,16,0,0,0,0,6,1,0,1,0,0,0.0,124,85,39,3,2,0,,WarnFr00
167,Deshaun Watson,23,HOU,QB,16,16,0,0,0,0,0,0,9,2,-25,0,0.0,0,0,0,0,0,0,PB,WatsDe00
168,J.J. Watt,29,HOU,DE,16,16,0,0,0,0,4,7,0,0,0,0,16.0,61,47,14,18,25,0,PBAP-1AP CPoY-2,WattJ.00
169,T.J. Watt,24,PIT,LB,16,16,0,0,0,0,3,6,0,0,0,0,13.0,68,50,18,12,21,0,PB,WattT.00
170,Eric Weddle,33,BAL,S,16,16,0,0,0,0,3,0,0,0,0,0,1.0,68,54,14,2,4,0,PB,WeddEr99
171,Tre'Davious White,23,BUF,CB,16,16,2,37,0,37,8,0,0,0,0,0,0.0,54,44,10,1,0,0,,WhitTr01
172,Cody Whitehair,26,CHI,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB,WhitCo03
173,Tahir Whitehead,28,LVR,LB,16,16,1,0,0,0,5,1,0,0,0,0,0.0,126,89,37,9,1,0,,WhitTa00
174,Brandon Williams,29,BAL,DE,16,16,0,0,0,0,1,0,0,0,0,0,1.0,34,21,13,3,1,0,PB,WillBr02
175,Kyle Williams,35,BUF,DT,16,16,0,0,0,0,1,1,0,1,0,0,5.0,35,22,13,6,14,0,PB,WillKy20
176,Leonard Williams,24,NYJ,DE,16,16,0,0,0,0,2,0,0,0,0,0,5.0,42,27,15,11,20,0,,WillLe02
177,Marcus Williams,22,NOR,S,16,16,2,100,0,78,3,1,0,1,0,0,1.0,59,49,10,0,0,0,,WillMa06
178,Shawn Williams,27,CIN,S,16,16,5,131,1,58,9,1,0,0,0,0,1.0,110,81,29,2,2,0,,WillSh02
179,Tramon Williams,35,GNB,S,16,16,0,0,0,0,2,0,3,1,0,0,0.0,54,40,14,0,0,0,,WillTr99
180,Avery Williamson,26,NYJ,LB,16,16,1,36,0,36,6,2,0,1,0,0,3.0,120,80,40,6,4,0,,WillAv00
181,Russell Wilson,30,SEA,QB,16,16,0,0,0,0,0,0,10,4,-17,0,0.0,0,0,0,0,0,0,PB,WilsRu00
182,Derek Wolfe,28,DEN,DE,16,16,1,2,0,2,6,0,0,1,0,0,1.5,43,31,12,3,6,0,,WolfDe00
183,Marshal Yanda,34,BAL,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PBAP-2,YandMa20
184,Julién Davenport,23,HOU,LT,16,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,DaveJu00
185,Bud Dupree,25,PIT,LB,16,15,1,10,1,10,3,1,0,0,0,0,5.5,42,30,12,8,13,0,,DuprAl00
186,Terrell Edmunds,21,PIT,S,16,15,1,35,0,35,4,0,0,1,0,0,1.0,78,55,23,1,3,0,,EdmuTe00
187,Lawrence Guy,28,NWE,DT,16,15,0,0,0,0,0,1,0,0,0,0,1.0,59,25,34,1,11,0,,GuyxLa00
188,Jordan Howard,24,CHI,RB,16,15,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,HowaJo00
189,Zay Jones,23,BUF,WR,16,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,JoneZa00
190,Damontae Kazee,25,ATL,S,16,15,7,54,0,33,10,1,0,0,0,0,0.0,82,60,22,1,0,0,,KazeDa00
191,A.J. Klein,27,NOR,LB,16,15,1,6,0,6,3,0,0,2,17,0,2.0,70,42,28,7,4,0,,KleiAJ00
192,DeMarcus Lawrence,26,DAL,DE,16,15,1,13,0,13,1,2,0,1,5,0,10.5,64,42,22,15,23,0,PB,LawrDe00
193,Reggie Ragland,25,KAN,LB,16,15,1,67,0,67,1,0,0,0,0,0,0.5,86,46,40,2,1,0,,RaglRe00
194,Keenan Allen,26,LAC,WR,16,14,0,0,0,0,0,0,3,1,-19,0,0.0,0,0,0,0,0,0,PB,AlleKe00
195,Jonathan Bostic,27,PIT,LB,16,14,0,0,0,0,3,0,0,0,0,0,2.5,73,46,27,5,4,0,,BostJo00
196,Tevin Coleman,25,ATL,RB,16,14,0,0,0,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,,ColeTe01
197,Trevon Coley,24,CLE,DT,16,14,0,0,0,0,0,0,0,1,0,0,0.5,39,17,22,4,1,1,,ColeTr01
198,Samson Ebukam,23,LAR,LB,16,14,1,25,1,25,1,3,0,2,11,1,3.0,40,25,15,6,6,0,,EbukSa00
199,Javon Hargrave,25,PIT,DT,16,14,0,0,0,0,1,0,0,0,0,0,6.5,49,32,17,6,8,0,,HargJa00
