Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
20,Emani Bailey,TCU,Big 12,12,223,1209,5.4,8,100.8,25,184,7.4,1,15.3,248,1393,5.6,9,,emani-bailey-1
21,Dillon Johnson*,Washington,Pac-12,14,233,1195,5.1,16,85.4,24,190,7.9,0,13.6,257,1385,5.4,16,,dillon-johnson-1
22,Kairee Robinson*,San Jose State,MWC,12,170,1194,7.0,18,99.5,17,198,11.6,2,16.5,187,1392,7.4,20,,kairee-robinson-1
23,Jacory Croskey-Merritt,New Mexico,MWC,12,189,1190,6.3,17,99.2,7,72,10.3,1,6.0,196,1262,6.4,18,,jacory-croskey-merritt-1
24,Damien Martinez*,Oregon State,Pac-12,12,194,1185,6.1,9,98.8,11,126,11.5,0,10.5,205,1311,6.4,9,,damien-martinez-1
25,Bucky Irving*,Oregon,Pac-12,14,186,1180,6.3,11,84.3,56,413,7.4,2,29.5,242,1593,6.6,13,,markeise-irving-1
26,Quinshon Judkins*,Ole Miss,SEC,13,271,1158,4.3,15,89.1,22,149,6.8,2,11.5,293,1307,4.5,17,,quinshon-judkins-1
27,Kay'ron Adams,Massachusetts,Ind,12,236,1157,4.9,12,96.4,20,118,5.9,0,9.8,256,1275,5.0,12,,kayron-adams-1
28,Blake Watson*,Memphis,American,13,192,1152,6.0,14,88.6,53,480,9.1,3,36.9,245,1632,6.7,17,,blake-watson-2
29,Jonathon Brooks*,Texas,Big 12,11,187,1139,6.1,10,103.5,25,286,11.4,1,26.0,212,1425,6.7,11,,jonathon-brooks-1
30,Rasheen Ali*,Marshall,Sun Belt,12,212,1135,5.4,15,94.6,28,213,7.6,1,17.8,240,1348,5.6,16,,rasheen-ali-1
31,Jayden Daniels*,LSU,SEC,12,135,1134,8.4,10,94.5,0,0,,0,0.0,135,1134,8.4,10,H-1AACamp,jayden-daniels-1
32,Frank Gore Jr.,Southern Mississippi,Sun Belt,12,231,1131,4.9,10,94.3,27,221,8.2,3,18.4,258,1352,5.2,13,,frank-gore-jr-1
33,Re'Mahn Davis*,Kentucky,SEC,13,199,1129,5.7,14,86.8,33,323,9.8,7,24.8,232,1452,6.3,21,,remahn-davis-1
34,Jawhar Jordan*,Louisville,ACC,13,181,1128,6.2,13,86.8,21,246,11.7,1,18.9,202,1374,6.8,14,,jawhar-jordan-1
35,Thomas Castellanos*,Boston College,ACC,13,215,1113,5.2,13,85.6,2,-11,-5.5,0,-0.8,217,1102,5.1,13,,thomas-castellanos-1
36,Kaidon Salter*,Liberty,CUSA,14,163,1089,6.7,12,77.8,0,0,,0,0.0,163,1089,6.7,12,,kaidon-salter-1
37,Rashad Amos*,Miami (OH),MAC,14,210,1075,5.1,13,76.8,6,37,6.2,0,2.6,216,1112,5.1,13,,rashad-amos-1
38,LeQuint Allen*,Syracuse,ACC,13,245,1064,4.3,9,81.8,38,210,5.5,1,16.2,283,1274,4.5,10,,lequint-allen-1
39,Jamal Haynes*,Georgia Tech,ACC,13,174,1059,6.1,7,81.5,20,151,7.6,1,11.6,194,1210,6.2,8,,jamal-haynes-1
40,Corey Kiner,Cincinnati,Big 12,12,192,1047,5.5,5,87.3,12,49,4.1,0,4.1,204,1096,5.4,5,,corey-kiner-1
41,Marquez Cooper,Ball State,MAC,12,227,1043,4.6,4,86.9,18,163,9.1,0,13.6,245,1206,4.9,4,,marquez-cooper-1
42,Ayo Adeyi,North Texas,American,12,143,1017,7.1,6,84.8,7,52,7.4,0,4.3,150,1069,7.1,6,,ayo-adeyi-1
43,Jaylen Wright*,Tennessee,SEC,12,137,1013,7.4,4,84.4,22,141,6.4,0,11.8,159,1154,7.3,4,,jaylen-wright-1
44,La'Damian Webb*,South Alabama,Sun Belt,11,186,1007,5.4,16,91.5,24,144,6.0,1,13.1,210,1151,5.5,17,,ladamian-webb-1
45,Jalen Buckley,Western Michigan,MAC,11,189,1003,5.3,10,91.2,18,161,8.9,0,14.6,207,1164,5.6,10,,jalen-buckley-1
46,Braelon Allen*,Wisconsin,Big Ten,11,181,984,5.4,12,89.5,28,132,4.7,0,12.0,209,1116,5.3,12,,braelon-allen-1
47,Malik Sherrod*,Fresno State,MWC,12,172,966,5.6,9,80.5,44,260,5.9,1,21.7,216,1226,5.7,10,,malik-sherrod-1
48,Phil Mafah*,Clemson,ACC,13,179,965,5.4,13,74.2,21,108,5.1,0,8.3,200,1073,5.4,13,,phil-mafah-1
49,Emmanuel Michel*,Air Force,MWC,11,204,950,4.7,11,86.4,0,0,,0,0.0,204,950,4.7,11,,emmanuel-michel-1
50,Harrison Waylee*,Wyoming,MWC,10,164,947,5.8,5,94.7,12,66,5.5,0,6.6,176,1013,5.8,5,,harrison-waylee-1
51,TreVeyon Henderson*,Ohio State,Big Ten,10,156,926,5.9,11,92.6,19,229,12.1,0,22.9,175,1155,6.6,11,,treveyon-henderson-1
52,Diego Pavia*,New Mexico State,CUSA,15,176,923,5.2,7,61.5,0,0,,0,0.0,176,923,5.2,7,,diego-pavia-1
53,Jarquez Hunter*,Auburn,SEC,12,159,909,5.7,7,75.8,18,118,6.6,0,9.8,177,1027,5.8,7,,jarquez-hunter-1
54,Trey Benson*,Florida State,ACC,13,156,906,5.8,14,69.7,20,227,11.4,1,17.5,176,1133,6.4,15,,trey-benson-2
55,Kaytron Allen*,Penn State,Big Ten,13,172,902,5.2,6,69.4,14,81,5.8,1,6.2,186,983,5.3,7,,kaytron-allen-1
56,Bryson Daily,Army,Ind,11,215,901,4.2,7,81.9,0,0,,0,0.0,215,901,4.2,7,,bryson-daily-1
57,Malik Jackson*,Jacksonville State,CUSA,12,146,897,6.1,7,74.8,15,82,5.5,0,6.8,161,979,6.1,7,,malik-jackson-6
58,Jase McClellan*,Alabama,SEC,13,180,890,4.9,8,68.5,15,137,9.1,0,10.5,195,1027,5.3,8,,jase-mcclellan-1
59,Anthony Watkins,Tulsa,American,12,197,889,4.5,4,74.1,9,57,6.3,0,4.8,206,946,4.6,4,,anthony-watkins-3
60,Jalen White*,Georgia Southern,Sun Belt,11,160,889,5.6,9,80.8,17,69,4.1,1,6.3,177,958,5.4,10,,jalen-white-1
61,Daijun Edwards*,Georgia,SEC,12,164,881,5.4,13,73.4,20,197,9.9,0,16.4,184,1078,5.9,13,,daijun-edwards-1
62,Jonah Coleman*,Arizona,Pac-12,13,128,871,6.8,5,67.0,25,283,11.3,1,21.8,153,1154,7.5,6,,jonah-coleman-1
63,Bhayshul Tuten*,Virginia Tech,ACC,13,173,863,5.0,10,66.4,27,239,8.9,2,18.4,200,1102,5.5,12,,bhayshul-tuten-1
64,Carson Steele*,UCLA,Pac-12,12,167,847,5.1,6,70.6,17,163,9.6,2,13.6,184,1010,5.5,8,,carson-steele-1
65,Jahiem White*,West Virginia,Big 12,12,109,842,7.7,4,70.2,5,125,25.0,2,10.4,114,967,8.5,6,,jahiem-white-1
66,Quali Conley*,San Jose State,MWC,13,131,842,6.4,9,64.8,27,269,10.0,0,20.7,158,1111,7.0,9,,quali-conley-1
67,Nate Noel*,Appalachian State,Sun Belt,11,173,834,4.8,5,75.8,16,86,5.4,0,7.8,189,920,4.9,5,,nate-noel-1
68,TJ Harden*,UCLA,Pac-12,13,156,827,5.3,8,63.6,19,142,7.5,1,10.9,175,969,5.5,9,,tj-harden-1
69,Will Shipley*,Clemson,ACC,12,167,827,5.0,5,68.9,31,244,7.9,2,20.3,198,1071,5.4,7,,will-shipley-1
70,Leshon Williams*,Iowa,Big Ten,14,170,821,4.8,1,58.6,12,68,5.7,1,4.9,182,889,4.9,2,,leshon-williams-1
71,Marshawn Lloyd*,USC,Pac-12,11,116,820,7.1,9,74.5,13,232,17.8,0,21.1,129,1052,8.2,9,,marshawn-lloyd-1
72,Jordan Waters*,Duke,ACC,13,153,819,5.4,12,63.0,9,139,15.4,0,10.7,162,958,5.9,12,,jordan-waters-1
73,Kyron Drones*,Virginia Tech,ACC,13,166,818,4.9,5,62.9,1,0,0.0,0,0.0,167,818,4.9,5,,kyron-drones-1
74,Montrell Johnson,Florida,SEC,12,152,817,5.4,5,68.1,30,236,7.9,1,19.7,182,1053,5.8,6,,montrell-johnson-1
75,Deion Hankins,UTEP,CUSA,12,157,812,5.2,5,67.7,7,71,10.1,0,5.9,164,883,5.4,5,,deion-hankins-1
76,Devin Mockobee,Purdue,Big Ten,12,172,811,4.7,6,67.6,19,180,9.5,1,15.0,191,991,5.2,7,,devin-mockobee-1
77,Sieh Bangura*,Ohio,MAC,12,178,811,4.6,7,67.6,18,159,8.8,1,13.3,196,970,4.9,8,,sieh-bangura-1
78,Isaac Guerendo*,Louisville,ACC,14,132,810,6.1,11,57.9,22,234,10.6,0,16.7,154,1044,6.8,11,,isaac-guerendo-1
79,Byrum Brown*,South Florida,American,13,203,809,4.0,11,62.2,2,36,18.0,0,2.8,205,845,4.1,11,,byrum-brown-1
80,Davon Booth*,Utah State,MWC,12,120,805,6.7,6,67.1,12,50,4.2,0,4.2,132,855,6.5,6,,davon-booth-1
81,Jermaine Brown Jr.,UAB,American,12,158,803,5.1,12,66.9,41,416,10.1,1,34.7,199,1219,6.1,13,,jermaine-brown-jr-1
82,Darius Taylor*,Minnesota,Big Ten,6,138,799,5.8,5,133.2,11,92,8.4,0,15.3,149,891,6.0,5,,darius-taylor-1
83,CJ Donaldson*,West Virginia,Big 12,12,171,798,4.7,11,66.5,9,59,6.6,0,4.9,180,857,4.8,11,,cj-donaldson-1
84,Nate Carter,Michigan State,Big Ten,12,185,798,4.3,4,66.5,22,103,4.7,0,8.6,207,901,4.4,4,,nate-carter-4
85,Ja'Quinden Jackson*,Utah,Pac-12,12,161,797,5.0,4,66.4,9,53,5.9,0,4.4,170,850,5.0,4,,jaquinden-jackson-1
86,Nay'quan Wright*,South Florida,American,13,180,797,4.4,8,61.3,10,25,2.5,0,1.9,190,822,4.3,8,,nayquan-wright-1
87,Kendall Milton*,Georgia,SEC,13,121,790,6.5,14,60.8,4,25,6.3,0,1.9,125,815,6.5,14,,kendall-milton-1
88,Cameron Skattebo,Arizona State,Pac-12,12,164,783,4.8,9,65.3,24,286,11.9,1,23.8,188,1069,5.7,10,,cameron-skattebo-1
89,Kye Robichaux*,Boston College,ACC,11,163,780,4.8,8,70.9,15,108,7.2,0,9.8,178,888,5.0,8,,kye-robichaux-1
90,Garrett Greene*,West Virginia,Big 12,12,120,772,6.4,13,64.3,0,0,,0,0.0,120,772,6.4,13,,garrett-greene-1
91,Dean Connors*,Rice,American,13,121,771,6.4,7,59.3,43,403,9.4,3,31.0,164,1174,7.2,10,,dean-connors-1
92,Terion Stewart*,Bowling Green,MAC,9,125,762,6.1,8,84.7,1,27,27.0,0,3.0,126,789,6.3,8,,terion-stewart-1
93,Vincent Davis*,Nevada-Las Vegas,MWC,14,145,760,5.2,7,54.3,11,100,9.1,1,7.1,156,860,5.5,8,,vincent-davis-3
94,Jordan James*,Oregon,Pac-12,14,107,759,7.1,11,54.2,15,132,8.8,1,9.4,122,891,7.3,12,,jordan-james-3
95,Alex Tecza,Navy,American,12,126,758,6.0,5,63.2,16,97,6.1,0,8.1,142,855,6.0,5,,alex-tecza-1
96,Trevor Etienne,Florida,SEC,11,131,753,5.7,8,68.5,21,172,8.2,1,15.6,152,925,6.1,9,,trevor-etienne-1
97,Nicholas Singleton*,Penn State,Big Ten,13,171,752,4.4,8,57.8,26,308,11.8,2,23.7,197,1060,5.4,10,,nicholas-singleton-1
98,George Holani*,Boise State,MWC,8,134,748,5.6,7,93.5,17,199,11.7,0,24.9,151,947,6.3,7,,george-holani-1
99,Jaylan Knighton*,SMU,American,12,136,745,5.5,7,62.1,13,89,6.8,1,7.4,149,834,5.6,8,,jaylan-knighton-1
100,Gavin Sawchuk*,Oklahoma,Big 12,12,120,744,6.2,9,62.0,14,94,6.7,0,7.8,134,838,6.3,9,,gavin-sawchuk-1
101,Oscar Adaway III,North Texas,American,12,123,738,6.0,6,61.5,14,89,6.4,0,7.4,137,827,6.0,6,,oscar-adaway-iii-1
102,Haynes King*,Georgia Tech,ACC,13,120,737,6.1,10,56.7,0,0,,0,0.0,120,737,6.1,10,,haynes-king-1
103,Marion Lukes,Central Michigan,MAC,12,144,737,5.1,5,61.4,29,300,10.3,0,25.0,173,1037,6.0,5,,marion-lukes-1
104,Darren Grainger*,Georgia State,Sun Belt,13,159,736,4.6,10,56.6,0,0,,0,0.0,159,736,4.6,10,,darren-grainger-1
105,Rahsul Faison*,Utah State,MWC,13,118,736,6.2,5,56.6,11,52,4.7,0,4.0,129,788,6.1,5,,rahsul-faison-1
106,Jacob Kibodi*,Louisiana,Sun Belt,12,129,729,5.7,7,60.8,9,79,8.8,1,6.6,138,808,5.9,8,,jacob-kibodi-1
107,Kiael Kelly,Ball State,MAC,12,135,724,5.4,7,60.3,6,39,6.5,0,3.3,141,763,5.4,7,,kiael-kelly-1
108,Ja'Quez Cross*,Arkansas State,Sun Belt,13,128,716,5.6,7,55.1,24,161,6.7,0,12.4,152,877,5.8,7,,jaquez-cross-1
109,Tyrone Tracy Jr.,Purdue,Big Ten,11,113,716,6.3,8,65.1,19,132,6.9,0,12.0,132,848,6.4,8,,tyrone-tracy-jr-1
110,Kevorian Barnes*,UTSA,American,12,147,715,4.9,6,59.6,14,61,4.4,0,5.1,161,776,4.8,6,,kevorian-barnes-1
111,Zion Webb*,Jacksonville State,CUSA,12,132,708,5.4,7,59.0,0,0,,0,0.0,132,708,5.4,7,,zion-webb-1
112,Mario Anderson,South Carolina,SEC,12,143,707,4.9,3,58.9,22,153,7.0,1,12.8,165,860,5.2,4,,mario-anderson-1
113,Kanye Roberts*,Appalachian State,Sun Belt,14,123,696,5.7,7,49.7,14,113,8.1,0,8.1,137,809,5.9,7,,kanye-roberts-1
114,Larry McCammon III,Florida Atlantic,American,11,149,681,4.6,5,61.9,25,205,8.2,0,18.6,174,886,5.1,5,,larry-mccammon-iii-1
115,Roman Hemby*,Maryland,Big Ten,13,142,680,4.8,4,52.3,38,349,9.2,3,26.8,180,1029,5.7,7,,roman-hemby-1
116,Jaquez Moore*,Duke,ACC,13,116,674,5.8,6,51.8,4,64,16.0,0,4.9,120,738,6.2,6,,jaquez-moore-1
117,Brennan Armstrong*,North Carolina State,ACC,12,143,665,4.7,7,55.4,0,0,,0,0.0,143,665,4.7,7,,brennan-armstrong-1
118,CJ Baxter*,Texas,Big 12,13,138,659,4.8,5,50.7,24,156,6.5,0,12.0,162,815,5.0,5,,cj-baxter-1
119,Logan Diggs*,LSU,SEC,10,119,653,5.5,7,65.3,8,82,10.3,0,8.2,127,735,5.8,7,,logan-diggs-1
120,Star Thomas*,New Mexico State,CUSA,15,112,653,5.8,4,43.5,22,200,9.1,2,13.3,134,853,6.4,6,,star-thomas-1
121,Cam Porter*,Northwestern,Big Ten,13,166,651,3.9,4,50.1,21,121,5.8,1,9.3,187,772,4.1,5,,cam-porter-1
122,Treshaun Ward*,Kansas State,Big 12,11,124,643,5.2,5,58.5,17,129,7.6,2,11.7,141,772,5.5,7,,treshaun-ward-1
123,Lorenzo Lingard,Akron,MAC,12,143,641,4.5,4,53.4,38,368,9.7,2,30.7,181,1009,5.6,6,,lorenzo-lingard-1
124,Kaelon Black*,James Madison,Sun Belt,13,142,637,4.5,1,49.0,27,254,9.4,4,19.5,169,891,5.3,5,,kaelon-black-1
125,Samson Evans*,Eastern Michigan,MAC,12,142,635,4.5,12,52.9,12,89,7.4,0,7.4,154,724,4.7,12,,samson-evans-1
126,Daniel Hishaw Jr.*,Kansas,Big 12,13,121,626,5.2,8,48.2,1,9,9.0,0,0.7,122,635,5.2,8,,daniel-hishaw-jr-1
127,Henry Parrish Jr.*,Miami (FL),ACC,11,100,625,6.3,6,56.8,11,32,2.9,0,2.9,111,657,5.9,6,,henry-parrish-jr-1
128,Kadarius Calloway*,Old Dominion,Sun Belt,9,88,623,7.1,5,69.2,8,48,6.0,1,5.3,96,671,7.0,6,,kadarius-calloway-1
129,Torrance Burgess Jr.,UTEP,CUSA,11,124,620,5.0,2,56.4,17,227,13.4,0,20.6,141,847,6.0,2,,torrance-burgess-jr-1
130,Camryn Edwards,Connecticut,Ind,9,123,618,5.0,4,68.7,15,132,8.8,1,14.7,138,750,5.4,5,,camryn-edwards-1
131,Abu Sama*,Iowa State,Big 12,12,84,614,7.3,6,51.2,7,51,7.3,0,4.3,91,665,7.3,6,,abu-sama-1
132,Ron Cook Jr.,Buffalo,MAC,12,148,609,4.1,6,50.8,29,220,7.6,1,18.3,177,829,4.7,7,,ron-cook-jr-1
133,Zachar Larrier*,Air Force,MWC,11,142,605,4.3,6,55.0,1,-8,-8.0,0,-0.7,143,597,4.2,6,,zachar-larrier-1
134,Dylan Sampson*,Tennessee,SEC,12,106,604,5.7,7,50.3,17,175,10.3,1,14.6,123,779,6.3,8,,dylan-sampson-1
135,John Lee Eldridge III*,Air Force,MWC,13,84,599,7.1,6,46.1,7,39,5.6,1,3.0,91,638,7.0,7,,john-lee-eldridge-iii-1
136,Billy Lucas*,Liberty,CUSA,12,114,597,5.2,6,49.8,4,60,15.0,0,5.0,118,657,5.6,6,,billy-lucas-1
137,Keshawn Wicks*,Old Dominion,Sun Belt,11,120,589,4.9,4,53.5,12,83,6.9,1,7.5,132,672,5.1,5,,keshawn-wicks-1
138,Robert Henry*,UTSA,American,13,127,588,4.6,11,45.2,19,115,6.1,0,8.8,146,703,4.8,11,,robert-henry-1
139,Demond Claiborne,Wake Forest,ACC,10,137,586,4.3,5,58.6,3,35,11.7,0,3.5,140,621,4.4,5,,demond-claiborne-1
140,Jaylon Jackson*,Eastern Michigan,MAC,13,136,576,4.2,2,44.3,24,234,9.8,2,18.0,160,810,5.1,4,,jaylon-jackson-2
141,LJ Johnson Jr.*,SMU,American,11,108,576,5.3,4,52.4,7,58,8.3,0,5.3,115,634,5.5,4,,lj-johnson-jr-2
142,Zak Wallace*,Arkansas State,Sun Belt,12,126,575,4.6,6,47.9,6,23,3.8,0,1.9,132,598,4.5,6,,zak-wallace-1
143,Jacquez Stuart*,Toledo,MAC,12,110,574,5.2,6,47.8,12,143,11.9,1,11.9,122,717,5.9,7,,jacquez-stuart-1
144,Johnny Richardson*,UCF,Big 12,13,87,573,6.6,1,44.1,12,46,3.8,0,3.5,99,619,6.3,1,,johnny-richardson-4
145,Jo'quavious Marks,Mississippi State,SEC,9,121,573,4.7,4,63.7,23,167,7.3,2,18.6,144,740,5.1,6,,joquavious-marks-1
146,Ahmonte Watkins*,New Mexico State,CUSA,14,59,572,9.7,2,40.9,8,77,9.6,1,5.5,67,649,9.7,3,,ahmonte-watkins-1
147,Ty Son Lawton*,James Madison,Sun Belt,12,126,568,4.5,5,47.3,19,174,9.2,1,14.5,145,742,5.1,6,,ty-son-lawton-2
148,Reggie Love III,Illinois,Big Ten,8,116,567,4.9,4,70.9,9,58,6.4,0,7.3,125,625,5.0,4,,reggie-love-iii-1
149,Shomari Lawrence,Florida International,CUSA,12,125,566,4.5,4,47.2,8,47,5.9,0,3.9,133,613,4.6,4,,shomari-lawrence-1
150,DeQuan Finn*,Toledo,MAC,13,123,563,4.6,7,43.3,0,0,,0,0.0,123,563,4.6,7,,dequan-finn-1
151,Jaylon Glover*,Utah,Pac-12,13,137,562,4.1,2,43.2,7,67,9.6,0,5.2,144,629,4.4,2,,jaylon-glover-1
152,Emory Jones,Cincinnati,Big 12,12,155,560,3.6,4,46.7,0,0,,0,0.0,155,560,3.6,4,,emory-jones-1
153,Roydell Williams*,Alabama,SEC,14,111,560,5.0,5,40.0,11,58,5.3,1,4.1,122,618,5.1,6,,roydell-williams-2
154,Jordan Nubin*,Minnesota,Big Ten,13,127,559,4.4,3,43.0,6,27,4.5,0,2.1,133,586,4.4,3,,jordan-nubin-1
155,Aaron Bedgood*,Liberty,CUSA,14,58,552,9.5,3,39.4,21,220,10.5,2,15.7,79,772,9.8,5,,aaron-bedgood-1
156,Tyre Shelton,Louisiana Tech,CUSA,8,97,551,5.7,5,68.9,9,40,4.4,0,5.0,106,591,5.6,5,,tyre-shelton-1
157,Victor Rosa,Connecticut,Ind,11,112,550,4.9,3,50.0,12,69,5.8,0,6.3,124,619,5.0,3,,victor-rosa-1
158,Justice Ellison,Wake Forest,ACC,11,120,548,4.6,1,49.8,10,61,6.1,0,5.5,130,609,4.7,1,,justice-ellison-1
159,Rodney Hammond Jr.,Pitt,ACC,12,118,547,4.6,4,45.6,8,60,7.5,0,5.0,126,607,4.8,4,,rodney-hammond-jr-1
160,Gavin Garcia,Kent State,MAC,11,138,544,3.9,2,49.5,1,3,3.0,0,0.3,139,547,3.9,2,,gavin-garcia-1
161,Ulysses Bentley IV*,Ole Miss,SEC,13,95,540,5.7,4,41.5,11,87,7.9,1,6.7,106,627,5.9,5,,ulysses-bentley-iv-1
162,Amari Daniels*,Texas A&M,SEC,12,105,532,5.1,6,44.3,14,102,7.3,0,8.5,119,634,5.3,6,,amari-daniels-1
163,Jalen Milroe*,Alabama,SEC,13,161,531,3.3,12,40.8,0,0,,0,0.0,161,531,3.3,12,H-6,jalen-milroe-1
164,Jalen Mayden,San Diego State,MWC,12,128,528,4.1,5,44.0,0,0,,0,0.0,128,528,4.1,5,,jalen-mayden-1
165,Sean Dollars,Nevada,MWC,11,151,527,3.5,6,47.9,18,77,4.3,0,7.0,169,604,3.6,6,,sean-dollars-1
166,Kanye Udoh,Army,Ind,10,99,524,5.3,1,52.4,1,0,0.0,0,0.0,100,524,5.2,1,,kanye-udoh-1
167,Dominic Richardson,Baylor,Big 12,11,125,519,4.2,1,47.2,21,152,7.2,1,13.8,146,671,4.6,2,,dominic-richardson-1
168,LJ Martin,BYU,Big 12,10,109,518,4.8,4,51.8,11,45,4.1,1,4.5,120,563,4.7,5,,lj-martin-1
169,Deshaun Fenwick*,Oregon State,Pac-12,13,96,515,5.4,5,39.6,9,76,8.4,2,5.8,105,591,5.6,7,,deshaun-fenwick-1
170,Dre'lyn Washington*,Louisiana,Sun Belt,10,92,515,5.6,2,51.5,5,25,5.0,1,2.5,97,540,5.6,3,,drelyn-washington-1
171,Payton Thorne*,Auburn,SEC,13,134,515,3.8,3,39.6,0,0,,0,0.0,134,515,3.8,3,,payton-thorne-1
172,Mark Fletcher Jr.*,Miami (FL),ACC,10,105,514,4.9,5,51.4,7,62,8.9,0,6.2,112,576,5.1,5,,mark-fletcher-jr-1
173,Tawee Walker*,Oklahoma,Big 12,12,102,513,5.0,7,42.8,10,81,8.1,0,6.8,112,594,5.3,7,,tawee-walker-1
174,Hunter Smith,Louisiana-Monroe,Sun Belt,12,94,507,5.4,3,42.3,8,71,8.9,0,5.9,102,578,5.7,3,,hunter-smith-7
175,John Rhys Plumlee*,UCF,Big 12,10,106,505,4.8,5,50.5,0,0,,0,0.0,106,505,4.8,5,,john-rhys-plumlee-1
176,Dontae Smith*,Georgia Tech,ACC,11,100,504,5.0,4,45.8,10,92,9.2,1,8.4,110,596,5.4,5,,dontae-smith-1
177,Jai'Den Thomas*,Nevada-Las Vegas,MWC,13,108,503,4.7,12,38.7,7,62,8.9,0,4.8,115,565,4.9,12,,jaiden-thomas-1
178,Donovan Edwards*,Michigan,Big Ten,15,119,497,4.2,5,33.1,30,249,8.3,0,16.6,149,746,5.0,5,,donovan-edwards-1
179,Gavin Wimsatt*,Rutgers,Big Ten,13,131,497,3.8,11,38.2,0,0,,0,0.0,131,497,3.8,11,,gavin-wimsatt-1
180,Brendon Lewis,Nevada,MWC,12,120,495,4.1,4,41.3,0,0,,0,0.0,120,495,4.1,4,,brendon-lewis-1
181,Dylan Carson*,Air Force,MWC,9,68,493,7.3,2,54.8,0,0,,0,0.0,68,493,7.3,2,,dylan-carson-1
182,Zeon Chriss*,Louisiana,Sun Belt,8,73,492,6.7,6,61.5,0,0,,0,0.0,73,492,6.7,6,,zeon-chriss-1
183,Gavin Williams*,Northern Illinois,MAC,13,95,488,5.1,3,37.5,24,147,6.1,0,11.3,119,635,5.3,3,,gavin-williams-1
184,Aidan Robbins,BYU,Big 12,8,101,485,4.8,1,60.6,7,33,4.7,0,4.1,108,518,4.8,1,,aidan-robbins-1
185,Rahjai Harris,East Carolina,American,12,129,485,3.8,5,40.4,7,43,6.1,1,3.6,136,528,3.9,6,,rahjai-harris-1
186,Le'Veon Moss*,Texas A&M,SEC,9,96,484,5.0,5,53.8,11,84,7.6,0,9.3,107,568,5.3,5,,leveon-moss-1
187,Rocko Griffin*,UTSA,American,12,91,483,5.3,6,40.3,9,30,3.3,0,2.5,100,513,5.1,6,,rocko-griffin-1
188,Donald Chaney Jr.*,Miami (FL),ACC,11,94,478,5.1,2,43.5,5,15,3.0,0,1.4,99,493,5.0,2,,donald-chaney-jr-1
