Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
87,De'Corian Clark*,UTSA,CUSA,14,52,755,14.5,7,53.9,2,9,4.5,0,0.6,54,764,14.1,7,,decorian-clark-1
88,Jaylen Hall*,Western Michigan,MAC,12,46,752,16.3,3,62.7,0,0,,0,0.0,46,752,16.3,3,,jaylen-hall-1
89,Konata Mumpfield,Akron,MAC,12,63,751,11.9,8,62.6,0,0,,0,0.0,63,751,11.9,8,,konata-mumpfield-1
90,Zay Flowers,Boston College,ACC,12,44,746,17.0,5,62.2,7,69,9.9,0,5.8,51,815,16.0,5,,zay-flowers-1
91,Stanley Berryhill III,Arizona,Pac-12,12,83,744,9.0,1,62.0,19,121,6.4,0,10.1,102,865,8.5,1,,stanley-berryhill-iii-1
92,Te'Vailance Hunt,Arkansas State,Sun Belt,11,51,740,14.5,6,67.3,0,0,,0,0.0,51,740,14.5,6,,tevailance-hunt-2
93,Kyle Philips,UCLA,Pac-12,11,59,739,12.5,10,67.2,0,0,,0,0.0,59,739,12.5,10,,kyle-philips-4
94,Tez Johnson,Troy,Sun Belt,12,67,735,11.0,4,61.3,2,35,17.5,1,2.9,69,770,11.2,5,,tez-johnson-1
95,Milton Wright*,Purdue,Big Ten,12,57,732,12.8,7,61.0,3,11,3.7,0,0.9,60,743,12.4,7,,milton-wright-1
96,Derrick Deese,San Jose State,MWC,12,47,730,15.5,4,60.8,0,0,,0,0.0,47,730,15.5,4,,derrick-deese-1
97,Billy Kemp,Virginia,ACC,12,74,725,9.8,6,60.4,2,9,4.5,0,0.8,76,734,9.7,6,,billy-kemp-2
98,Greg Dulcich,UCLA,Pac-12,12,42,725,17.3,5,60.4,0,0,,0,0.0,42,725,17.3,5,,greg-dulcich-1
99,Jalon Calhoun,Duke,ACC,12,56,718,12.8,3,59.8,2,13,6.5,1,1.1,58,731,12.6,4,,jalon-calhoun-1
100,Xavier Weaver,South Florida,American,10,41,715,17.4,2,71.5,1,3,3.0,1,0.3,42,718,17.1,3,,xavier-weaver-1
101,Jake Bailey,Rice,CUSA,11,56,714,12.8,2,64.9,1,14,14.0,0,1.3,57,728,12.8,2,,jake-bailey-2
102,Michael Mathison,Akron,MAC,11,56,706,12.6,3,64.2,1,5,5.0,0,0.5,57,711,12.5,3,,michael-mathison-1
103,Erik Ezukanma*,Texas Tech,Big 12,11,48,705,14.7,4,64.1,10,138,13.8,2,12.5,58,843,14.5,6,,erik-ezukanma-1
104,Marvin Mims*,Oklahoma,Big 12,13,32,705,22.0,5,54.2,1,15,15.0,0,1.2,33,720,21.8,5,,marvin-mims-1
105,Dylan Drummond*,Eastern Michigan,MAC,13,64,704,11.0,6,54.2,0,0,,0,0.0,64,704,11.0,6,,dylan-drummond-1
106,Trea Shropshire*,UAB,CUSA,13,27,703,26.0,7,54.1,0,0,,0,0.0,27,703,26.0,7,,trea-shropshire-1
107,LaJohntay Wester,Florida Atlantic,CUSA,12,65,702,10.8,4,58.5,5,29,5.8,0,2.4,70,731,10.4,4,,lajohntay-wester-1
108,Dallas Dixon*,Central Michigan,MAC,13,45,701,15.6,8,53.9,0,0,,0,0.0,45,701,15.6,8,,dallas-dixon-1
109,Demario Douglas*,Liberty,Ind,12,52,701,13.5,6,58.4,1,2,2.0,0,0.2,53,703,13.3,6,,demario-douglas-1
110,Gerrit Prince*,UAB,CUSA,13,36,699,19.4,10,53.8,1,0,0.0,0,0.0,37,699,18.9,10,,gerrit-prince-1
111,Keshunn Abram*,Kent State,MAC,14,47,699,14.9,3,49.9,0,0,,0,0.0,47,699,14.9,3,,keshunn-abram-1
112,Jalen Nailor*,Michigan State,Big Ten,9,37,694,18.8,6,77.1,1,-3,-3.0,0,-0.3,38,691,18.2,6,,jalen-nailor-1
113,Steve Jenkins,Nevada-Las Vegas,MWC,12,46,694,15.1,4,57.8,2,5,2.5,0,0.4,48,699,14.6,4,,steve-jenkins-3
114,Zack Kuntz*,Old Dominion,CUSA,13,73,692,9.5,5,53.2,0,0,,0,0.0,73,692,9.5,5,,zack-kuntz-1
115,Malachi Corley*,Western Kentucky,CUSA,14,73,691,9.5,7,49.4,1,-6,-6.0,0,-0.4,74,685,9.3,7,,malachi-corley-1
116,J.C. Santana*,Tulsa,American,13,51,689,13.5,3,53.0,1,6,6.0,0,0.5,52,695,13.4,3,,jc-santana-1
117,Winston Wright*,West Virginia,Big 12,13,63,688,10.9,5,52.9,2,2,1.0,0,0.2,65,690,10.6,5,,winston-wright-1
118,JaCorey Sullivan*,Central Michigan,MAC,11,49,687,14.0,10,62.5,0,0,,0,0.0,49,687,14.0,10,,jacorey-sullivan-1
119,Justin Garrett*,UTEP,CUSA,13,50,685,13.7,4,52.7,1,12,12.0,0,0.9,51,697,13.7,4,,justin-garrett-3
120,Josh Vann*,South Carolina,SEC,13,43,679,15.8,5,52.2,5,63,12.6,0,4.8,48,742,15.5,5,,josh-vann-1
121,Cole Turner*,Nevada,MWC,11,62,677,10.9,10,61.5,0,0,,0,0.0,62,677,10.9,10,,cole-turner-2
122,Tre Turner*,Virginia Tech,ACC,11,40,675,16.9,3,61.4,12,64,5.3,0,5.8,52,739,14.2,3,,tre-turner-2
123,Rashee Rice,SMU,American,12,64,670,10.5,9,55.8,0,0,,0,0.0,64,670,10.5,9,,rashee-rice-1
124,Sam Laporta*,Iowa,Big Ten,14,53,670,12.6,3,47.9,0,0,,0,0.0,53,670,12.6,3,,sam-laporta-1
125,Tory Horton*,Nevada,MWC,12,52,659,12.7,5,54.9,0,0,,0,0.0,52,659,12.7,5,,tory-horton-1
126,Benjamin Yurosek,Stanford,Pac-12,11,43,658,15.3,3,59.8,2,11,5.5,0,1.0,45,669,14.9,3,,benjamin-yurosek-1
127,Jared Wayne*,Pitt,ACC,13,47,658,14.0,6,50.6,0,0,,0,0.0,47,658,14.0,6,,jared-wayne-1
128,Trevon Clark,California,Pac-12,12,33,658,19.9,4,54.8,0,0,,0,0.0,33,658,19.9,4,,trevon-clark-1
129,Sean Dykes,Memphis,American,12,48,657,13.7,7,54.8,0,0,,0,0.0,48,657,13.7,7,,sean-dykes-2
130,Chris Pierce,Vanderbilt,SEC,12,57,654,11.5,2,54.5,0,0,,0,0.0,57,654,11.5,2,,chris-pierce-2
131,Kwamie Lassiter II,Kansas,Big 12,12,59,653,11.1,3,54.4,0,0,,0,0.0,59,653,11.1,3,,kwamie-lassiter-ii-1
132,Jason Brownlee,Southern Mississippi,CUSA,12,46,643,14.0,8,53.6,0,0,,0,0.0,46,643,14.0,8,,jason-brownlee-1
133,Melquan Stovall*,Nevada,MWC,12,56,643,11.5,1,53.6,1,-6,-6.0,0,-0.5,57,637,11.2,1,,melquan-stovall-1
134,Jacob Copeland*,Florida,SEC,13,41,642,15.7,4,49.4,3,20,6.7,0,1.5,44,662,15.0,4,,jacob-copeland-1
135,Jesse Matthews*,San Diego State,MWC,14,57,642,11.3,9,45.9,3,5,1.7,0,0.4,60,647,10.8,9,,jesse-matthews-1
136,Victor Tucker,Charlotte,CUSA,11,51,639,12.5,2,58.1,4,29,7.3,0,2.6,55,668,12.1,2,,victor-tucker-1
137,CJ Daniels*,Liberty,Ind,13,37,634,17.1,7,48.8,0,0,,1,0.0,37,634,17.1,8,,cj-daniels-1
138,Quentin Johnston,TCU,Big 12,9,33,634,19.2,6,70.4,2,12,6.0,0,1.3,35,646,18.5,6,,quentin-johnston-1
139,Trevon Bradford*,Oregon State,Pac-12,13,42,631,15.0,5,48.5,7,45,6.4,1,3.5,49,676,13.8,6,,trevon-bradford-1
140,Jalen Wayne,South Alabama,Sun Belt,12,53,630,11.9,2,52.5,0,0,,0,0.0,53,630,11.9,2,,jalen-wayne-1
141,Jared Wyatt,New Mexico State,Ind,12,49,629,12.8,3,52.4,0,0,,0,0.0,49,629,12.8,3,,jared-wyatt-1
142,Jaden Walley*,Mississippi State,SEC,13,55,628,11.4,6,48.3,0,0,,0,0.0,55,628,11.4,6,,jaden-walley-1
143,Reggie Roberson Jr.,SMU,American,12,51,625,12.3,6,52.1,0,0,,0,0.0,51,625,12.3,6,,reggie-roberson-jr-1
144,Stephan Robinson,Northwestern,Big Ten,11,46,625,13.6,2,56.8,10,120,12.0,0,10.9,56,745,13.3,2,,stephan-robinson-2
145,Willie Johnson*,Marshall,CUSA,13,32,625,19.5,3,48.1,3,26,8.7,0,2.0,35,651,18.6,3,,willie-johnson-5
146,Taylor Morin*,Wake Forest,ACC,14,43,621,14.4,5,44.4,1,1,1.0,0,0.1,44,622,14.1,5,,taylor-morin-1
147,Cornelius Johnson*,Michigan,Big Ten,14,39,620,15.9,3,44.3,3,30,10.0,0,2.1,42,650,15.5,3,,cornelius-johnson-1
148,Nykeim Johnson*,Kent State,MAC,14,54,620,11.5,3,44.3,10,83,8.3,2,5.9,64,703,11.0,5,,nykeim-johnson-1
149,Brandon Lewis*,Air Force,MWC,13,21,619,29.5,3,47.6,22,192,8.7,1,14.8,43,811,18.9,4,,brandon-lewis-4
150,Brennan Presley*,Oklahoma State,Big 12,14,50,619,12.4,5,44.2,5,36,7.2,1,2.6,55,655,11.9,6,,brennan-presley-1
151,Bo Melton*,Rutgers,Big Ten,11,55,618,11.2,3,56.2,9,51,5.7,0,4.6,64,669,10.5,3,,bo-melton-1
152,Austin Williams*,Mississippi State,SEC,13,52,617,11.9,4,47.5,0,0,,0,0.0,52,617,11.9,4,,austin-williams-3
153,Keric Wheatfall*,Fresno State,MWC,13,38,616,16.2,4,47.4,2,2,1.0,0,0.2,40,618,15.5,4,,keric-wheatfall-1
154,Justin Hall*,Ball State,MAC,11,61,613,10.0,5,55.7,37,255,6.9,6,23.2,98,868,8.9,11,,justin-hall-3
155,Antoine Green*,North Carolina,ACC,13,31,612,19.7,5,47.1,0,0,,0,0.0,31,612,19.7,5,,antoine-green-1
156,Brant Kuithe*,Utah,Pac-12,14,50,611,12.2,6,43.6,4,12,3.0,1,0.9,54,623,11.5,7,,brant-kuithe-1
157,Kameron Brown*,Coastal Carolina,Sun Belt,13,36,605,16.8,5,46.5,0,0,,0,0.0,36,605,16.8,5,,kameron-brown-1
158,Ra'Shaun Henry,Virginia,ACC,12,34,603,17.7,3,50.3,0,0,,0,0.0,34,603,17.7,3,,rashaun-henry-1
159,Austin Allen,Nebraska,Big Ten,12,38,602,15.8,2,50.2,0,0,,0,0.0,38,602,15.8,2,,austin-allen-2
160,Tahj Washington,USC,Pac-12,12,54,602,11.1,1,50.2,0,0,,0,0.0,54,602,11.1,1,,tahj-washington-1
161,Josh Ali*,Kentucky,SEC,10,41,601,14.7,3,60.1,3,13,4.3,1,1.3,44,614,14.0,4,,josh-ali-1
162,Kyle Williams,Nevada-Las Vegas,MWC,10,42,601,14.3,2,60.1,2,7,3.5,0,0.7,44,608,13.8,2,,kyle-williams-11
163,Chritauskie Dove*,Missouri,SEC,14,41,600,14.6,0,42.9,0,0,,0,0.0,41,600,14.6,0,,chritauskie-dove-1
164,Jelani Woods,Virginia,ACC,11,44,598,13.6,8,54.4,1,1,1.0,0,0.1,45,599,13.3,8,,jelani-woods-1
165,Thayer Thomas,North Carolina State,ACC,12,51,596,11.7,8,49.7,4,19,4.8,0,1.6,55,615,11.2,8,,thayer-thomas-1
166,Tyrone Broden,Bowling Green,MAC,11,36,596,16.6,5,54.2,0,0,,0,0.0,36,596,16.6,5,,tyrone-broden-1
167,Gunner Romney*,BYU,Ind,10,34,594,17.5,3,59.4,2,2,1.0,0,0.2,36,596,16.6,3,,gunner-romney-1
168,Boogie Knight,Louisiana-Monroe,Sun Belt,12,45,588,13.1,3,49.0,1,-3,-3.0,0,-0.3,46,585,12.7,3,,boogie-knight-1
169,Cedric Patterson III,Rice,CUSA,12,38,583,15.3,6,48.6,3,40,13.3,1,3.3,41,623,15.2,7,,cedric-patterson-iii-1
170,Kobe Hudson*,Auburn,SEC,12,44,580,13.2,4,48.3,1,-10,-10.0,0,-0.8,45,570,12.7,4,,kobe-hudson-1
171,Ricky Pearsall*,Arizona State,Pac-12,13,48,580,12.1,4,44.6,6,44,7.3,1,3.4,54,624,11.6,5,,ricky-pearsall-1
172,Gary Bryant Jr.,USC,Pac-12,10,44,579,13.2,7,57.9,1,3,3.0,1,0.3,45,582,12.9,8,,gary-bryant-jr-1
173,Isaiah Garcia-Castaneda,New Mexico State,Ind,10,37,578,15.6,4,57.8,1,6,6.0,0,0.6,38,584,15.4,4,,isaiah-garcia-castaneda-1
174,Malik Washington,Northwestern,Big Ten,12,44,578,13.1,2,48.2,5,-2,-0.4,0,-0.2,49,576,11.8,2,,malik-washington-1
175,Will Sheppard,Vanderbilt,SEC,11,43,577,13.4,4,52.5,0,0,,0,0.0,43,577,13.4,4,,will-sheppard-1
176,Bryce Ford-Wheaton*,West Virginia,Big 12,12,42,575,13.7,3,47.9,0,0,,0,0.0,42,575,13.7,3,,bryce-ford-wheaton-1
177,Cole Tucker*,Northern Illinois,MAC,9,41,575,14.0,3,63.9,0,0,,0,0.0,41,575,14.0,3,,cole-tucker-1
178,Keke Chism*,Missouri,SEC,14,46,575,12.5,4,41.1,2,15,7.5,0,1.1,48,590,12.3,4,,keke-chism-1
179,R.J. Sneed*,Baylor,Big 12,14,46,573,12.5,2,40.9,2,0,0.0,0,0.0,48,573,11.9,2,,rj-sneed-1
180,Jackson Anthrop*,Purdue,Big Ten,13,53,570,10.8,5,43.8,23,83,3.6,0,6.4,76,653,8.6,5,,jackson-anthrop-1
181,Tyrin Smith*,UTEP,CUSA,13,33,570,17.3,4,43.8,0,0,,0,0.0,33,570,17.3,4,,tyrin-smith-1
182,Devin Maddox*,Toledo,MAC,13,41,567,13.8,4,43.6,2,19,9.5,0,1.5,43,586,13.6,4,,devin-maddox-1
183,Brandon Johnson*,UCF,American,13,38,565,14.9,11,43.5,0,0,,0,0.0,38,565,14.9,11,,brandon-johnson-11
184,Tre Harris,Louisiana Tech,CUSA,12,40,562,14.1,4,46.8,0,0,,0,0.0,40,562,14.1,4,,tre-harris-1
185,Tayvion Robinson*,Virginia Tech,ACC,12,44,559,12.7,5,46.6,13,47,3.6,0,3.9,57,606,10.6,5,,tayvion-robinson-1
186,Devon Williams*,Oregon,Pac-12,12,35,557,15.9,4,46.4,0,0,,0,0.0,35,557,15.9,4,,devon-williams-2
187,Devin Carter,North Carolina State,ACC,12,31,556,17.9,6,46.3,0,0,,0,0.0,31,556,17.9,6,,devin-carter-1
188,Jeff Foreman,Arkansas State,Sun Belt,12,31,556,17.9,2,46.3,0,0,,0,0.0,31,556,17.9,2,,jeff-foreman-1
189,Javen Banks,Texas State,Sun Belt,11,36,553,15.4,5,50.3,0,0,,0,0.0,36,553,15.4,5,,javen-banks-1
190,Justin Shorter*,Florida,SEC,13,41,550,13.4,3,42.3,0,0,,0,0.0,41,550,13.4,3,,justin-shorter-1
191,Marshon Ford*,Louisville,ACC,13,49,550,11.2,2,42.3,0,0,,0,0.0,49,550,11.2,2,,marshon-ford-1
