Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
124,David Njoku*,Miami (FL),ACC,13,43,698,16.2,8,53.7,0,0,,0,0.0,43,698,16.2,8,,david-njoku-1
125,Darreus Rogers*,USC,Pac-12,13,56,696,12.4,4,53.5,0,0,,0,0.0,56,696,12.4,4,,darreus-rogers-1
126,Deon Watson*,Idaho,Sun Belt,13,41,695,17.0,3,53.5,0,0,,0,0.0,41,695,17.0,3,,deon-watson-1
127,Steven Dunbar*,Houston,American,13,53,692,13.1,5,53.2,0,0,,0,0.0,53,692,13.1,5,,steven-dunbar-1
128,Bucky Hodges*,Virginia Tech,ACC,14,48,691,14.4,7,49.4,9,42,4.7,0,3.0,57,733,12.9,7,,bucky-hodges-1
129,Wyatt Demps,Nevada,MWC,12,53,686,12.9,9,57.2,0,0,,0,0.0,53,686,12.9,9,,wyatt-demps-1
130,Justin Hobbs*,Tulsa,American,13,50,685,13.7,4,52.7,0,0,,0,0.0,50,685,13.7,4,,justin-hobbs-1
131,Josh Stewart*,UTSA,CUSA,13,36,682,18.9,5,52.5,0,0,,0,0.0,36,682,18.9,5,,josh-stewart-2
132,Mike Gesicki*,Penn State,Big Ten,14,48,679,14.1,5,48.5,0,0,,0,0.0,48,679,14.1,5,,mike-gesicki-1
133,Stephen Louis*,North Carolina State,ACC,13,35,678,19.4,2,52.2,1,3,3.0,0,0.2,36,681,18.9,2,,stephen-louis-1
134,Phil Mayhue*,Memphis,American,13,42,677,16.1,4,52.1,0,0,,0,0.0,42,677,16.1,4,,phil-mayhue-1
135,Dylan Cantrell,Texas Tech,Big 12,10,58,675,11.6,8,67.5,0,0,,0,0.0,58,675,11.6,8,,dylan-cantrell-1
136,Papi White*,Ohio,MAC,12,41,672,16.4,6,56.0,47,206,4.4,3,17.2,88,878,10.0,9,,papi-white-1
137,Jeff Badet*,Kentucky,SEC,13,31,670,21.6,4,51.5,1,25,25.0,0,1.9,32,695,21.7,4,,jeff-badet-1
138,Cole Hikutini*,Louisville,ACC,13,50,668,13.4,8,51.4,0,0,,0,0.0,50,668,13.4,8,,cole-hikutini-1
139,N'Keal Harry,Arizona State,Pac-12,12,58,659,11.4,5,54.9,3,69,23.0,2,5.8,61,728,11.9,7,,nkeal-harry-1
140,Jordan Reid*,Ohio,MAC,14,58,655,11.3,6,46.8,0,0,,0,0.0,58,655,11.3,6,,jordan-reid-1
141,Blake Mack*,Arkansas State,Sun Belt,13,34,652,19.2,3,50.2,0,0,,0,0.0,34,652,19.2,3,,blake-mack-1
142,John Ursua*,Hawaii,MWC,14,53,652,12.3,3,46.6,4,8,2.0,1,0.6,57,660,11.6,4,,john-ursua-1
143,Thomas Owens,Florida International,CUSA,12,47,652,13.9,7,54.3,1,1,1.0,0,0.1,48,653,13.6,7,,thomas-owens-1
144,Mason Schreck,Buffalo,MAC,12,59,651,11.0,4,54.3,0,0,,0,0.0,59,651,11.0,4,,mason-schreck-1
145,Keith Kirkwood*,Temple,American,14,42,648,15.4,4,46.3,2,20,10.0,0,1.4,44,668,15.2,4,,keith-kirkwood-1
146,Tim Crawley,San Jose State,MWC,12,55,648,11.8,3,54.0,17,91,5.4,2,7.6,72,739,10.3,5,,tim-crawley-1
147,Mitchell Paige*,Indiana,Big Ten,13,58,646,11.1,4,49.7,5,36,7.2,1,2.8,63,682,10.8,5,,mitchell-paige-1
148,Cameron Batson,Texas Tech,Big 12,12,60,644,10.7,8,53.7,2,4,2.0,0,0.3,62,648,10.5,8,,cameron-batson-1
149,Carrington Thompson*,Western Michigan,MAC,14,42,637,15.2,6,45.5,0,0,,0,0.0,42,637,15.2,6,,carrington-thompson-1
150,D.J. Moore*,Maryland,Big Ten,13,41,637,15.5,6,49.0,11,55,5.0,0,4.2,52,692,13.3,6,,dj-moore-3
151,Jazz Peavy*,Wisconsin,Big Ten,14,43,635,14.8,5,45.4,21,318,15.1,1,22.7,64,953,14.9,6,,jazz-peavy-1
152,Isaiah McKenzie*,Georgia,SEC,13,44,633,14.4,7,48.7,19,134,7.1,2,10.3,63,767,12.2,9,,isaiah-mckenzie-1
153,I'Tavius Mathers*,Middle Tennessee State,CUSA,13,66,633,9.6,3,48.7,232,1561,6.7,17,120.1,298,2194,7.4,20,,itavius-mathers-1
154,Michael Clark,Marshall,CUSA,12,37,632,17.1,5,52.7,0,0,,0,0.0,37,632,17.1,5,,michael-clark-1
155,Byron Pringle*,Kansas State,Big 12,13,39,631,16.2,4,48.5,3,12,4.0,0,0.9,42,643,15.3,4,,byron-pringle-1
156,Jamir Tillman*,Navy,American,14,40,631,15.8,2,45.1,2,14,7.0,0,1.0,42,645,15.4,2,,jamir-tillman-1
157,Josh Knight,Marshall,CUSA,12,62,631,10.2,5,52.6,0,0,,0,0.0,62,631,10.2,5,,josh-knight-1
158,Aaron Peck,Fresno State,MWC,11,46,630,13.7,3,57.3,0,0,,0,0.0,46,630,13.7,3,,aaron-peck-1
159,Doni Dowling,Virginia,ACC,12,50,626,12.5,4,52.2,0,0,,0,0.0,50,626,12.5,4,,doni-dowling-1
160,Deontay Burnett*,USC,Pac-12,13,56,622,11.1,7,47.8,3,31,10.3,0,2.4,59,653,11.1,7,,deontay-burnett-1
161,Jordan Lasley,UCLA,Pac-12,11,41,620,15.1,5,56.4,0,0,,0,0.0,41,620,15.1,5,,jordan-lasley-1
162,Hayden Hurst*,South Carolina,SEC,13,48,616,12.8,1,47.4,2,9,4.5,0,0.7,50,625,12.5,1,,hayden-hurst-1
163,Jamari Staples*,Louisville,ACC,12,36,615,17.1,2,51.3,0,0,,0,0.0,36,615,17.1,2,,jamari-staples-1
164,Jhajuan Seales*,Oklahoma State,Big 12,13,37,615,16.6,4,47.3,1,3,3.0,0,0.2,38,618,16.3,4,,jhajuan-seales-1
165,Artavis Scott*,Clemson,ACC,15,76,614,8.1,5,40.9,6,11,1.8,0,0.7,82,625,7.6,5,,artavis-scott-1
166,Jake Maulhardt*,Wyoming,MWC,14,39,614,15.7,4,43.9,0,0,,0,0.0,39,614,15.7,4,,jake-maulhardt-1
167,Justin Holmes,San Jose State,MWC,12,39,613,15.7,3,51.1,0,0,,0,0.0,39,613,15.7,3,,justin-holmes-2
168,Olabisi Johnson*,Colorado State,MWC,13,28,613,21.9,4,47.2,1,13,13.0,0,1.0,29,626,21.6,4,,olabisi-johnson-1
169,Darren Carrington,Oregon,Pac-12,12,43,606,14.1,5,50.5,1,6,6.0,0,0.5,44,612,13.9,5,,darren-carrington-1
170,Kahlil Lewis,Cincinnati,American,12,48,605,12.6,5,50.4,9,107,11.9,0,8.9,57,712,12.5,5,,kahlil-lewis-1
171,Ron'Quavion Tarver,Utah State,MWC,12,46,602,13.1,3,50.2,0,0,,0,0.0,46,602,13.1,3,,ronquavion-tarver-1
172,B.J. Johnson,Georgia Southern,Sun Belt,12,42,600,14.3,3,50.0,0,0,,0,0.0,42,600,14.3,3,,bj-johnson-3
173,Jaylen Smith*,Louisville,ACC,13,27,599,22.2,6,46.1,0,0,,0,0.0,27,599,22.2,6,,jaylen-smith-1
174,Austin Proehl*,North Carolina,ACC,13,43,597,13.9,3,45.9,0,0,,0,0.0,43,597,13.9,3,,austin-proehl-1
175,O.J. Howard*,Alabama,SEC,15,45,595,13.2,3,39.7,0,0,,0,0.0,45,595,13.2,3,,oj-howard-1
176,Malachi Dupre*,LSU,SEC,12,41,593,14.5,3,49.4,0,0,,0,0.0,41,593,14.5,3,,malachi-dupre-1
177,Mark Chapman*,Central Michigan,MAC,13,44,592,13.5,4,45.5,6,71,11.8,0,5.5,50,663,13.3,4,,mark-chapman-2
178,Bryan Edwards*,South Carolina,SEC,12,44,590,13.4,4,49.2,0,0,,0,0.0,44,590,13.4,4,,bryan-edwards-1
179,Dimetrios Mason,Missouri,SEC,11,47,587,12.5,3,53.4,2,29,14.5,0,2.6,49,616,12.6,3,,dimetrios-mason-1
180,Garrett Johnson*,Kentucky,SEC,13,39,585,15.0,5,45.0,0,0,,0,0.0,39,585,15.0,5,,garrett-johnson-3
181,Olamide Zaccheaus,Virginia,ACC,12,51,584,11.5,7,48.7,3,24,8.0,0,2.0,54,608,11.3,7,,olamide-zaccheaus-1
182,Ka'Raun White*,West Virginia,Big 12,11,48,583,12.1,5,53.0,0,0,,0,0.0,48,583,12.1,5,,karaun-white-1
183,Micah Holder*,San Diego State,MWC,13,27,581,21.5,5,44.7,0,0,,0,0.0,27,581,21.5,5,,micah-holder-1
184,Jauan Jennings*,Tennessee,SEC,13,40,580,14.5,7,44.6,5,27,5.4,0,2.1,45,607,13.5,7,,jauan-jennings-1
185,Troy Fumagalli*,Wisconsin,Big Ten,14,47,580,12.3,2,41.4,0,0,,0,0.0,47,580,12.3,2,,troy-fumagalli-2
186,Scott Orndoff*,Pitt,ACC,13,35,579,16.5,5,44.5,0,0,,0,0.0,35,579,16.5,5,,scott-orndoff-1
187,Chico McClatcher*,Washington,Pac-12,13,31,574,18.5,5,44.2,18,131,7.3,1,10.1,49,705,14.4,6,,chico-mcclatcher-1
188,Marcus McGill,Buffalo,MAC,12,40,573,14.3,0,47.8,0,0,,0,0.0,40,573,14.3,0,,marcus-mcgill-1
189,Trey Hartley,San Jose State,MWC,11,33,572,17.3,4,52.0,1,18,18.0,0,1.6,34,590,17.4,4,,trey-hartley-1
190,Chris Platt*,Baylor,Big 12,13,35,567,16.2,4,43.6,1,8,8.0,0,0.6,36,575,16.0,4,,chris-platt-1
191,Jaylen Samuels*,North Carolina State,ACC,13,55,565,10.3,7,43.5,33,189,5.7,6,14.5,88,754,8.6,13,,jaylen-samuels-1
192,Quay Johnson,East Carolina,American,12,58,563,9.7,3,46.9,4,9,2.3,0,0.8,62,572,9.2,3,,quay-johnson-1
193,Tyler Conklin*,Central Michigan,MAC,13,42,560,13.3,6,43.1,0,0,,0,0.0,42,560,13.3,6,,tyler-conklin-1
194,Steve Ishmael,Syracuse,ACC,11,48,559,11.6,1,50.8,0,0,,0,0.0,48,559,11.6,1,,steve-ishmael-1
