Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
98,Antonio Gibson,23,WAS,RB,16,14,52,42,294,12,-39,-0.9,333,7.9,-0.2,4,10.5,6,11.5,0,109.5,,GibsAn00
99,DeAndre Hopkins,29,ARI,WR,10,10,64,42,572,32,432,10.3,140,3.3,12.3,0,,1,1.6,0,133.6,,HopkDe00
100,Joe Mixon,25,CIN,RB,16,16,48,42,314,11,-4,-0.1,318,7.6,-0.2,3,14.0,2,4.2,0,114.8,PB,MixoJo00
101,David Montgomery,24,CHI,RB,13,13,51,42,301,18,28,0.7,273,6.5,0.9,3,14.0,2,3.9,1,83.1,,MontDa01
102,Byron Pringle,28,KAN,WR,17,5,60,42,568,32,381,9.1,187,4.5,10.7,4,10.5,4,6.7,0,127.6,,PrinBy00
103,Emmanuel Sanders,34,BUF,WR,14,13,72,42,626,31,541,12.9,85,2.0,15.0,0,,3,4.2,1,99.7,,SandEm00
104,Saquon Barkley,24,NYG,RB,13,13,57,41,263,13,-35,-0.9,298,7.3,0.5,4,10.3,6,10.5,0,92.9,,BarkSa00
105,Brandon Bolden,31,NWE,RB,17,1,49,41,405,21,-11,-0.3,416,10.1,0.3,10,4.1,2,4.1,1,106.2,,BoldBr00
106,Adam Humphries,28,WAS,WR,17,11,62,41,383,23,233,5.7,150,3.7,6.7,2,20.5,3,4.8,2,69.5,,HumpAd00
107,Devontae Booker,29,NYG,RB,16,4,45,40,268,11,-21,-0.5,289,7.2,-0.1,0,,2,4.4,0,98.9,,BookDe00
108,Nyheim Hines,25,IND,RB,17,4,57,40,310,15,34,0.9,276,6.9,2.0,2,20.0,2,3.5,0,89.1,,HineNy00
109,Allen Lazard,26,GNB,WR,15,13,60,40,513,28,345,8.6,168,4.2,10.9,1,40.0,1,1.7,0,132.8,,LazaAl00
110,DeVante Parker,28,MIA,WR,10,8,73,40,515,29,411,10.3,104,2.6,11.5,2,20.0,4,5.5,0,86.3,,ParkDe01
111,Devin Singletary,24,BUF,RB,17,16,50,40,228,11,-13,-0.3,241,6.0,0.2,4,10.0,5,10.0,1,84.0,,SingDe00
112,Jonathan Taylor,22,IND,RB,17,17,51,40,360,12,-46,-1.2,406,10.2,-0.9,2,20.0,5,9.8,0,109.2,PBAP-1AP OPoY-2,TaylJo02
113,Ray-Ray McCloud,25,PIT,WR,16,5,66,39,277,18,167,4.3,110,2.8,6.4,2,19.5,6,9.1,2,56.2,,McClRa00
114,Tony Pollard,24,DAL,RB,15,0,46,39,337,15,-4,-0.1,341,8.7,0.2,4,9.8,3,6.5,0,97.2,,PollTo00
115,Kadarius Toney,22,NYG,WR,10,4,57,39,420,21,192,4.9,228,5.8,5.9,2,19.5,2,3.5,1,82.5,,ToneKa00
116,Austin Hooper,27,CLE,TE,16,16,61,38,345,18,160,4.2,185,4.9,5.4,1,38.0,6,9.8,1,87.1,,HoopAu00
117,Jerry Jeudy,22,DEN,WR,10,5,56,38,467,22,280,7.4,187,4.9,10.5,0,,1,1.8,1,85.9,,JeudJe00
118,Zach Pascal,27,IND,WR,16,13,69,38,384,16,263,6.9,121,3.2,8.8,1,38.0,4,5.8,1,79.6,,PascZa00
119,Allen Robinson,28,CHI,WR,12,11,66,38,410,22,309,8.1,101,2.7,11.0,1,38.0,2,3.0,4,55.7,,RobiAl02
120,Nick Westbrook-Ikhine,24,TEN,WR,16,7,57,38,476,23,332,8.7,144,3.8,10.5,1,38.0,2,3.5,0,115.8,,WestNi00
121,Ameer Abdullah,28,2TM,RB,17,1,53,38,289,13,-5,-0.1,294,7.7,0.8,5,7.6,2,3.8,1,83.0,,AbduAm00
121,Ameer Abdullah,28,MIN,RB,6,0,4,3,17,1,-2,-0.7,19,6.3,0.5,0,,0,0.0,0,82.3,,AbduAm00
121,Ameer Abdullah,28,CAR,RB,11,1,49,35,272,12,-3,-0.1,275,7.9,0.8,5,7.0,2,4.1,1,83.0,,AbduAm00
122,Nelson Agholor,28,NWE,WR,15,13,64,37,473,23,355,9.6,118,3.2,14.2,2,18.5,1,1.6,3,77.1,,AghoNe00
123,James Conner,26,ARI,RB,15,6,39,37,375,18,2,0.1,373,10.1,0.3,6,6.2,0,0.0,0,132.4,PB,ConnJa00
124,Kenny Golladay,28,NYG,WR,14,14,76,37,521,27,402,10.9,119,3.2,13.7,3,12.3,1,1.3,3,54.8,,GollKe00
125,Christian McCaffrey,25,CAR,RB,7,7,41,37,343,21,85,2.3,258,7.0,2.2,6,6.2,0,0.0,0,109.7,,McCaCh01
126,Michael Carter,22,NYJ,RB,14,11,55,36,325,16,-16,-0.4,341,9.5,0.6,7,5.1,4,7.3,1,73.7,,CartMi03
127,Deonte Harty,24,NOR,WR,13,1,59,36,570,23,329,9.1,241,6.7,10.0,4,9.0,3,5.1,6,70.6,,HarrDe07
128,Tyler Johnson,23,TAM,WR,17,3,55,36,360,14,223,6.2,137,3.8,7.9,2,18.0,4,7.3,0,83.9,,JohnTy00
129,David Njoku,25,CLE,TE,16,11,53,36,475,17,228,6.3,247,6.9,8.2,2,18.0,2,3.8,1,113.3,,NjokDa00
130,Sterling Shepard,28,NYG,WR,7,6,53,36,366,19,255,7.1,111,3.1,7.6,1,36.0,4,7.5,4,62.3,,ShepSt00
131,Gabriel Davis,22,BUF,WR,16,4,63,35,549,29,409,11.7,140,4.0,13.3,1,35.0,5,7.9,2,103.2,,DaviGa01
132,Michael Gallup,25,DAL,WR,9,8,62,35,445,23,322,9.2,123,3.5,11.5,1,35.0,3,4.8,0,89.8,,GallMi00
133,Dan Arnold,26,2TM,WR,11,4,52,35,408,20,220,6.3,188,5.4,6.5,2,17.5,2,3.8,0,90.9,,ArnoDa00
133,Dan Arnold,26,CAR,WR,3,1,11,7,84,3,55,7.9,29,4.1,9.2,0,,0,0.0,0,86.9,,ArnoDa00
133,Dan Arnold,26,JAX,WR,8,3,41,28,324,17,165,5.9,159,5.7,5.8,2,14.0,2,4.9,0,91.9,,ArnoDa00
134,Dalvin Cook,26,MIN,RB,13,13,49,34,224,9,-54,-1.6,278,8.2,-1.6,3,11.3,6,12.2,0,79.0,PB,CookDa01
135,Corey Davis,26,NYJ,WR,9,9,59,34,492,23,368,10.8,124,3.6,13.1,2,17.0,5,8.5,5,72.1,,DaviCo03
136,AJ Dillon,23,GNB,RB,17,2,37,34,313,15,3,0.1,310,9.1,0.4,5,6.8,0,0.0,0,119.9,,DillAJ00
137,Bryan Edwards,23,LVR,WR,16,12,59,34,571,26,381,11.2,190,5.6,14.0,6,5.7,1,1.7,0,107.4,,EdwaBr01
138,Anthony Firkser,26,TEN,FB,15,1,43,34,291,15,180,5.3,111,3.3,5.8,0,,3,7.0,2,91.0,,FirkAn00
139,Devonta Freeman,29,BAL,RB,16,8,42,34,190,9,12,0.4,178,5.2,1.0,4,8.5,1,2.4,0,93.5,,FreeDe00
140,Ty Johnson,24,NYJ,RB,16,3,55,34,372,20,38,1.1,334,9.8,2.4,3,11.3,7,12.7,1,86.3,,JohnTy02
141,Donovan Peoples-Jones,22,CLE,WR,14,9,58,34,597,26,451,13.3,146,4.3,15.4,4,8.5,3,5.2,3,89.5,,PeopDo00
142,Durham Smythe,26,MIA,TE,17,12,41,34,357,15,197,5.8,160,4.7,6.4,0,,1,2.4,1,92.8,,SmytDu00
143,Nico Collins,22,HOU,WR,14,8,60,33,446,22,313,9.5,133,4.0,10.6,0,,1,1.7,1,77.5,,CollNi00
144,Devin Duvernay,24,BAL,WR,16,7,47,33,272,14,131,4.0,141,4.3,6.0,1,33.0,0,0.0,0,98.9,PBAP-1,DuveDe00
145,Kenneth Gainwell,22,PHI,RB,16,1,50,33,253,14,27,0.8,226,6.8,1.9,1,33.0,5,10.0,0,84.8,,GainKe00
146,Albert Okwuegbunam,23,DEN,TE,14,6,40,33,330,15,85,2.6,245,7.4,5.7,3,11.0,2,5.0,0,117.7,,OkwuAl00
147,Josh Palmer,22,LAC,WR,17,5,49,33,353,18,259,7.8,94,2.8,10.1,1,33.0,1,2.0,2,98.4,,PalmJo00
148,Jalen Reagor,22,PHI,WR,17,13,57,33,299,13,148,4.5,151,4.6,9.6,1,33.0,4,7.0,2,69.3,,ReagJa00
149,Laquon Treadwell,26,JAX,WR,12,7,51,33,434,22,308,9.3,126,3.8,11.9,3,11.0,3,5.9,1,89.8,,TreaLa00
150,David Johnson,30,HOU,RB,13,4,42,32,225,11,34,1.1,191,6.0,2.3,1,32.0,1,2.4,1,85.9,,JohnDa08
151,Alexander Mattison,23,MIN,RB,16,4,39,32,228,10,-10,-0.3,238,7.4,0.1,8,4.0,1,2.6,0,99.6,,MattAl01
152,Tre'Quan Smith,25,NOR,WR,11,6,50,32,377,18,264,8.3,113,3.5,9.6,2,16.0,2,4.0,1,98.5,,SmitTr03
153,Jalen Guyton,24,LAC,WR,16,2,48,31,448,21,299,9.6,149,4.8,10.5,2,15.5,4,8.3,0,115.6,,GuytJa01
154,Julio Jones,32,TEN,WR,10,10,48,31,434,19,322,10.4,112,3.6,12.1,4,7.8,1,2.1,2,83.2,,JoneJu02
155,Calvin Ridley,27,ATL,WR,5,5,52,31,281,16,190,6.1,91,2.9,10.0,1,31.0,3,5.8,1,79.1,,RidlCa00
156,James Robinson,23,JAX,RB,14,13,46,31,222,9,-8,-0.3,230,7.4,0.9,2,15.5,4,8.7,0,78.4,,RobiJa00
157,Geoff Swaim,28,TEN,TE,16,16,40,31,210,12,71,2.3,139,4.5,3.7,0,,1,2.5,0,113.5,,SwaiGe00
158,Olamide Zaccheaus,24,ATL,WR,17,8,53,31,406,22,312,10.1,94,3.0,9.0,0,,2,3.8,2,85.9,,ZaccOl01
159,Cameron Brate,30,TAM,TE,17,3,57,30,245,15,164,5.5,81,2.7,7.6,0,,3,5.3,0,87.2,,BratCa00
160,Kenyan Drake,27,LVR,RB,12,2,40,30,291,12,32,1.1,259,8.6,1.8,5,6.0,0,0.0,0,103.2,,DrakKe00
161,Kyle Juszczyk,30,SFO,FB,17,16,38,30,296,16,145,4.8,151,5.0,7.2,3,10.0,0,0.0,0,107.9,PB,JuszKy00
162,Foster Moreau,24,LVR,TE,17,11,44,30,373,16,184,6.1,189,6.3,7.4,2,15.0,4,9.1,2,98.0,,MoreFo00
163,Chester Rogers,27,TEN,WR,16,2,43,30,301,12,198,6.6,103,3.4,7.5,0,,2,4.7,1,87.5,,RogeCh02
164,Ricky Seals-Jones,26,WAS,TE,13,6,49,30,271,14,114,3.8,157,5.2,5.4,2,15.0,4,8.2,0,89.8,,SealRi00
165,Jack Doyle,31,IND,TE,17,14,43,29,302,18,177,6.1,125,4.3,6.8,0,,4,9.3,2,91.4,,DoylJa00
166,Darrell Henderson,24,LAR,RB,12,10,40,29,176,8,-4,-0.1,180,6.2,0.9,2,14.5,3,7.5,0,105.8,,HendDa00
167,Josh Reynolds,26,2TM,WR,12,5,49,29,396,21,277,9.6,119,4.1,13.6,2,14.5,1,2.0,1,90.2,,ReynJo00
167,Josh Reynolds,26,TEN,WR,5,0,13,10,90,6,49,4.9,41,4.1,11.1,0,,0,0.0,0,95.0,,ReynJo00
167,Josh Reynolds,26,DET,WR,7,5,36,19,306,15,228,12.0,78,4.1,14.6,2,9.5,1,2.8,1,88.4,,ReynJo00
168,Randall Cobb,31,GNB,WR,12,3,39,28,375,21,237,8.5,138,4.9,7.9,1,28.0,2,5.1,0,141.6,,CobbRa00
169,Keelan Cole,28,NYJ,WR,15,11,51,28,449,20,364,13.0,85,3.0,13.5,0,,1,2.0,4,58.4,,ColeKe00
170,Melvin Gordon,28,DEN,RB,16,16,38,28,213,9,27,1.0,186,6.6,0.3,4,7.0,3,7.9,0,104.4,,GordMe00
171,Jeremy McNichols,26,TEN,RB,14,0,38,28,240,11,-8,-0.3,248,8.9,0.1,0,,2,5.3,0,98.6,,McNiJe00
172,Jonnu Smith,26,NWE,TE,16,11,45,28,294,15,62,2.2,232,8.3,5.5,2,14.0,4,8.9,2,70.0,,SmitJo01
173,Ryan Griffin,31,NYJ,TE,14,12,42,27,261,14,112,4.1,149,5.5,5.3,0,,3,7.1,2,77.6,,GrifRy00
174,Samaje Perine,26,CIN,RB,16,0,31,27,196,9,-2,-0.1,198,7.3,0.2,2,13.5,1,3.2,0,103.8,,PeriSa00
175,Adam Trautman,24,NOR,TE,13,10,43,27,263,13,152,5.6,111,4.1,5.7,0,,4,9.3,1,85.7,,TrauAd00
