Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
82,Devin Funchess,24,CAR,WR,14,12,79,44,549,35,473,10.8,76,1.7,12.8,2,22.0,7,8.9,5,68.0,,FuncDe00
83,Antonio Callaway,21,CLE,WR,16,11,79,43,586,27,350,8.1,236,5.5,13.8,3,14.3,6,7.6,5,73.1,,CallAn00
84,Christian Kirk,22,ARI,WR,12,7,68,43,590,21,365,8.5,225,5.2,9.6,1,43.0,4,5.9,4,81.1,,KirkCh01
85,Joe Mixon,22,CIN,RB,14,13,55,43,296,14,-37,-0.9,333,7.7,0.1,2,21.5,2,3.6,1,87.6,,MixoJo00
86,C.J. Uzomah,25,CIN,TE,16,15,64,43,439,21,237,5.5,202,4.7,6.7,4,10.8,2,3.1,0,102.3,,UzomC.00
87,Mike Williams,24,LAC,WR,16,5,66,43,664,36,546,12.7,118,2.7,14.8,5,8.6,2,3.0,1,131.6,,WillMi07
88,Jarius Wright,29,CAR,WR,16,6,59,43,447,24,249,5.8,198,4.6,6.2,5,8.6,3,5.1,1,93.0,,WrigJa02
89,Kendrick Bourne,23,SFO,WR,16,8,66,42,487,30,340,8.1,147,3.5,8.2,4,10.5,5,7.6,2,93.4,,BourKe00
90,John Brown,28,BAL,WR,16,15,97,42,715,28,559,13.3,156,3.7,16.3,1,42.0,6,6.2,2,77.5,,BrowJo02
91,Courtland Sutton,23,DEN,WR,16,9,84,42,704,30,541,12.9,163,3.9,14.0,5,8.4,7,8.3,3,79.7,,SuttCo00
92,DeSean Jackson,32,TAM,WR,12,10,74,41,774,31,593,14.5,181,4.4,19.2,1,41.0,2,2.7,7,70.4,,JackDe00
93,Chris Thompson,28,WAS,RB,10,0,55,41,268,12,49,1.2,219,5.3,1.5,4,10.3,5,9.1,0,90.6,,ThomCh03
94,Tyrell Williams,26,LAC,WR,16,10,65,41,653,30,458,11.2,195,4.8,12.3,0,,2,3.1,5,90.1,,WillTy00
95,Josh Gordon,27,2TM,WR,12,12,71,41,737,30,473,11.5,264,6.4,14.3,6,6.8,4,5.6,1,106.4,,GordJo02
95,Josh Gordon,27,CLE,WR,1,1,3,1,17,1,17,17.0,0,0.0,33.0,0,,0,0.0,1,53.5,,GordJo02
95,Josh Gordon,27,NWE,WR,11,11,68,40,720,29,456,11.4,264,6.6,13.5,6,6.7,4,5.9,0,109.9,,GordJo02
96,Dalvin Cook,23,MIN,RB,11,10,49,40,305,15,-68,-1.7,373,9.3,-1.8,6,6.7,4,8.2,0,106.2,,CookDa01
97,Cooper Kupp,25,LAR,WR,8,8,55,40,566,25,263,6.6,303,7.6,8.4,2,20.0,1,1.8,1,134.4,,KuppCo00
98,Sammy Watkins,25,KAN,WR,10,9,55,40,519,24,281,7.0,238,6.0,8.4,2,20.0,1,1.8,0,120.2,,WatkSa00
99,Austin Ekeler,23,LAC,RB,14,3,53,39,404,18,-7,-0.2,411,10.5,0.8,7,5.6,2,3.8,0,114.0,,EkelAu00
100,Chris Herndon,22,NYJ,TE,16,12,56,39,502,25,325,8.3,177,4.5,10.6,0,,1,1.8,2,106.4,,HernCh00
101,Rashard Higgins,24,CLE,WR,13,1,53,39,572,27,426,10.9,146,3.7,11.1,1,39.0,3,5.7,2,117.8,,HiggRa00
102,Curtis Samuel,22,CAR,WR,13,8,65,39,494,24,383,9.8,111,2.8,11.9,4,9.8,2,3.1,3,90.2,,SamuCu00
103,Devontae Booker,26,DEN,RB,16,0,51,38,275,9,33,0.9,242,6.4,1.5,6,6.3,2,3.9,0,86.6,,BookDe00
104,Randall Cobb,28,GNB,WR,9,6,61,38,383,18,150,3.9,233,6.1,8.3,3,12.7,4,6.6,0,91.1,,CobbRa00
105,Keelan Cole,25,JAX,WR,16,11,70,38,491,25,355,9.3,136,3.6,9.9,1,38.0,7,10.0,2,69.4,,ColeKe00
106,Quincy Enunwa,26,NYJ,WR,11,10,68,38,449,22,177,4.7,272,7.2,7.4,5,7.6,4,5.9,2,68.8,,EnunQu00
107,Jacquizz Rodgers,28,TAM,RB,16,0,45,38,304,13,64,1.7,240,6.3,1.8,5,7.6,0,0.0,1,85.6,,RodgJa00
108,Marquez Valdes-Scantling,24,GNB,WR,16,10,73,38,581,23,372,9.8,209,5.5,12.2,0,,5,6.8,0,87.8,,ValdMa00
109,Jermaine Kearse,28,NYJ,WR,14,9,76,37,371,20,246,6.6,125,3.4,9.4,1,37.0,3,3.9,3,50.9,,KearJe01
110,Kenny Stills,26,MIA,WR,15,15,64,37,553,27,422,11.4,131,3.5,16.3,1,37.0,3,4.7,3,98.0,,StilKe00
111,Taywan Taylor,23,TEN,WR,13,5,56,37,466,19,305,8.2,161,4.4,13.1,4,9.3,3,5.4,1,90.3,,TaylTa00
112,Ryan Switzer,24,PIT,WR,16,1,44,36,253,15,116,3.2,137,3.8,3.4,0,,2,4.5,0,98.2,,SwitRy00
113,Ian Thomas,22,CAR,TE,16,6,49,36,333,20,175,4.9,158,4.4,6.2,2,18.0,3,6.1,2,88.2,,ThomIa00
114,Javorius Allen,27,BAL,RB,14,0,43,35,196,11,19,0.5,177,5.1,1.4,4,8.8,1,2.3,1,91.5,,AlleJa01
115,Giovani Bernard,27,CIN,RB,12,4,48,35,218,8,-4,-0.1,222,6.3,0.0,2,17.5,2,4.2,0,81.8,,BernGi00
116,Ryan Grant,28,IND,WR,14,10,52,35,334,18,241,6.9,93,2.7,9.1,3,11.7,4,7.7,1,83.3,,GranRy01
117,Chris Hogan,31,NWE,WR,16,7,55,35,532,22,339,9.7,193,5.5,11.9,1,35.0,1,1.8,1,106.0,,HogaCh00
118,Marvin Jones,28,DET,WR,9,9,62,35,508,27,407,11.6,101,2.9,14.6,2,17.5,3,4.8,2,96.7,,JoneMa02
119,Phillip Lindsay,24,DEN,RB,15,8,47,35,241,12,-57,-1.6,298,8.5,-0.9,1,35.0,4,8.5,0,92.6,PB,LindPh00
120,Laquon Treadwell,23,MIN,WR,15,7,53,35,302,16,182,5.2,120,3.4,6.0,2,17.5,5,9.4,2,71.4,,TreaLa00
121,Ben Watson,38,NOR,TE,16,4,46,35,400,21,313,8.9,87,2.5,10.2,1,35.0,3,6.5,1,107.2,,WatsBe00
122,Mark Andrews,23,BAL,TE,16,3,50,34,552,28,359,10.6,193,5.7,10.8,1,34.0,3,6.0,0,124.7,,AndrMa00
123,Mike Davis,25,SEA,RB,15,2,42,34,214,10,-21,-0.6,235,6.9,0.1,5,6.8,4,9.5,0,95.8,,DaviMi01
124,O.J. Howard,24,TAM,TE,10,8,48,34,565,28,356,10.5,209,6.1,11.8,1,34.0,1,2.1,4,110.2,,HowaO.00
125,LeSean McCoy,30,BUF,RB,14,13,46,34,238,10,-50,-1.5,288,8.5,-1.1,4,8.5,2,4.3,1,76.2,,McCoLe01
126,Ricky Seals-Jones,23,ARI,TE,15,5,69,34,343,14,246,7.2,97,2.9,9.9,1,34.0,5,7.2,3,50.6,,SealRi00
127,Gerald Everett,24,LAR,TE,16,0,50,33,320,16,176,5.3,144,4.4,6.1,2,16.5,0,0.0,1,95.4,,EverGe00
128,Michael Gallup,22,DAL,WR,16,8,68,33,507,21,334,10.1,173,5.2,14.1,0,,5,7.4,2,71.1,,GallMi00
129,Dallas Goedert,23,PHI,TE,16,8,44,33,334,15,173,5.2,161,4.9,7.7,2,16.5,1,2.3,2,107.6,,GoedDa00
130,Anthony Miller,24,CHI,WR,15,4,54,33,423,19,253,7.7,170,5.2,11.2,1,33.0,4,7.4,1,117.5,,MillAn02
131,Tevin Coleman,25,ATL,RB,16,14,44,32,276,15,1,0.0,275,8.6,0.5,2,16.0,3,6.8,0,126.7,,ColeTe01
132,Chris Conley,26,KAN,WR,16,13,52,32,334,18,194,6.1,140,4.4,8.4,2,16.0,4,7.7,1,104.2,,ConlCh00
133,Phillip Dorsett,25,NWE,WR,16,2,42,32,290,14,190,5.9,100,3.1,10.5,2,16.0,1,2.4,3,88.4,,DorsPh00
134,Will Fuller,24,HOU,WR,7,7,45,32,503,22,337,10.5,166,5.2,13.8,2,16.0,0,0.0,0,137.5,,FullWi01
135,Kerryon Johnson,21,DET,RB,10,7,39,32,213,11,-54,-1.7,267,8.3,-0.6,4,8.0,0,0.0,0,98.0,,JohnKe06
136,Jeff Heuerman,26,DEN,TE,11,10,48,31,281,14,131,4.2,150,4.8,5.0,3,10.3,3,6.3,2,76.8,,HeueJe00
137,Bruce Ellington,27,2TM,WR,7,3,42,31,224,14,116,3.7,108,3.5,4.9,1,31.0,4,9.5,0,93.7,,ElliBr00
137,Bruce Ellington,27,HOU,WR,3,1,12,8,92,5,68,8.5,24,3.0,9.6,1,8.0,2,16.7,0,117.4,,ElliBr00
137,Bruce Ellington,27,DET,WR,4,2,30,23,132,9,48,2.1,84,3.7,3.0,0,,2,6.7,0,84.3,,ElliBr00
138,Cameron Brate,27,TAM,TE,16,2,49,30,289,18,238,7.9,51,1.7,8.3,1,30.0,3,6.1,2,100.3,,BratCa00
139,DaeSean Hamilton,23,DEN,WR,14,5,45,30,243,16,181,6.0,62,2.1,8.9,1,30.0,1,2.2,1,85.7,,HamiDa01
140,Jesse James,24,PIT,TE,16,7,39,30,423,17,238,7.9,185,6.2,7.7,0,,3,7.7,1,117.8,,JameJe00
141,Kyle Juszczyk,27,SFO,FB,16,14,41,30,324,15,149,5.0,175,5.8,4.3,0,,2,4.9,0,104.1,PB,JuszKy00
142,Jamison Crowder,25,WAS,WR,9,7,49,29,388,15,177,6.1,211,7.3,9.3,0,,4,8.2,1,89.5,,CrowJa00
143,Josh Reynolds,23,LAR,WR,16,8,53,29,402,23,273,9.4,129,4.4,12.4,1,29.0,2,3.8,4,79.3,,ReynJo00
144,Nick Vannett,25,SEA,TE,15,9,43,29,269,17,131,4.5,138,4.8,6.2,0,,1,2.3,0,107.6,,VannNi00
145,Keke Coutee,21,HOU,WR,6,2,41,28,287,13,77,2.8,210,7.5,5.1,1,28.0,3,7.3,2,76.0,,CoutKe00
146,Antonio Gates,38,LAC,TE,16,1,45,28,333,19,207,7.4,126,4.5,7.9,2,14.0,0,0.0,1,90.3,,GateAn00
147,Maurice Harris,26,WAS,WR,12,7,47,28,304,12,204,7.3,100,3.6,9.9,0,,1,2.1,3,52.1,,HarrMa05
148,Dontrelle Inman,29,IND,WR,9,4,39,28,304,16,246,8.8,58,2.1,10.3,1,28.0,1,2.6,0,120.0,,InmaDo00
149,Wendell Smallwood,24,PHI,RB,16,6,35,28,230,9,4,0.1,226,8.1,0.3,1,28.0,2,5.7,0,113.1,,SmalWe00
150,Tre'Quan Smith,22,NOR,WR,15,7,44,28,427,23,311,11.1,116,4.1,11.8,2,14.0,3,6.8,0,133.4,,SmitTr03
151,Matt Breida,23,SFO,RB,14,13,31,27,261,12,26,1.0,235,8.7,2.2,3,9.0,0,0.0,0,123.3,,BreiMa00
152,Robert Foster,24,BUF,WR,13,3,44,27,541,20,374,13.9,167,6.2,20.7,0,,3,6.8,0,127.2,,FostRo01
153,Blake Jarwin,24,DAL,TE,16,4,36,27,307,16,197,7.3,110,4.1,8.3,2,13.5,2,5.6,2,104.7,,JarwBl00
154,Greg Olsen,33,CAR,TE,9,9,38,27,291,18,207,7.7,84,3.1,8.9,1,27.0,1,2.6,0,128.3,,OlseGr00
155,Zach Pascal,24,IND,WR,16,4,46,27,268,15,187,6.9,81,3.0,9.5,1,27.0,4,8.7,2,71.6,,PascZa00
156,Dante Pettis,23,SFO,WR,12,7,45,27,467,19,262,9.7,205,7.6,11.1,4,6.8,2,4.4,2,113.8,,PettDa00
157,Ito Smith,23,ATL,RB,14,0,32,27,152,9,-8,-0.3,160,5.9,-0.3,5,5.4,1,3.1,0,86.5,,SmitIt00
158,Jamaal Williams,23,GNB,RB,16,8,41,27,210,11,-13,-0.5,223,8.3,0.8,2,13.5,0,0.0,0,78.3,,WillJa06
159,Jack Doyle,28,IND,TE,6,6,33,26,245,14,137,5.3,108,4.2,5.4,0,,0,0.0,1,105.2,,DoylJa00
160,Kareem Hunt,23,KAN,RB,11,11,35,26,378,16,40,1.5,338,13.0,1.9,8,3.3,3,8.6,0,148.6,,HuntKa00
161,Aaron Jones,24,GNB,RB,12,8,35,26,206,12,-15,-0.6,221,8.5,0.3,2,13.0,4,11.4,0,98.0,,JoneAa00
162,David Moore,23,SEA,WR,16,7,53,26,445,19,352,13.5,93,3.6,15.9,0,,3,5.7,2,93.7,,MoorDa03
163,Jaylen Samuels,22,PIT,RB,14,3,29,26,199,10,-16,-0.6,215,8.3,0.1,6,4.3,0,0.0,0,129.7,,SamuJa00
164,Tajae Sharpe,24,TEN,WR,16,13,47,26,316,22,242,9.3,74,2.8,10.9,0,,1,2.1,3,63.8,,SharTa00
165,Geoff Swaim,25,DAL,TE,9,9,32,26,242,11,78,3.0,164,6.3,4.3,1,26.0,0,0.0,0,108.6,,SwaiGe00
166,Trent Taylor,24,SFO,WR,14,0,41,26,215,11,114,4.4,101,3.9,5.8,1,26.0,2,4.9,2,64.6,,TaylTr02
167,Albert Wilson,26,MIA,WR,7,3,35,26,391,11,56,2.2,335,12.9,7.0,3,8.7,1,2.9,2,124.8,,WilsAl02
168,Vernon Davis,34,WAS,TE,14,8,36,25,367,15,192,7.7,175,7.0,11.4,1,25.0,3,8.3,1,109.4,,DaviVe00
169,Rhett Ellison,30,NYG,TE,14,12,34,25,272,13,142,5.7,130,5.2,6.3,1,25.0,2,5.9,0,106.5,,ElliRh00
170,Lamar Miller,27,HOU,RB,14,14,35,25,163,8,-8,-0.3,171,6.8,0.7,1,25.0,2,5.7,2,66.7,PB,MillLa01
171,Kelvin Benjamin,27,2TM,WR,15,10,67,25,380,16,316,12.6,64,2.6,15.6,0,,2,3.0,7,22.2,,BenjKe00
171,Kelvin Benjamin,27,BUF,WR,12,10,62,23,354,15,291,12.7,63,2.7,16.0,0,,2,3.2,7,22.6,,BenjKe00
171,Kelvin Benjamin,27,KAN,WR,3,0,5,2,26,1,25,12.5,1,0.5,11.0,0,,0,0.0,0,57.1,,BenjKe00
172,Ty Montgomery,25,2TM,WR,13,0,40,25,235,7,22,0.9,213,8.5,1.7,1,25.0,2,5.0,1,68.2,,MontTy01
172,Ty Montgomery,25,GNB,WR,7,0,23,15,170,5,21,1.4,149,9.9,0.8,1,15.0,1,4.3,1,69.1,,MontTy01
172,Ty Montgomery,25,BAL,WR,6,0,17,10,65,2,1,0.1,64,6.4,2.9,0,,1,5.9,0,67.0,,MontTy01
