Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Awards,-9999
33,Alvin Kamara,28,NOR,RB,13,12,86,75,466,23,-35,-0.5,501,6.7,0.1,9,8.3,2,2.3,0,93.1,,KamaAl00
34,Dalton Kincaid,24,BUF,TE,16,11,91,73,673,29,362,5.0,311,4.3,6.0,3,24.3,4,4.4,2,95.7,,KincDa00
35,Cole Kmet,24,CHI,TE,17,17,90,73,719,36,429,5.9,290,4.0,6.2,4,18.3,1,1.1,2,112.9,,KmetCo00
36,Amari Cooper,29,CLE,WR,15,15,128,72,1250,50,979,13.6,271,3.8,14.3,2,36.0,7,5.5,6,83.1,PB,CoopAm00
37,Jaylen Waddle,25,MIA,WR,14,14,104,72,1014,47,593,8.2,421,5.8,10.1,6,12.0,4,3.8,3,101.2,,WaddJa00
38,Jake Ferguson,24,DAL,TE,17,16,102,71,761,40,336,4.7,425,6.0,5.1,6,11.8,5,4.9,1,103.4,PB,FergJa00
39,Jakobi Meyers,27,LVR,WR,16,16,106,71,807,46,565,8.0,242,3.4,9.7,6,11.8,2,1.9,4,99.1,,MeyeJa01
40,Jordan Addison,21,MIN,WR,17,14,108,70,911,38,649,9.3,262,3.7,12.5,4,17.5,3,2.8,8,91.2,,AddiJo00
41,Drake London,22,ATL,WR,16,16,110,69,905,45,717,10.4,188,2.7,11.5,2,34.5,4,3.6,4,79.5,,LondDr00
42,Josh Downs,22,IND,WR,17,9,98,68,771,30,400,5.9,371,5.5,7.2,2,34.0,5,5.1,1,95.2,,DownJo00
43,Justin Jefferson,24,MIN,WR,10,9,100,68,1074,51,814,12.0,260,3.8,12.6,2,34.0,1,1.0,3,107.7,,JeffJu00
44,Tyler Boyd,29,CIN,WR,17,13,98,67,667,28,388,5.8,279,4.2,6.5,2,33.5,5,5.1,4,77.2,,BoydTy00
45,Christian McCaffrey,27,SFO,RB,16,16,83,67,564,31,103,1.5,461,6.9,1.8,2,33.5,0,0.0,2,113.1,PBAP-1AP MVP-3AP OPoY-1,McCaCh01
46,D.K. Metcalf,26,SEA,WR,16,16,119,66,1114,52,747,11.3,367,5.6,12.8,7,9.4,7,5.9,4,95.7,PB,MetcDK00
47,George Kittle,30,SFO,TE,16,16,90,65,1020,42,537,8.3,483,7.4,9.5,5,13.0,4,4.4,2,122.5,PBAP-1,KittGe00
48,Jayden Reed,23,GNB,WR,16,13,94,64,793,32,458,7.2,335,5.2,10.3,3,21.3,3,3.2,1,117.9,AP ORoY-6,ReedJa03
49,Rachaad White,24,TAM,RB,17,17,70,64,549,23,-62,-1.0,611,9.5,-0.5,8,8.0,2,2.9,0,113.6,,WhitRa01
50,George Pickens,22,PIT,WR,17,16,106,63,1140,42,752,11.9,388,6.2,13.5,5,12.6,2,1.9,3,100.4,,PickGe00
51,Jaxon Smith-Njigba,21,SEA,WR,17,3,93,63,628,29,262,4.2,366,5.8,6.1,3,21.0,10,10.8,2,92.0,,SmitJa06
52,Curtis Samuel,27,WAS,WR,16,13,91,62,613,26,353,5.7,260,4.2,6.6,4,15.5,2,2.2,4,83.3,,SamuCu00
53,Tyler Conklin,28,NYJ,TE,17,12,87,61,621,27,376,6.2,245,4.0,6.9,2,30.5,2,2.3,1,85.5,,ConkTy00
54,Jaylen Warren,25,PIT,RB,17,0,74,61,370,19,-116,-1.9,486,8.0,-1.6,7,8.7,5,6.8,0,87.5,,WarrJa01
55,Wan'Dale Robinson,22,NYG,WR,15,8,78,60,525,29,238,4.0,287,4.8,5.3,5,12.0,3,3.8,0,98.5,,RobiWa01
56,Deebo Samuel,27,SFO,WR,15,15,89,60,892,34,365,6.1,527,8.8,6.6,13,4.6,2,2.2,2,116.9,,SamuDe00
57,Romeo Doubs,23,GNB,WR,17,16,96,59,674,41,540,9.2,134,2.3,11.7,1,59.0,6,6.3,3,97.3,,DoubRo00
58,Dallas Goedert,28,PHI,TE,14,14,83,59,592,33,273,4.6,319,5.4,5.4,2,29.5,2,2.4,3,88.0,,GoedDa00
59,Cooper Kupp,30,LAR,WR,12,12,95,59,737,33,415,7.0,322,5.5,8.3,5,11.8,4,4.2,3,90.5,,KuppCo00
60,Elijah Moore,23,CLE,WR,17,12,104,59,640,29,449,7.6,191,3.2,11.0,4,14.8,5,4.8,2,73.4,,MoorEl00
61,Dalton Schultz,27,HOU,TE,15,8,88,59,635,35,376,6.4,259,4.4,7.5,8,7.4,3,3.4,2,97.5,,SchuDa00
62,Courtland Sutton,28,DEN,WR,16,14,90,59,772,37,616,10.4,156,2.6,11.8,0,,6,6.7,2,120.2,,SuttCo00
63,Travis Etienne,24,JAX,RB,17,17,73,58,476,23,-41,-0.7,517,8.9,-0.8,12,4.8,4,5.5,0,98.4,AP OPoY-8,EtieTr00
64,Bijan Robinson,21,ATL,RB,17,16,86,58,487,24,-32,-0.6,519,8.9,0.3,10,5.8,6,7.0,3,82.8,AP ORoY-5,RobiBi01
65,Christian Kirk,27,JAX,WR,12,12,85,57,787,34,540,9.5,247,4.3,9.9,3,19.0,4,4.7,2,98.5,,KirkCh01
66,Tony Pollard,26,DAL,RB,17,17,67,55,311,12,-10,-0.2,321,5.8,0.4,14,3.9,6,9.0,0,86.0,,PollTo00
67,Logan Thomas,32,WAS,TE,16,15,78,55,496,21,267,4.9,229,4.2,6.1,1,55.0,2,2.6,2,93.7,,ThomLo00
68,Brandin Cooks,30,DAL,WR,16,15,81,54,657,38,532,9.9,125,2.3,13.2,0,,3,3.7,4,103.8,,CookBr00
69,Jerry Jeudy,24,DEN,WR,16,11,87,54,758,28,435,8.1,323,6.0,12.7,4,13.5,2,2.3,3,83.4,,JeudJe00
70,Chigoziem Okonkwo,24,TEN,TE,17,11,77,54,528,25,268,5.0,260,4.8,6.8,5,10.8,6,7.8,1,88.0,,OkonCh00
71,Kyle Pitts,23,ATL,TE,17,15,90,53,667,35,533,10.1,134,2.5,11.4,0,,4,4.4,2,83.9,,PittKy00
72,Jahmyr Gibbs,21,DET,RB,15,3,71,52,316,20,2,0.0,314,6.0,0.1,7,7.4,8,11.3,1,80.5,PBAP ORoY-4,GibbJa01
73,Joe Mixon,27,CIN,RB,17,17,64,52,376,14,-87,-1.7,463,8.9,-1.8,7,7.4,4,6.3,1,100.3,,MixoJo00
74,Tyjae Spears,22,TEN,RB,17,1,70,52,385,17,-75,-1.4,460,8.8,-0.2,8,6.5,1,1.4,1,85.7,,SpeaTy00
75,Darren Waller,31,NYG,TE,12,11,74,52,552,25,341,6.6,211,4.1,8.0,0,,3,4.1,2,85.0,,WallDa01
76,Marquise Brown,26,ARI,WR,14,14,101,51,574,32,410,8.0,164,3.2,11.9,2,25.5,4,4.0,2,72.8,,BrowMa04
77,Austin Ekeler,28,LAC,RB,14,14,74,51,436,20,-77,-1.5,513,10.1,-1.0,7,7.3,6,8.1,1,82.9,,EkelAu00
78,Ezekiel Elliott,28,NWE,RB,17,5,65,51,313,12,-61,-1.2,374,7.3,-0.6,8,6.4,2,3.1,0,97.0,,ElliEz00
79,Gerald Everett,29,LAC,TE,15,12,70,51,411,25,136,2.7,275,5.4,4.0,9,5.7,2,2.9,1,95.6,,EverGe00
80,Diontae Johnson,27,PIT,WR,13,11,87,51,717,37,456,8.9,261,5.1,12.7,4,12.8,2,2.3,1,99.6,,JohnDi01
81,Samaje Perine,28,DEN,RB,17,1,56,50,455,23,-7,-0.1,462,9.2,-0.1,6,8.3,1,1.8,0,100.5,,PeriSa00
82,Darius Slayton,26,NYG,WR,17,13,79,50,770,29,472,9.4,298,6.0,12.2,5,10.0,3,3.8,2,101.8,,SlayDa01
83,Jonnu Smith,28,ATL,TE,17,6,70,50,582,26,225,4.5,357,7.1,6.5,6,8.3,4,5.7,2,98.6,,SmitJo01
84,Jahan Dotson,23,WAS,WR,17,16,83,49,518,27,403,8.2,115,2.3,9.3,0,,5,6.0,7,58.2,,DotsJa00
85,Demario Douglas,23,NWE,WR,14,7,79,49,561,26,225,4.6,336,6.9,8.2,1,49.0,1,1.3,4,62.3,,DougDe00
86,Antonio Gibson,25,WAS,RB,16,2,59,48,389,19,12,0.3,377,7.9,0.0,6,8.0,2,3.4,1,98.4,,GibsAn00
87,K.J. Osborn,26,MIN,WR,16,12,75,48,540,28,355,7.4,185,3.9,8.8,1,48.0,5,6.7,3,82.1,,OsboKJ00
88,Tank Dell,24,HOU,WR,11,8,75,47,709,34,557,11.9,152,3.2,14.3,0,,4,5.3,2,113.7,,DellNa00
89,Tyler Higbee,30,LAR,TE,15,15,70,47,495,26,249,5.3,246,5.2,5.8,2,23.5,7,10.0,0,97.0,,HigbTy00
90,Cade Otton,24,TAM,TE,17,17,67,47,455,22,235,5.0,220,4.7,6.7,4,11.8,3,4.5,1,102.5,,OttoCa00
91,Javonte Williams,23,DEN,RB,16,13,58,47,228,10,-75,-1.6,303,6.4,-1.7,6,7.8,4,6.9,0,94.5,,WillJa10
92,Rashid Shaheed,25,NOR,WR,15,8,75,46,719,27,568,12.3,151,3.3,14.6,3,15.3,2,2.7,3,98.7,PBAP-1,ShahRa00
93,Mark Andrews,28,BAL,TE,10,9,61,45,544,27,328,7.3,216,4.8,7.3,4,11.3,3,4.9,0,133.5,,AndrMa00
94,Gabriel Davis,24,BUF,WR,17,17,81,45,746,34,566,12.6,180,4.0,15.2,2,22.5,3,3.7,6,84.7,,DaviGa01
95,James Cook,24,BUF,RB,17,13,54,44,445,16,47,1.1,398,9.0,2.5,7,6.3,6,11.1,0,125.7,PB,CookJa01
96,Jerome Ford,24,CLE,RB,17,12,63,44,319,16,15,0.3,304,6.9,0.5,4,11.0,9,14.3,0,107.8,,FordJe00
97,Isiah Pacheco,24,KAN,RB,14,13,49,44,244,12,-115,-2.6,359,8.2,-2.3,4,11.0,2,4.1,0,101.0,,PachIs00
98,Jonathan Mingo,22,CAR,WR,15,14,85,43,418,15,263,6.1,155,3.6,10.8,1,43.0,4,4.7,2,54.9,,MingJo00
99,Hunter Henry,29,NWE,TE,14,10,61,42,419,29,341,8.1,78,1.9,8.8,1,42.0,3,4.9,2,107.2,,HenrHu00
100,Tee Higgins,24,CIN,WR,12,11,76,42,656,33,421,10.0,235,5.6,12.8,0,,7,9.2,1,100.5,,HiggTe00
101,Saquon Barkley,26,NYG,RB,14,14,60,41,280,16,54,1.3,226,5.5,2.5,3,13.7,5,8.3,3,79.9,,BarkSa00
102,Rondale Moore,23,ARI,WR,17,8,62,40,352,17,136,3.4,216,5.4,5.2,2,20.0,3,4.8,0,84.9,,MoorRo02
103,Josh Reynolds,28,DET,WR,17,13,64,40,608,32,435,10.9,173,4.3,10.1,2,20.0,4,6.3,1,113.3,,ReynJo00
104,Robert Woods,31,HOU,WR,14,11,75,40,426,26,300,7.5,126,3.2,9.8,1,40.0,4,5.3,1,69.1,,WoodRo02
105,Tutu Atwell,24,LAR,WR,16,14,67,39,483,26,379,9.7,104,2.7,11.4,0,,4,6.0,2,83.1,,AtweTu00
106,Chuba Hubbard,24,CAR,RB,17,12,44,39,233,9,-36,-0.9,269,6.9,-0.8,5,7.8,1,2.3,1,79.3,,HubbCh01
107,Tanner Hudson,29,CIN,TE,12,1,50,39,352,21,204,5.2,148,3.8,5.4,2,19.5,1,2.0,1,94.3,,HudsTa00
108,Trey Palmer,22,TAM,WR,17,8,68,39,385,17,282,7.2,103,2.6,10.9,0,,4,5.9,1,82.0,,PalmTr00
109,Khalil Shakir,23,BUF,WR,17,10,45,39,611,26,329,8.4,282,7.2,8.9,0,,0,0.0,0,133.6,,ShakKh00
110,D'Andre Swift,24,PHI,RB,16,15,49,39,214,8,-53,-1.4,267,6.8,0.6,2,19.5,1,2.0,1,83.2,PB,SwifDA00
111,Michael Thomas,30,NOR,WR,10,7,64,39,448,21,348,8.9,100,2.6,10.2,2,19.5,3,4.7,1,80.7,,ThomMi05
112,Dontayvion Wicks,22,GNB,WR,15,6,58,39,581,29,371,9.5,210,5.4,10.1,5,7.8,3,5.2,1,115.7,,WickDo00
113,Quentin Johnston,22,LAC,WR,17,10,67,38,431,20,279,7.3,152,4.0,12.9,2,19.0,3,4.5,1,79.9,,JohnQu02
114,Josh Palmer,24,LAC,WR,10,6,61,38,581,22,385,10.1,196,5.2,11.4,1,38.0,3,4.9,1,97.8,,PalmJo00
115,Rhamondre Stevenson,25,NWE,RB,12,12,51,38,238,8,-23,-0.6,261,6.9,0.3,4,9.5,4,7.8,1,75.4,,StevRh00
116,Michael Wilson,23,ARI,WR,13,12,58,38,565,29,426,11.2,139,3.7,12.3,3,12.7,0,0.0,2,100.1,,WilsMi02
117,Kendrick Bourne,28,NWE,WR,8,5,55,37,406,15,203,5.5,203,5.5,10.4,2,18.5,1,1.8,3,90.4,,BourKe00
118,Josh Jacobs,25,LVR,RB,13,13,54,37,296,15,3,0.1,293,7.9,0.7,3,12.3,5,9.3,2,66.6,,JacoJo01
119,Juwan Johnson,27,NOR,TE,13,11,59,37,368,23,223,6.0,145,3.9,7.4,3,12.3,3,5.1,4,74.7,,JohnJu02
120,Brian Robinson Jr.,24,WAS,RB,15,15,43,36,368,15,-43,-1.2,411,11.4,-1.3,6,6.0,3,7.0,0,133.3,,RobiBr01
121,Nelson Agholor,30,BAL,WR,17,3,45,35,381,19,240,6.9,141,4.0,9.3,2,17.5,2,4.4,1,122.3,,AghoNe00
122,Odell Beckham Jr.,31,BAL,WR,14,6,64,35,565,27,410,11.7,155,4.4,13.9,0,,3,4.7,1,93.6,,BeckOd00
123,DJ Chark,27,CAR,WR,15,11,66,35,525,22,441,12.6,84,2.4,15.4,1,35.0,4,6.1,0,104.7,,CharDJ00
124,Kalif Raymond,29,DET,WR,17,3,44,35,489,20,275,7.9,214,6.1,8.8,1,35.0,2,4.5,0,120.5,,RaymKa00
125,Durham Smythe,28,MIA,TE,16,14,43,35,366,22,227,6.5,139,4.0,6.6,0,,1,2.3,0,102.1,,SmytDu00
126,Michael Gallup,27,DAL,WR,17,13,57,34,418,19,314,9.2,104,3.1,10.9,3,11.3,5,8.8,2,79.4,,GallMi00
127,Roschon Johnson,22,CHI,RB,15,0,40,34,209,6,-38,-1.1,247,7.3,-0.8,6,5.7,1,2.5,0,88.4,,JohnRo07
128,Zay Jones,28,JAX,WR,9,7,64,34,321,14,270,7.9,51,1.5,13.6,0,,1,1.6,2,64.6,,JoneZa00
129,Luke Musgrave,23,GNB,TE,11,9,46,34,352,14,183,5.4,169,5.0,7.5,0,,3,6.5,0,102.8,,MusgLu00
130,Allen Robinson,30,PIT,WR,17,17,49,34,280,9,212,6.2,68,2.0,7.6,0,,0,0.0,1,75.2,,RobiAl02
131,Noah Brown,27,HOU,WR,10,7,55,33,567,24,344,10.4,223,6.8,12.0,1,33.0,3,5.5,0,107.2,,BrowNo00
132,Zach Charbonnet,22,SEA,RB,16,2,40,33,209,7,-39,-1.2,248,7.5,-1.0,2,16.5,2,5.0,0,88.4,,CharZa00
133,Taysom Hill,33,NOR,TE/QB,16,7,40,33,291,11,158,4.8,133,4.0,5.2,3,11.0,1,2.5,0,113.6,,HillTa00
134,DeVante Parker,30,NWE,WR,13,13,55,33,394,17,268,8.1,126,3.8,11.6,2,16.5,3,5.5,2,66.8,,ParkDe01
135,Rashod Bateman,24,BAL,WR,16,12,56,32,367,20,308,9.6,59,1.8,14.5,1,32.0,4,7.1,3,60.6,,BateRa00
136,Noah Fant,26,SEA,TE,17,17,43,32,414,16,237,7.4,177,5.5,6.9,1,32.0,1,2.3,1,94.5,,FantNo00
137,Pat Freiermuth,25,PIT,TE,12,9,47,32,308,17,163,5.1,145,4.5,6.6,2,16.0,0,0.0,1,91.4,,FreiPa00
138,Alec Pierce,23,IND,WR,17,16,65,32,514,24,417,13.0,97,3.0,14.9,1,32.0,3,4.6,1,79.9,,PierAl00
139,Kyren Williams,23,LAR,RB,12,11,48,32,206,9,-69,-2.2,275,8.6,0.2,1,32.0,4,8.3,1,87.7,PBAP-2,WillKy02
140,Tucker Kraft,23,GNB,TE,17,8,40,31,355,18,123,4.0,232,7.5,3.9,4,7.8,0,0.0,0,120.3,,KrafTu00
141,Jaleel McLaughlin,23,DEN,RB,17,3,36,31,160,5,-130,-4.2,290,9.4,-3.9,8,3.9,2,5.6,0,103.7,,McLaJa00
142,Darnell Mooney,26,CHI,WR,15,14,61,31,414,20,233,7.5,181,5.8,10.3,1,31.0,3,4.9,3,57.7,,MoonDa00
143,Kenneth Gainwell,24,PHI,RB,16,2,37,30,183,11,8,0.3,175,5.8,1.9,2,15.0,1,2.7,0,87.3,,GainKe00
144,Kylen Granson,25,IND,TE,15,7,50,30,368,19,240,8.0,128,4.3,8.0,0,,3,6.0,0,89.4,,GranKy00
145,Aaron Jones,29,GNB,RB,11,11,43,30,233,13,-38,-1.3,271,9.0,-1.1,6,5.0,4,9.3,0,90.6,,JoneAa00
146,Isaiah Likely,23,BAL,TE,17,8,40,30,411,15,195,6.5,216,7.2,6.2,6,5.0,3,7.5,0,147.0,,LikeIs00
147,Alexander Mattison,25,MIN,RB,16,13,44,30,192,5,11,0.4,181,6.0,0.5,1,30.0,7,15.9,0,99.8,,MattAl01
148,Devin Singletary,26,HOU,RB,17,10,38,30,193,7,-24,-0.8,217,7.2,0.3,2,15.0,2,5.3,0,87.8,,SingDe00
149,Mike Gesicki,28,NWE,TE,17,10,45,29,244,11,148,5.1,96,3.3,8.3,0,,0,0.0,2,74.7,,GesiMi00
150,Najee Harris,25,PIT,RB,17,17,38,29,170,9,-5,-0.2,175,6.0,0.2,6,4.8,2,5.3,0,84.3,,HarrNa00
151,Brandon Powell,28,MIN,WR,17,2,44,29,324,18,220,7.6,104,3.6,7.5,1,29.0,1,2.3,1,85.8,,PoweBr00
152,JuJu Smith-Schuster,27,NWE,WR,11,7,47,29,260,13,166,5.7,94,3.2,7.0,0,,2,4.3,4,48.2,,SmitJu00
153,Kenneth Walker III,23,SEA,RB,15,15,37,29,259,9,-58,-2.0,317,10.9,-2.1,9,3.2,2,5.4,0,104.8,,WalkKe00
154,Noah Gray,24,KAN,TE,17,10,41,28,305,16,172,6.1,133,4.8,6.6,4,7.0,1,2.4,1,96.1,,GrayNo00
155,Derrick Henry,29,TEN,RB,17,17,36,28,214,7,-61,-2.2,275,9.8,-2.8,1,28.0,1,2.8,0,91.4,PB,HenrDe00
156,Justice Hill,26,BAL,RB,16,5,39,28,206,8,-31,-1.1,237,8.5,0.6,4,7.0,2,5.1,0,92.5,,HillJu00
157,Christian Watson,24,GNB,WR,9,9,53,28,422,20,317,11.3,105,3.8,15.6,0,,3,5.7,5,71.4,,WatsCh00
158,Nick Westbrook-Ikhine,26,TEN,WR,14,9,45,28,370,18,263,9.4,107,3.8,12.3,1,28.0,4,8.9,0,110.4,,WestNi00
159,De'Von Achane,22,MIA,RB,11,4,37,27,197,10,-65,-2.4,262,9.7,0.7,3,9.0,0,0.0,0,112.1,,AchaDe00
160,Braxton Berrios,28,MIA,WR,16,1,33,27,238,15,153,5.7,85,3.1,7.1,1,27.0,1,3.0,2,81.6,,BerrBr00
161,James Conner,28,ARI,RB,13,13,33,27,165,11,-46,-1.7,211,7.8,-0.4,5,5.4,0,0.0,0,107.7,,ConnJa00
162,Zach Ertz,33,ARI,TE,7,7,43,27,187,8,141,5.2,46,1.7,7.7,0,,2,4.7,2,60.9,,ErtzZa00
163,Michael Mayer,22,LVR,TE,14,12,40,27,304,19,140,5.2,164,6.1,5.7,3,9.0,1,2.5,1,96.2,,MayeMi00
164,Zack Moss,26,IND,RB,14,8,37,27,192,10,3,0.1,189,7.0,-0.5,2,13.5,5,13.5,1,91.3,,MossZa00
165,Donald Parham,26,LAC,TE,14,8,41,27,285,22,159,5.9,126,4.7,7.5,1,27.0,3,7.3,1,108.3,,ParhDo00
166,Miles Sanders,26,CAR,RB,16,5,41,27,154,8,-4,-0.1,158,5.9,0.6,4,6.8,4,9.8,1,62.4,,SandMi01
167,Kadarius Toney,24,KAN,WR,13,2,38,27,169,12,41,1.5,128,4.7,2.9,5,5.4,5,13.2,2,66.7,,ToneKa00
168,Justin Watson,28,KAN,WR,16,8,53,27,460,21,413,15.3,47,1.7,17.5,0,,4,7.5,3,76.0,,WatsJu01
169,Demarcus Robinson,29,LAR,WR,16,4,39,26,371,20,282,10.8,89,3.4,12.3,0,,0,0.0,1,120.8,,RobiDe01
170,Daniel Bellinger,23,NYG,TE,17,13,28,25,255,6,121,4.8,134,5.4,4.6,2,12.5,1,3.6,0,104.6,,BellDa00
171,Austin Hooper,29,LVR,TE,17,9,31,25,234,12,92,3.7,142,5.7,4.2,2,12.5,1,3.2,0,98.1,,HoopAu00
172,Trenton Irwin,28,CIN,WR,16,5,32,25,316,15,206,8.2,110,4.4,10.5,0,,1,3.1,1,105.2,,IrwiTr00
173,Jerick McKinnon,31,KAN,RB,12,0,32,25,192,10,-26,-1.0,218,8.7,0.3,1,25.0,3,9.4,0,131.2,,McKiJe00
174,Raheem Mostert,31,MIA,RB,15,15,32,25,175,6,-38,-1.5,213,8.5,-0.6,6,4.2,1,3.1,1,107.7,PB,MostRa00
175,Colby Parkinson,24,SEA,TE,17,1,34,25,247,11,161,6.4,86,3.4,6.5,1,25.0,2,5.9,0,113.2,,ParkCo02
176,Hunter Renfrow,28,LVR,WR,17,3,37,25,255,11,103,4.1,152,6.1,5.6,2,12.5,1,2.7,0,87.1,,RenfHu00
177,Greg Dortch,25,ARI,WR,16,4,41,24,280,14,128,5.3,152,6.3,9.5,1,24.0,0,0.0,0,95.6,,DortGr01
178,Jameson Williams,22,DET,WR,12,10,42,24,354,14,249,10.4,105,4.4,15.8,5,4.8,4,9.5,2,80.9,,WillJa11
179,Michael Carter,24,2TM,RB,15,0,31,24,101,5,14,0.6,87,3.6,1.1,2,12.0,2,6.5,1,77.5,,CartMi03
179,Michael Carter,24,NYJ,RB,9,0,20,15,68,4,10,0.7,58,3.9,1.1,1,15.0,2,10.0,1,57.9,,CartMi03
179,Michael Carter,24,ARI,RB,6,0,11,9,33,1,4,0.4,29,3.2,1.2,1,9.0,0,0.0,0,109.5,,CartMi03
180,Connor Heyward,24,PIT,TE,17,7,34,23,167,8,73,3.2,94,4.1,5.1,1,23.0,2,5.9,1,66.7,,HeywCo00
181,Jalin Hyatt,22,NYG,WR,17,7,40,23,373,11,325,14.1,48,2.1,21.0,1,23.0,3,7.5,2,68.0,,HyatJa00
182,Allen Lazard,28,NYJ,WR,14,12,49,23,311,17,255,11.1,56,2.4,12.2,1,23.0,4,8.2,1,65.9,,LazaAl00
